	Proliferating_1	Proliferating_2	Senescent_1	Senescent_2
ENSG00000257913	1.6326	0	3.2061	2.4507
ENSG00000257923	1016.7454	654.7136	316.2909	506.2621
ENSG00000257949	78.5603	47.6381	90.6475	123.1254
ENSG00000257950	17.7597	22.8794	12.6585	15.3638
ENSG00000257987	0	0	0	0
ENSG00000258039	0	0	0	0
ENSG00000258056	34.9924	22.8428	12.7523	26.2721
ENSG00000258057	7.0145	3.2146	3.1687	1.5943
ENSG00000258083	0	0	0	0
ENSG00000258102	27.2954	18.9599	37.8572	77.7814
ENSG00000258123	5.0997	4.2003	14.1335	8.7011
ENSG00000258130	15.9739	6.7663	5.071	14.2339
ENSG00000258135	0	0	0	0
ENSG00000258136	2.0842	0.6826	0	1.3399
ENSG00000258137	1.0896	1.4025	0.1917	1.077
ENSG00000258150	1.3261	0	0.2689	0
ENSG00000258167	0	0	0	0
ENSG00000258169	3.0949	0	0	0
ENSG00000258171	1.0006	0.9945	0	0
ENSG00000258220	0	0	0	0
ENSG00000258223	0	0	0	0
ENSG00000258227	0	0	0	0
ENSG00000258231	0.9352	0	2.9286	0
ENSG00000258240	1.0794	0	0	0
ENSG00000258274	0.8263	0	0	0
ENSG00000258279	2.0059	0	0	0
ENSG00000258289	493.5933	330.4745	382.7579	494.3109
ENSG00000258292	0	0	0	0
ENSG00000258301	5.0271	1.1539	6.0712	7.6029
ENSG00000258315	161.8501	112.9428	67.0468	95.5162
ENSG00000258325	1.923	0	1.8978	0
ENSG00000258334	0.9987	0	0	0
ENSG00000258343	0	0	0	0
ENSG00000258366	165.4722	93.0319	53.811	107.9198
ENSG00000258388	5.6852	4.6361	2.8373	0
ENSG00000258390	0	0	0	0
ENSG00000258399	23.976	2.5841	1.5217	9.4881
ENSG00000258405	27.288	15.8669	34.03	55.9987
ENSG00000258419	0	0	0	0
ENSG00000258429	81.1385	56.9525	47.1968	85.9035
ENSG00000258436	0	0	0	0
ENSG00000258441	159.3579	111.956	32.8014	97.5653
ENSG00000258453	0	0	0	0
ENSG00000258457	3.345	5.8765	3.7146	7.5204
ENSG00000258471	0	0	0	1.0266
ENSG00000258479	1.0765	0	0	0
ENSG00000258484	5.8278	18.1338	9.2678	13.7765
ENSG00000258498	1.4374	0	4.2859	3.9876
ENSG00000258499	0	0	0	0
ENSG00000258512	0	0	0	0
ENSG00000258525	0	0	0	0
ENSG00000258537	0	0.9553	0	0.9145
ENSG00000258545	0.9824	0	1.2501	7.4083
ENSG00000258548	0	0	0	0
ENSG00000258551	1.2189	0	0	0.9857
ENSG00000258555	16.4094	0	0	12.0443
ENSG00000258573	0	0.9642	1.9056	0.9474
ENSG00000258583	0	0	0	0
ENSG00000258584	0	0	0	0
ENSG00000258586	1.0006	0	1.9642	0
ENSG00000258588	10.7599	0	0	0
ENSG00000258597	0	0	0	0
ENSG00000258602	7.0405	1.0062	10.8851	6.7425
ENSG00000258609	0	0	0	0.976
ENSG00000258630	0	0	0	0
ENSG00000258643	109.9714	73.4804	98.8393	235.8893
ENSG00000258644	45.4156	18.2854	21.0357	92.371
ENSG00000258647	0	0	0	0
ENSG00000258651	2.0255	0	0.9919	0.9597
ENSG00000258659	31.5739	25.6576	10.1579	11.8037
ENSG00000258667	1.0042	1.006	3.9542	0.959
ENSG00000258673	0	0	0	0
ENSG00000258675	0	0	0	0
ENSG00000258689	1.0437	0	0	0.9623
ENSG00000258700	0	0	0	0
ENSG00000258701	6.4863	3.9633	3.9182	4.8808
ENSG00000258708	5.8071	2.9935	1.9602	2.6959
ENSG00000258710	0	0	0	0
ENSG00000258713	0.7939	0	0	1.0431
ENSG00000258716	0	0	0	0
ENSG00000258725	1.4398	0	0	2.7821
ENSG00000258727	40.9504	25.7328	17.6248	91.6571
ENSG00000258730	0	0	0.4894	1.9571
ENSG00000258731	0	0	0	0
ENSG00000258735	2.0142	0	0.9854	1.0398
ENSG00000258747	1.0082	0	0.9937	0
ENSG00000258754	5.9033	0	0	3.4122
ENSG00000258765	0	6.9125	0	4.6399
ENSG00000258766	0	0	0	0
ENSG00000258777	6.0482	2.0232	1.9864	3.8964
ENSG00000258779	0	0	0	0.9014
ENSG00000258785	0	0	0	0
ENSG00000258790	16.6687	17.2911	14.7469	25.241
ENSG00000258792	1.0221	0	0.2639	1.0755
ENSG00000258803	0	0.9914	0	0
ENSG00000258804	0.9996	0	0.9806	2.9234
ENSG00000258806	0	0	0	0
ENSG00000258814	0	0	0	0
ENSG00000258817	0	0	0	0
ENSG00000258818	37.8877	31.0579	12.7122	58.0103
ENSG00000258819	0.987	0	0	0.9623
ENSG00000258826	0	0	0	0
ENSG00000258839	75.7519	48.3843	22.5973	59.6917
ENSG00000258843	0	0	0	0
ENSG00000258861	0	0	0	0
ENSG00000258867	0	0	0	0
ENSG00000258873	0	0	0	0
ENSG00000258876	0	0	0	0
ENSG00000258884	0	0	0	0
ENSG00000258890	96.4026	68.4811	141.7382	151.5076
ENSG00000258910	0	0	0	0
ENSG00000258920	14.0076	8.9572	4.911	9.7065
ENSG00000258928	0	0	0	0
ENSG00000258940	14.5954	0.8923	3.5248	10.4009
ENSG00000258947	2265.1288	1642.8396	3867.5927	6054.1531
ENSG00000258949	1.005	1.0176	0	0
ENSG00000258977	0	0	0	0
ENSG00000258979	0	0	0	0
ENSG00000258984	8.6673	0	9.5984	0
ENSG00000258986	0	0	0	0
ENSG00000258992	0	0	0	0
ENSG00000259004	0	0	0	0
ENSG00000259023	0	0	0.9779	0
ENSG00000259024	41.9229	28.0122	11.4379	38.2499
ENSG00000259030	62.6691	5.1914	19.6611	19.6431
ENSG00000259040	68.5109	0	20.498	0
ENSG00000259054	0	0	0	0
ENSG00000259062	0	2.5686	0	0
ENSG00000259070	1.878	0.9307	0	1.838
ENSG00000259073	0	0.9935	0	0
ENSG00000259075	11.018	0	51.6	61.519
ENSG00000259082	0	0	0	0
ENSG00000259091	2.5822	0.8533	0	0.8418
ENSG00000259107	0	0	0	0
ENSG00000259110	0	0	0	0
ENSG00000259112	4.5952	0	0	3.4891
ENSG00000259116	1.0053	0	0	1.3057
ENSG00000259118	0	0	0.9655	1.237
ENSG00000259120	0	0	0	0
ENSG00000259125	3.431	1.4876	0	1.3783
ENSG00000259129	0	0.8027	0	0
ENSG00000259134	0	0	0	0
ENSG00000259142	0	0	0	0
ENSG00000259150	0	0	0	0
ENSG00000259156	0	0	0	0.9481
ENSG00000259158	0	0	0.7821	0
ENSG00000259163	0	0	0	1.9435
ENSG00000259170	0	0	0	0
ENSG00000259175	1.0376	1.0417	0	2.2887
ENSG00000259200	0	0	0	0
ENSG00000259207	211.6754	129.1905	467.3285	753.9181
ENSG00000259219	0	0	2.1078	0.9889
ENSG00000259224	0.9996	1.985	0.9806	2.9226
ENSG00000259225	0.6935	0	0	0
ENSG00000259230	0	0	0.981	0.9741
ENSG00000259234	0	0	0	0
ENSG00000259240	0	1.236	0	0
ENSG00000259248	0	3.5286	0	3.5358
ENSG00000259267	0	0	0	0
ENSG00000259281	0	0	0	0
ENSG00000259282	0	0	0	0
ENSG00000259284	0	0	0	0
ENSG00000259288	0	0	0	0
ENSG00000259289	0	0	0	0
ENSG00000259291	26.1572	12.4964	2.8503	6.6186
ENSG00000259293	0	0	0	0
ENSG00000259295	42.4566	22.214	9.0819	21.7028
ENSG00000259305	2.4096	2.1568	6.3822	23.2054
ENSG00000259315	0	2.2563	0	2.6917
ENSG00000259316	28.6375	23.0952	0.9692	1.4039
ENSG00000259332	4.3795	0	14.2268	3.5623
ENSG00000259351	0	0	0	0
ENSG00000259361	0	0	0	0.9816
ENSG00000259362	0	0	0	0
ENSG00000259363	9.8733	3.6827	2.3262	3.9099
ENSG00000259370	5.9318	2.1808	20.1555	6.3295
ENSG00000259384	0	0	0	0
ENSG00000259399	0	2.398	0	0
ENSG00000259408	4.0046	4.0039	0.987	4.3319
ENSG00000259417	0.9984	0.9891	0	0.9779
ENSG00000259420	0	0	0	0
ENSG00000259422	0	0	0	0.9756
ENSG00000259426	28.8993	25.3139	4.3012	4.2747
ENSG00000259429	6.4928	3.6456	1.5864	3.2503
ENSG00000259431	51.6141	26.9874	46.9637	76.6379
ENSG00000259435	0	0	0	0
ENSG00000259439	0.9989	0	0	0
ENSG00000259446	0	0	0	0
ENSG00000259456	8.5042	5.2331	2.6299	12.6604
ENSG00000259458	0	0	0	0
ENSG00000259462	3.197	3.0104	3.9869	5.7029
ENSG00000259471	0	0	0	0
ENSG00000259494	123.7272	86.4107	123.9629	199.0903
ENSG00000259511	3.4344	2.1724	2.0467	3.1606
ENSG00000259516	0	0	2.6818	0
ENSG00000259518	6.3431	3.7213	0	3.6652
ENSG00000259520	1.4848	1.7797	0	1.3509
ENSG00000259521	0	0	0	0
ENSG00000259527	0	0	0	0
ENSG00000259530	0	0	0	0
ENSG00000259540	0	1.4926	0.7344	0
ENSG00000259541	0	0	0	0
ENSG00000259553	0	0	0	0
ENSG00000259571	0	0	0	0
ENSG00000259572	0	0	0	0
ENSG00000259582	0	0	0	0
ENSG00000259583	12.5121	18.4196	1.9428	11.5575
ENSG00000259620	0	0	0	0
ENSG00000259636	0	0	0	0
ENSG00000259641	0	2.0036	0.9946	0
ENSG00000259658	7.6854	4.9224	4.0181	4.9145
ENSG00000259663	0	0	0	0
ENSG00000259664	0	0	0	0
ENSG00000259666	0	0	0	0
ENSG00000259673	71.5938	44.5845	29.9146	17.2396
ENSG00000259703	0	0	0	0
ENSG00000259705	4.9963	2.9752	2.9402	9.7471
ENSG00000259706	5.02	0	0	1.9648
ENSG00000259717	0	0	0	0
ENSG00000259721	32.932	27.39	38.687	38.9792
ENSG00000259724	0	0	0	0
ENSG00000259728	7.1153	19.8253	5.1937	5.7928
ENSG00000259736	1.567	0	0	1.1158
ENSG00000259753	0	0	8.7938	0
ENSG00000259764	3.0203	1.0482	1.3637	1.9074
ENSG00000259772	0	0	0	0.8527
ENSG00000259774	4.0032	0	1.0854	3.8892
ENSG00000259779	0	1.0208	0	1.143
ENSG00000259783	0.9962	0	0	2.6127
ENSG00000259803	7.7937	5.6949	0	4.1985
ENSG00000259823	0	0.9947	0	0
ENSG00000259831	0	0	0	0
ENSG00000259837	0	0	0	0
ENSG00000259841	0	0	0	0
ENSG00000259847	0	0	1.2439	0
ENSG00000259848	6.8004	5.7752	4.7611	7.6125
ENSG00000259849	0	0	0	0
ENSG00000259881	0	0.9767	0	0
ENSG00000259887	1.006	1.0127	0	0
ENSG00000259895	2.8949	1.4422	2.7039	6.1272
ENSG00000259905	0	0.6885	3.2053	2.4785
ENSG00000259916	0	0	0	0
ENSG00000259933	0	1.129	2.7806	1.3529
ENSG00000259944	0	0	0	0
ENSG00000259954	0.9997	1.0974	2.9386	2.2206
ENSG00000259956	861.8351	655.3347	477.2009	774.0118
ENSG00000259974	6.1131	0	0	0
ENSG00000259976	13.5174	4.063	20.069	2.6368
ENSG00000260001	23.6897	12.3463	16.7429	7.3313
ENSG00000260009	0	0	0	0
ENSG00000260026	0	0	0	0
ENSG00000260027	172.1975	82.0553	129.9256	183.5453
ENSG00000260032	6237.745	4124.119	5132.6203	7515.5804
ENSG00000260034	3.5779	0	0.8222	2.6779
ENSG00000260057	0	0	0	1.9872
ENSG00000260063	10.9919	7.9333	0.9801	2.9247
ENSG00000260078	4.6953	2.9826	1.0801	1.0587
ENSG00000260081	5.099	2.0419	5.018	8.7762
ENSG00000260083	15.3917	9.6088	5.8425	4.197
ENSG00000260088	1.1552	0	1.1892	1.0576
ENSG00000260094	0	0	0	0
ENSG00000260097	9.9357	0	15.5241	7.8838
ENSG00000260101	1.9987	0	0.9802	3.8988
ENSG00000260103	5.4567	5.9639	1.6414	12.394
ENSG00000260105	0	1.0736	1.0173	1.0292
ENSG00000260125	0	0	0	0
ENSG00000260128	0.3982	0	0.6139	0
ENSG00000260192	0	0	0	0
ENSG00000260219	4.0032	5.9758	0.9826	9.6979
ENSG00000260220	0	0	0	0
ENSG00000260228	6.3271	0	2.7165	2.5811
ENSG00000260230	2.0586	2.0012	5.4771	6.0659
ENSG00000260231	19.0876	7.9791	16.7124	28.5761
ENSG00000260238	21.6482	8.2652	3.0085	3.9885
ENSG00000260249	0	0	0	0
ENSG00000260259	3.009	2.0013	1.9713	3.8642
ENSG00000260260	48.1797	46.8468	41.7868	89.8964
ENSG00000260266	0.874	3.3681	1.5582	5.1264
ENSG00000260268	0	0	0	0
ENSG00000260280	62.3322	13.9652	8.5692	42.067
ENSG00000260286	0	0	0	0
ENSG00000260287	0	0	0	0
ENSG00000260305	0	0	0	0
ENSG00000260314	0	0	0.9788	0
ENSG00000260325	0.9996	0.9921	0	1.9559
ENSG00000260338	0	0	0	0
ENSG00000260339	1.998	0.9908	0	2.9283
ENSG00000260343	0	0	0	0
ENSG00000260386	0	0	0	0
ENSG00000260388	1.0079	1.0038	0.9931	0.9891
ENSG00000260389	0	0	0	0
ENSG00000260394	1.6106	0	0	1.5518
ENSG00000260420	1.0032	0	0.9882	0
ENSG00000260423	0	0	0	0.9778
ENSG00000260428	15.0119	8.9634	2.9478	11.6384
ENSG00000260433	0	0	0	0
ENSG00000260439	6.3897	4.2323	1.672	1.1477
ENSG00000260442	6.6201	6.1315	2.0083	2.9217
ENSG00000260455	0	0	0	0
ENSG00000260456	7.7338	16.5853	6.1842	14.0166
ENSG00000260458	0	0	0	0
ENSG00000260477	0	0	0	0
ENSG00000260492	0	0	0	0
ENSG00000260493	0.8855	1.7608	1.7367	0.8601
ENSG00000260520	0	0	0	0
ENSG00000260521	1.3797	1.3561	2.6403	1.3358
ENSG00000260537	75.0908	11.083	32.8541	0
ENSG00000260549	47.9533	43.3944	154.6053	257.6239
ENSG00000260552	4.0691	2.0047	0	0
ENSG00000260564	0	0	0	0
ENSG00000260581	0	0.9919	0	0
ENSG00000260583	0	0	0	0
ENSG00000260589	3.996	1.9816	1.9592	0.9995
ENSG00000260596	0	0	1.5037	2.8471
ENSG00000260599	0	0	0	0
ENSG00000260629	0	0	0	0
ENSG00000260630	33.1873	27.0127	12.2224	32.0899
ENSG00000260653	0	0	0	0
ENSG00000260660	0	0	0	0
ENSG00000260676	0	0	0	0
ENSG00000260691	1.1544	0	0.4907	0
ENSG00000260704	0	0	0	0
ENSG00000260720	0	0	0	0
ENSG00000260735	26.4008	9.1017	0	29.1583
ENSG00000260737	0	0	0	0
ENSG00000260738	0	0	0	0
ENSG00000260750	0	1.8235	1.0419	1.0033
ENSG00000260760	0	0	0	0
ENSG00000260778	5.2837	0.8529	1.6729	4.5258
ENSG00000260779	0	0	0	0
ENSG00000260785	0	0	0	0
ENSG00000260792	1.0929	0	2.6687	4.8519
ENSG00000260802	0	0	0	0.9146
ENSG00000260804	142.8158	89.1211	32.3132	41.0104
ENSG00000260807	7.9804	4.1384	25.5666	20.5512
ENSG00000260832	0	0	0	0
ENSG00000260852	42.9157	27.8379	38.281	70.9935
ENSG00000260854	0	0	0	0
ENSG00000260862	0	1.1191	1.1282	1.0119
ENSG00000260868	0	0.992	0.9803	2.9241
ENSG00000260873	0.2435	0	3.5433	0
ENSG00000260874	1.4831	0	0	0
ENSG00000260876	0	0	0	0
ENSG00000260880	0	0	0	0
ENSG00000260886	0	0	0	0
ENSG00000260887	0	0	0	0
ENSG00000260896	1.0017	4.5474	0.4912	4.8302
ENSG00000260898	0	0	0.9485	0.9457
ENSG00000260902	0	0	0	0
ENSG00000260903	0	0	0	0
ENSG00000260910	59.9408	40.6334	40.1669	48.7739
ENSG00000260913	1.0369	0	0	2.9522
ENSG00000260914	300.3842	253.9407	287.2734	375.1113
ENSG00000260916	438.5864	360.6831	469.3374	793.0588
ENSG00000260917	61.0931	31.7702	8.86	12.9824
ENSG00000260930	0	0	0	0
ENSG00000260937	0	0	0	0
ENSG00000260941	0	0.9927	12.7493	15.578
ENSG00000260942	13.6333	9.9174	3.9226	15.6503
ENSG00000260944	3.3319	1.1611	0	0.9453
ENSG00000260962	0	0	0	0
ENSG00000260976	0	0	0	0
ENSG00000260989	1.0043	1.0079	0	0.9561
ENSG00000260995	0	0	0	0
ENSG00000261008	9.7614	0.5251	3.5175	7.822
ENSG00000261024	0	1.0447	0	0.9798
ENSG00000261039	1.0065	2.0158	0.9906	0
ENSG00000261040	53.9202	31.3273	17.8771	36.2716
ENSG00000261043	0	0	0	0
ENSG00000261045	0	0	0	1.9367
ENSG00000261052	8.3976	16.4135	2.5564	47.0262
ENSG00000261070	0	0	0	0
ENSG00000261075	0	0	0	0
ENSG00000261079	2.9971	3.9641	3.9187	11.0695
ENSG00000261083	0	0	0	0
ENSG00000261095	0.999	0	0	0
ENSG00000261097	0	0	0	0
ENSG00000261105	8.1947	7.6439	0	0
ENSG00000261115	11.3362	5.1705	1.7053	1.7053
ENSG00000261121	2.9974	1.0794	1.9766	6.0356
ENSG00000261122	0	0	0	0
ENSG00000261126	11.9156	3.5864	6.5986	3.9905
ENSG00000261136	8.989	1.9807	0.9793	3.9056
ENSG00000261150	12.0221	12.8924	1.9634	3.9303
ENSG00000261154	0	0	0	0
ENSG00000261156	0	0	0	0
ENSG00000261175	1.0378	2.8943	0	0.953
ENSG00000261183	0	0	0	0
ENSG00000261184	0	0	0	0
ENSG00000261186	0	0.9947	0	0
ENSG00000261192	0	0	0	0
ENSG00000261194	0	0	0	0
ENSG00000261210	0	0	0	0
ENSG00000261221	234.6548	210.8164	159.5604	239.3663
ENSG00000261222	0	0	0	0.9767
ENSG00000261231	0	0	0.6628	7.807
ENSG00000261236	511.8237	385.2812	537.6395	910.0611
ENSG00000261241	0	0	0	0
ENSG00000261249	0	0	0	0
ENSG00000261260	0	0	0	0
ENSG00000261272	0	0	0	0
ENSG00000261279	0	0	0	0
ENSG00000261302	0	0	0	0
ENSG00000261316	0	0	0	0
ENSG00000261318	0	0	0	0
ENSG00000261325	1	0	0	0
ENSG00000261335	2.0096	0.9969	0.9929	1.9844
ENSG00000261340	0	0	0	0
ENSG00000261341	0	0	1.6733	1.6166
ENSG00000261348	0	0	0	0
ENSG00000261359	0	0	0.983	1.0112
ENSG00000261366	1.9982	0	0	0
ENSG00000261371	1.6229	0	14.0157	4.7913
ENSG00000261373	30.4697	32.8159	60.4938	90.3639
ENSG00000261390	0	0	0	0
ENSG00000261397	0	0	0	0
ENSG00000261404	0	0	1.1366	0
ENSG00000261408	31.1013	9.0371	12.0975	43.6236
ENSG00000261423	4.7334	11.9377	2.8778	7.2342
ENSG00000261432	0	0	0	0
ENSG00000261437	0	0.9981	0.9898	0
ENSG00000261439	0	0	0	0
ENSG00000261446	0	0	0	0
ENSG00000261448	0	0	0	0
ENSG00000261455	2.9982	2.9764	4.9016	10.7166
ENSG00000261456	0	0.874	0	0
ENSG00000261459	3.2258	9.5443	3.8397	0
ENSG00000261465	0	0	0	0
ENSG00000261498	0	0.998	0	0
ENSG00000261504	0	0	0.9811	0
ENSG00000261509	0	0	0	0
ENSG00000261514	0	0	0	0
ENSG00000261517	0	0	0	0
ENSG00000261520	0	0	0	0
ENSG00000261522	0	0	0	0
ENSG00000261556	17.2753	7.4288	6.292	19.0873
ENSG00000261558	0	0	0	0
ENSG00000261587	4.653	0.7163	2.0552	4.489
ENSG00000261594	0	0.9907	0.9795	0.9762
ENSG00000261603	0	0	0	0
ENSG00000261609	101.7554	64.211	158.28	253.1926
ENSG00000261615	1.1037	0.9319	1.4892	1.0781
ENSG00000261617	1.9996	0	2.0795	0
ENSG00000261623	1.0641	0	0	0.9768
ENSG00000261634	0	0	0	2.6348
ENSG00000261637	0	0	0	0
ENSG00000261645	0	0	0	0.8262
ENSG00000261649	0	0.5237	0	1.1639
ENSG00000261652	1.9499	1.9452	13.4132	13.1505
ENSG00000261656	0	0	0	0
ENSG00000261664	0	0	0	0
ENSG00000261666	0	0	0	0
ENSG00000261667	0	0	0	0
ENSG00000261678	0.9988	0	0	0.9771
ENSG00000261683	0	0	0	0.9764
ENSG00000261697	0	0	0	0.6316
ENSG00000261701	0	0	0	0
ENSG00000261703	0	0	0	0
ENSG00000261713	0.6979	0.6865	0.689	1.3521
ENSG00000261715	0	0	0	0
ENSG00000261737	4.0038	7.9704	2.9485	3.8779
ENSG00000261738	0	0	0	0
ENSG00000261740	171.5553	103.5571	224.0384	371.7251
ENSG00000261741	0	0	0	0
ENSG00000261742	0	1.5197	0.7508	0.7461
ENSG00000261749	0	0	0	0.979
ENSG00000261760	0	0	1.596	3.9174
ENSG00000261761	0	0	0	0
ENSG00000261771	18.8256	4.2138	0	10.7678
ENSG00000261777	1.2524	1.2865	0	2.4834
ENSG00000261780	3.3535	0	8.2011	9.8609
ENSG00000261781	0	0	0	0
ENSG00000261787	0.8596	0	0	0
ENSG00000261794	1.6481	0	0	0
ENSG00000261796	322.6091	102.9587	93.4657	307.375
ENSG00000261798	0	0	0	0
ENSG00000261801	157.2549	97.0211	28.2964	54.4785
ENSG00000261803	0	0	0	0
ENSG00000261804	3.9086	7.931	4.5831	6.1349
ENSG00000261807	1.0118	0.9891	0.9804	4.0192
ENSG00000261824	71.7996	42.2933	60.1879	84.6997
ENSG00000261832	0	9.8924	7.1926	19.522
ENSG00000261846	0	0	0	0
ENSG00000261852	0	0	0	0
ENSG00000261856	0	0	0	0
ENSG00000261857	1.4289	0	0	0
ENSG00000261862	134.048	88.4686	31.8878	62.6357
ENSG00000261863	0	0	0	0.9733
ENSG00000261879	9.4966	2.2167	1.0951	1.4144
ENSG00000261893	77.5132	71.3392	19.4649	74.1465
ENSG00000261897	0	0	0	0
ENSG00000261934	47.7491	29.606	13.5866	19.8929
ENSG00000261949	0	0	0	0
ENSG00000261958	0	0	0	0
ENSG00000261968	0	0	1.9884	7.3243
ENSG00000261972	0	0	0	0
ENSG00000261984	0	0.6691	0	0.454
ENSG00000261986	0	0.5311	0	0
ENSG00000261992	90.0101	0	40.7545	0.005
ENSG00000261994	0.2627	3.4079	0	0.7943
ENSG00000262003	0	0	0	0.967
ENSG00000262024	42.8793	33.3373	103.549	59.5189
ENSG00000262045	0	0	0	0
ENSG00000262050	1.0013	1.007	0	0
ENSG00000262061	0	0	0	0
ENSG00000262068	0	0	0	0
ENSG00000262074	0.5178	0	0	8.0864
ENSG00000262075	4.9032	2.9415	2.9102	2.8801
ENSG00000262085	0	0	0	0
ENSG00000262097	0	0	0	0
ENSG00000262099	0	0	0	0
ENSG00000262102	1341.6119	857.5408	486.104	716.7021
ENSG00000262111	0	0	0	0
ENSG00000262117	0	1.503	0	1.4049
ENSG00000262121	1.0013	0	0.8007	0.4862
ENSG00000262139	12.8571	18.2025	5.7268	0
ENSG00000262145	7.0694	10.7642	0.3589	5.5014
ENSG00000262155	2.998	4.9594	4.9009	2.9248
ENSG00000262156	0	0	0.4865	0
ENSG00000262164	0	0	0	0
ENSG00000262179	0	0	0	0
ENSG00000262180	2.0039	0.9979	0	0
ENSG00000262185	23.7983	9.3153	1.0315	0.9829
ENSG00000262188	0.8094	0	0	0.85
ENSG00000262191	0	0	0	0
ENSG00000262201	0	0	0	0
ENSG00000262209	78.811	51.6694	5.2062	23.0244
ENSG00000262217	0	0	0	0
ENSG00000262218	0	0	0	0
ENSG00000262221	0	0	0.493	0
ENSG00000262223	0	1.113	0.8562	0
ENSG00000262231	0	0	0	0
ENSG00000262243	0.8715	2.6042	20.6294	39.6933
ENSG00000262246	34.6644	11.1856	21.8483	66.9112
ENSG00000262299	0	0	0	0
ENSG00000262304	0	9.1488	0	7.3957
ENSG00000262315	0	0	0	0
ENSG00000262327	49.6965	45.2055	0.0088	22.7235
ENSG00000262334	6.0616	2.2493	2.9294	1.1301
ENSG00000262347	0	0	0	0.4878
ENSG00000262406	0	0	66.6679	125.7461
ENSG00000262418	0	0	0	0
ENSG00000262435	61.5595	35.6899	21.3884	38.597
ENSG00000262446	53.5042	20.153	54.8982	47.616
ENSG00000262468	2.7936	6.5728	3.9303	6.7524
ENSG00000262473	15.1838	38.5295	3.0444	22.4613
ENSG00000262484	0	0	0	0
ENSG00000262512	0	0	0	0.9728
ENSG00000262525	0	0	0	0
ENSG00000262542	0	0	0	0
ENSG00000262573	0	0	0	0
ENSG00000262576	184.6011	127.4895	105.3522	148.2669
ENSG00000262585	0	0	0	0
ENSG00000262587	2.6693	0.8853	0	1.8356
ENSG00000262594	0	0	0	0
ENSG00000262599	46.821	18.8798	10.6419	21.6485
ENSG00000262603	0	0	0	0
ENSG00000262607	1.8871	0.4652	4.1218	1.8349
ENSG00000262611	0	0	0	0
ENSG00000262612	0	0	0	0
ENSG00000262628	0	0	0	0
ENSG00000262633	0	0	0	0
ENSG00000262634	43.7244	25.4077	3.5397	3.7756
ENSG00000262635	0	0.3097	0	0
ENSG00000262647	0	0	0	0
ENSG00000262655	26.0542	20.7492	9.0589	20.4812
ENSG00000262664	177.8679	118.136	176.1406	316.4307
ENSG00000262666	254.3377	177.6084	268.4828	457.3216
ENSG00000262679	0.4405	0	0.5318	0
ENSG00000262686	0.5019	0	0	0
ENSG00000262731	1.8791	1.2484	0	1.1732
ENSG00000262748	0	15.8179	14.7698	35.4266
ENSG00000262749	0	0	0	0
ENSG00000262755	0	0	0	0
ENSG00000262771	27.6184	23.896	51.6456	108.067
ENSG00000262772	0	2.2159	0	0
ENSG00000262784	0	0	0	0
ENSG00000262785	0	0	0	0
ENSG00000262788	43.0466	55.6816	79.7144	53.1517
ENSG00000262795	410.1988	188.2155	178.4296	283.9659
ENSG00000262796	0	0	0	0
ENSG00000262808	0	0.9979	0	0.4846
ENSG00000262814	427.2966	282.7683	360.5547	656.8049
ENSG00000262826	339.4113	252.2004	166.2825	318.9767
ENSG00000262833	2.0726	3.9662	1.9648	0
ENSG00000262845	0	0	0	0.5178
ENSG00000262851	0	0	0	0
ENSG00000262860	913.632	586.5893	450.7841	803.3819
ENSG00000262862	110.8314	69.6597	137.9911	215.7214
ENSG00000262874	0	0	0	0
ENSG00000262884	0	0	0	0.9869
ENSG00000262896	0	0	0	0
ENSG00000262911	6.5747	2.973	3.664	9.2207
ENSG00000262919	158.447	126.2907	115.7001	213.085
ENSG00000262938	0	0	0	0.5478
ENSG00000262943	0	0	0	7.457
ENSG00000262966	0	0	0	0
ENSG00000262986	10.2306	8.8535	0	14.0069
ENSG00000262993	0	0	0	0
ENSG00000262999	0	0	0	4.2047
ENSG00000263001	2718.2782	1630.1145	1188.3357	1885.2724
ENSG00000263002	116.6844	66.849	79.2229	108.133
ENSG00000263006	6.3374	7.2129	0	2.5921
ENSG00000263012	2.0007	1.7523	1.0026	2.5263
ENSG00000263014	0	0	0	0
ENSG00000263020	0	0	0	0
ENSG00000263022	0	0	0	0
ENSG00000263028	1.5007	0	0	0
ENSG00000263042	0	0.3585	0	0
ENSG00000263057	0	0	0	0
ENSG00000263063	0	0	0	0
ENSG00000263069	1.8411	4.5249	1.7983	4.4506
ENSG00000263080	1.1169	0	0	0
ENSG00000263082	0	0	0	0
ENSG00000263090	0	0	0	0
ENSG00000263091	5.2585	8.0028	6.0387	15.1308
ENSG00000263097	2.0181	0	0.4853	0.3191
ENSG00000263101	0	0	0	0
ENSG00000263137	0	0	0.7736	0.8917
ENSG00000263141	0	1.9418	0	0
ENSG00000263155	0	0	0.4891	1.7207
ENSG00000263160	163.2967	100.089	51.7406	95.0724
ENSG00000263163	12.5511	5.1239	13.8174	13.9825
ENSG00000263186	0	0	0	0
ENSG00000263201	0	0	0	0
ENSG00000263229	0	0	0	0
ENSG00000263236	5.5035	1.9904	1.9642	1.4569
ENSG00000263238	62.8975	34.2438	43.0628	66.4125
ENSG00000263241	0	0	0	0
ENSG00000263242	0	0	0	0
ENSG00000263243	0.4995	0.4958	0	0
ENSG00000263247	6.2968	3.1604	8.495	2.4651
ENSG00000263263	0	0	0	1.4239
ENSG00000263267	0	0	0	0
