	Cont_1	Cont_2	SFN_1	SFN_2	NRF2KO-SFN_1	NRF2KO-SFN_2
MAGI3	392	414	450	412	356	419
MAGIX	12	6	26	16	29	13
MAGOH	1041	824	880	790	724	793
MAGOH2P	2	1	2	4	2	0
MAGOHB	511	408	493	440	373	353
MAGT1	2494	2346	3242	2492	2195	1943
MAK	4	3	3	0	6	3
MAK16	1134.13	1081.46	1168.3	900.87	895.84	805.37
MAL	26	10	8	7	10	9
MAL2	184	171	139	101	76	68
MALAT1	5559	5110	4808	4163	3172	2905
MALL	190	184	274	273	169	151
MALRD1	0	0	0	0	0	0
MALSU1	613	639	690	511	408	406
MALT1	229	272.88	352	306	240.35	228
MAMDC2	180	183	166	130	53	54
MAMDC2-AS1	3	9	0	1	3	1
MAMDC4	81	97	64	56	58	74
MAML1	1129	1220	1653	1310	1428	1394
MAML2	270	281	234	191	189	197
MAML3	87	105	99	88	53	57
MAMLD1	222	206	192	135	191	217
MAMSTR	22	14	23	22	23	13
MAN1A1	3	1	0	2	0	1
MAN1A2	929	889	1107	1048	944	994
MAN1B1	1158	1218	1490	1265	1176	1111
MAN1B1-AS1	65	26	65	56	67	47
MAN1C1	1	10	4	2	0	0
MAN2A1	3814	3729	5516	4511	3328	3354
MAN2A2	1405	1387	1838	1537	1404	1418
MAN2B1	3855	3593	4563	3493	3122	3089
MAN2B2	645	752	979	777	663	643
MAN2C1	601	601	584	496	473	515
MANBA	241	287	279	202	165	198
MANBAL	1406	1425	2029	1615	1341	1416
MANEA	452	471	509	466	358	318
MANEA-AS1	10	4	3	5	2	4
MANEAL	314	368	456	337	438	416
MANF	603	498	1128	961	733	726
MANSC1	198	180	182	142	145	121
MANSC4	0	0	0	0	0	2
MAOA	29	34	24	28	24	16
MAOB	0	0	0	0	0	0
MAP10	190	180	79	63	80	84
MAP1A	58	62	25	13	35	17
MAP1B	4304	4451	6536	5888	2562	3017
MAP1LC3A	54	35	54	51	21	25
MAP1LC3B	3503.04	3473.32	6292.75	4957.66	3283.47	2928.91
MAP1LC3B2	43.96	47.68	70.25	68.34	32.53	29.09
MAP1LC3C	4	1	0	1	1	1
MAP1S	1616	1597	2866	2399	1995	1876
MAP2	94	56	90	57	44	42
MAP2K1	1976.95	1855.88	2351.58	1956.85	1522.61	1435.5
MAP2K2	4694	4293	5709	4146	4980	4626
MAP2K3	1634	1686	2536	2154	1568	1429
MAP2K4	573	547	878	795	673	559
MAP2K4P1	2	0	1	0	6	1
MAP2K5	335	376	397	379	363	324
MAP2K6	16	16	2	5	3	3
MAP2K7	2012	1768	2128	1736	1689	1701
MAP3K1	164	221	212	144	212	206
MAP3K10	321	306	553	399	439	389
MAP3K11	1294	1429	1933	1468	1585	1475
MAP3K12	386.47	326.12	333.79	284.43	253.86	261.94
MAP3K13	527	448	552	411	358	353
MAP3K14	632	655	888	687	676	571
MAP3K14-AS1	16	15	11	11	14	5
MAP3K15	1.02	1.02	1.01	0	1.01	0
MAP3K19	0	0	0	0	0	0
MAP3K2	1016	1106	1136	1002	972	946
MAP3K3	1608.63	1485.37	2795.73	2109.87	2061.23	1985.92
MAP3K4	648	609	767	675	686	609
MAP3K5	306	266	321	230	274	237
MAP3K6	789	810	843	626	684	599
MAP3K7	1451	1327	2031	1635	1302	1372
MAP3K7CL	2337	2270	4386	3477	2066	2043
MAP3K8	31	49	30	33	19	11
MAP3K9	760	707	970	783	708	646
MAP4	5539	5260	6879	5430	5203	5144
MAP4K1	12	9	16	12	11	23
MAP4K2	411	392	309	265	234	235
MAP4K3	967	962	1096	948	794	735
MAP4K4	5032	4900	8694	7685	5545	5534
MAP4K5	3227	3043	3910	3163	2590	2500
MAP6	0	0	0	0	1	0
MAP6D1	69	96	71	49	62	59
MAP7	3	0	14	3	1	4
MAP7D1	4575	4490	6271	4992	4626	4535
MAP7D2	0	0	3	4	1	0
MAP7D3	1339	1394	1159	1000	921	920
MAP9	800	864	578	490	458	354
MAPK1	3563	3859	4617	3693	3414	3265
MAPK10	76	34	49	33	36	32
MAPK11	368	403	414	281	231	273
MAPK12	551	611	622	473	470	465
MAPK13	528	460	668	491	335	369
MAPK14	1981	1870	2430	1850	1567	1644
MAPK15	3	2	2	2	0	1
MAPK1IP1L	3751	3659	4095	3288	2959	2899
MAPK3	662	630	971	732	648	711
MAPK4	0	0	0	0	0	0
MAPK6	1775	1816	2546	2000	1661	1648
MAPK7	473	418	584.95	442	388	404
MAPK8	1322	1406	1444	1107	1077	1037
MAPK8IP1	431	311	300	287	365	318
MAPK8IP2	13	8	16	13	4	8
MAPK8IP3	1740	1679	2901	2421	1966	2062
MAPK9	1119	1112	1287	1061	951	848
MAPKAP1	3844	3674	5633	4510	3617	3635
MAPKAPK2	1814	1814	2818	2159	1962	1989
MAPKAPK3	445	455	409	360	300	305
MAPKAPK5	678.16	664.91	813.3	666.6	607.44	663.24
MAPKAPK5-AS1	259.84	302.09	320.7	251.4	252.56	288.76
MAPKBP1	782	694	1146	986	736	755
MAPRE1	7290	7276	9605	8079	6256	6018
MAPRE2	706	677	574	458	397	383
MAPRE3	144	128	187	151	133	113
MAPT	19	25	6	4	8	17
MAPT-AS1	0	0	0	0	0	0
MAPT-IT1	0	0	0	0	0	1
MARC1	35	29	16	14	12	5
MARC2	72	108	63	52	49	42
MARCH1	154	147	74	71	78	84
MARCH10	16	23	11	17	11	8
MARCH11	0	0	0	0	0	0
MARCH2	278	280	357	246	274	278
MARCH3	577	591	539	526	491	490
MARCH4	850	775	1332	1001	825	788
MARCH5	1489	1456	1828	1473	1231	1234
MARCH6	2581	2667	3752	3016	2631	2476
MARCH7	2157	2097	3039	2479	1827	1903
MARCH8	602	613	751	540	545	607
MARCH9	176	186	194	184	160	173
MARCKS	2801	2857	2426	1813	2680	2456
MARCKSL1	1254	1306	1573	1211	1403	1453
MARCO	0	0	0	0	0	0
MARK1	2	0	0	0	0	0
MARK2	1004	1026	1395	1099	1259	1278
MARK2P9	0	4	2	2	2	1
MARK3	824	811	1321	921	891	824
MARK4	659	643	1195	844	589	622
MARS	3624	3592	5110	4034	3374	3651
MARS2	408	432	424	321	356	265
MARVELD1	1184	1121	1529	1094	1405	1439
MARVELD2	73	57	75	63	66	85
MARVELD3	1	2	0	0	1	0
MAS1	0	0	0	0	0	0
MAS1L	0	0	0	0	0	0
MASP1	0	0	0	0	0	0
MASP2	41	56	51	40	47	52
MAST1	96	66	92	65	42	49
MAST2	1677	1519	1700	1421	1309	1330
MAST3	483	415	508	407	387	404
MAST4	586	630	933	786	547	488
MASTL	1558	1425	1417	1069	934	967
MAT1A	0	0	0	0	0	0
MAT2A	5922.88	5890.64	4490.76	3544.64	3525.35	3334.44
MAT2B	1465	1357	1517	1094	964	959
MATK	0	0	0	0	0	0
MATN1	9	0	0	1	0	3
MATN1-AS1	13	7	33	22	10	12
MATN2	881	829	889	724	1076	1163
MATN3	307	420	411	335	198	214
MATN4	0	1	4	5	3	1
MATR3	7249.64	7188.59	8857.93	7219.89	6495.38	6488.78
MAU2	1825	1654	2500	2047	2060	1973
MAVS	6684	6196	7657	6296	5741	5923
MAX	1727	1459	1815	1391	1182	1264
MAZ	3482	3230	3871	3028	3926	3907
MB	0	0	0	0	0	0
MB21D1	448	425	598	505	387	387
MB21D2	757	817	662	500	622	608
MBD1	771	745	1159	997	821	807
MBD2	680	798	921	645	645	661
MBD3	3738	3738	4076	3108	3888	3826
MBD3L1	0	0	0	0	0	0
MBD3L2	0	0	0	0	0	0
MBD3L3	0	0.33	0	0	0	0
MBD3L4	0	0.33	0	0	0	0
MBD3L5	0	0.33	0	0	0	0
MBD4	1002	930	870	654	548	601
MBD5	312	301	267	244	263	233
MBD6	876	821	1174	931	1052	932
MBIP	937	931	825	638	575	555
MBL1P	0	0	0	0	0	0
MBL2	0	0	0	0	0	1
MBLAC1	79	82	68	46	55	39
MBLAC2	387	318	339	274	353	312
MBNL1	5487	5171.81	6857.76	5943.16	5289.65	5125.82
MBNL1-AS1	79	92.19	237.24	155.84	162.35	190.18
MBNL2	1664	1916	1722	1503	1532	1402
MBNL3	0	2	0	2	0	0
MBOAT1	78	59	48	35	39	65
MBOAT2	578	633	797	634	444	418
MBOAT4	0	3	1	5	3	3
MBOAT7	3261	3263	4934	4138	4099	3729
MBP	411	378	468	368	279	319
MBTD1	409	396	530	452	429	528
MBTPS1	2153	2178	2545	2093	2040	1942
MBTPS2	712	705	933	749	701	635
MC1R	153	180	250	141	220	175
MC2R	0	0	0	0	0	0
MC3R	0	0	0	0	0	0
MC4R	0	0	0	0	0	0
MC5R	0	0	0	0	0	0
MCAM	220	201	194	167	152	109
MCAT	597	487	538	392	420	427
MCC	41	68	60	41	30	36
MCCC1	480	388	446	333	313	269
MCCC2	1665	1648	1781	1410	1339	1350
MCCD1	2	2	1	0	0	3
MCEE	42	72	63	60	36	51
MCEMP1	0	0	0	0	0	0
MCF2	6	1	1	2	0	3
MCF2L	0	0	1	0	1	1
MCF2L-AS1	0	0	0	0	0	0
MCF2L2	13	3	1	2	0	1
MCFD2	6628	6566	9104	7833	5627	5309
MCHR1	4	0	14	6	10	1
MCHR2	0	0	0	0	0	0
MCHR2-AS1	0	0	0	0	0	0
MCIDAS	36	32	13	18	23	12
MCL1	7819	7705	20200	16555	12268	10290
MCM10	1172	1151	943	795	782	827
MCM2	3907	3926	3746	2886	3283	3219
MCM3	5190	4862	4643	3577	3637	3564
MCM3AP	2216.73	2282.6	2736	2223.89	2183	2278.89
MCM3AP-AS1	125.27	91.4	99	102.11	92	103.11
MCM4	8590	8238	7010	5419	5403	5684
MCM5	4145	3610	4619	3776	3858	3757
MCM6	1822	1838	1754	1366	1365	1395
MCM7	6195.63	6097	6118.51	5108.67	5275	5424.89
MCM8	1795	1650	1693	1381	1158	1173
MCM8-AS1	3	0	1	0	2	0
MCM9	221	222	235	193	207	186
MCMBP	2599	2671	2982	2405	2185	2153
MCMDC2	15	18	26	17	21	16
MCOLN1	1204	1136	1569	1285	1003	998
MCOLN2	97	113	130	130	78	84
MCOLN3	130	137	94	76	63	49
MCPH1	750	713	724	597	545.9	530
MCPH1-AS1	2	10	8	8	13.1	5
MCRS1	976	857	1044	811	887	889
MCTP1	24	28	38	27	10	10
MCTP2	0	3	1	1	0	0
MCTS1	1292	1188	1267	1017	887	847
MCTS2P	127	159	150	153	135	132
MCU	1302	1410	1533	1203	1023	1039
MCUR1	1112	1046	1154	796	925	853
MDC1	1327	1229	1864	1564	1610	1629
MDFI	0	0	3	2	2	2
MDFIC	677	726	1022	816	681	680
MDGA1	52	54	57	48	49	58
MDGA2	203	206	187	156	126	135
MDH1	2941	3105	3719	3034	2396	2222
MDH1B	4	18	7	7	11	9
MDH2	3395	3473	4777	4100	3458	3277
MDK	346	267	411	246	196	199
MDM1	479	579	532	375	421	370
MDM2	5687	5563	5636	4385	4345	4054
MDM4	531	517	712	582	611	568
MDN1	2534.98	2602	2054	1798	2078.96	1991.99
MDP1	178.69	208.08	194	151	143.97	142
MDS2	0	0	0	0	0	0
ME1	311	357	458	415	159	164
ME2	896	817	946	737	628	600
ME3	62	34	69	54	31	23
MEA1	1147	1032	1617	1285	1005	1023
MEAF6	725	749	954	827	678	600
MEAT6	0	0	0	0	0	0
MECOM	715	774	659	538	678	608
MECP2	1730	1770	2282	1955	1950	1985
MECR	414	347	425	338	356	360
MED1	2597	2574	3201	2746	2685	2705
MED10	1251	996	1400	1145	921	937
MED11	145	139	82	62	50	77
MED12	1150	924	1018	865	959	1010
MED12L	10	15	2	5	3.94	13
MED13	3202	3116	4584	4045	3735	3550
MED13L	2339	2192	3103	2773	2579	2634
MED14	1501	1570	1788	1504	1341	1373
MED14OS	23	6	22	15	23	27
MED15	2387	2333	3076	2329	2468	2475
MED15P9	0	0	0	0	0	0
MED16	1440	1592	1852	1533	1727	1591
MED17	863	804	972	799	667	669
MED18	429	326	468	366	363	334
MED19	343	338	339	273	262	303
MED20	748	639	994	797	663	758
MED21	803	749	1035	822	655	633
MED22	1274	1265	1582	1216	1247	1290
MED23	1088	1138	1402	1196	963	993
MED24	1338	1215	1424	1171	1164	1165
MED25	1025	1062	1244	906	1057	956
MED26	545	537	706	655	587	571
MED27	727.95	691	1058	875.99	720.97	716.99
MED28	1067	934	1400	1051	972	919
MED29	1156	1062	1330	904	1012	1007
MED30	293	274	436	319	281	300
MED31	215.69	184.07	205.89	215.95	141.47	146.65
MED4	923	1095	1006	885	737	729
MED4-AS1	0	0	0	0	0	0
MED6	1033	922	1195	916	861	767
MED7	208	220	233	183	201	155
MED8	690	775	1033	716	615	595
MED9	300	333	450	328	306	296
MEDAG	12	14	8	1	15	9
MEF2A	1018	1062	1414	1124	844	801
MEF2B	26.59	26.23	111.6	76.53	68.37	44.12
MEF2BNB	531.31	555.26	621.8	479	407.88	358.13
MEF2BNB-MEF2B	54.46	80.09	97.9	85.46	79.24	93.52
MEF2C	84	74	53	24	20	28
MEF2C-AS1	0	0	0	0	0	0
MEF2D	880	869	1617	1377	1100	965
MEFV	1	0	3	5	1	3
MEG3	0	0	0	0	0	0
MEG8	0	0	0	0	0	0
MEG9	0	2	0	0	1	0
MEGF10	5	12	3	6	1	3
MEGF11	5	7	1	5	4	7
MEGF6	2504	2466	2288	1826	2862	3068
MEGF8	1876	1968	3081	2510	2539	2560
MEGF9	425	487	718	576	320	361
MEI1	7	2	7	6	1	0
MEI4	4	11	7	4	4	4
MEIG1	0	3	3	3	0	3
MEIKIN	0	0	0	0	0	0
MEIOB	0	0	0	0	0	0
MEIS1	27	28	31	13	25	36
MEIS1-AS2	0	0	0	1	0	0
MEIS1-AS3	7	5	0	0	1	2
MEIS2	838	773	670	531	586	661
MEIS3	7	2	10	2	9	8
MEIS3P1	234	179	183	163	136	113
MELK	4908	4742	6062	4824	3840	4018
MEMO1	972	847	1122	976	830	884
MEN1	1038	898	1209	1069	1143	1064
MEOX1	0	0	0	0	0	0
MEOX2	0	0	0	0	0	0
MEOX2-AS1	0	0	1	0	0	0
MEP1A	1	0	0	1	0	0
MEP1B	0	1	0	0	1	1
MEPCE	2344	2297	3827	3146	2825	2766
MEPE	0	0	0	0	0	0
MERTK	43	17	41	39	8	13
MESDC1	855	643	1321	1006	1266	1165
MESDC2	1156	1106	1145	1028	903	936
MESP1	72	40	57	15	33	31
MESP2	7	15	2	1	5	3
MEST	3666	3222	3105	2501	4727	4775
MESTIT1	3	6	13	8	5	16
MET	8015	7912	8628	6911	6875	6785
METAP1	2035	2071	2299	1977	1870	1858
METAP1D	125	119	107	81	113	106
METAP2	3449	3383	3991	3309	2756	2649
METRN	635	766	870	605	734	682
METRNL	1080	871	1796	1310	1317	1213
METTL1	254	235	216	175	194	155
METTL10	772	689	715	535	541	511
METTL11B	0	0	0	0	0	0
METTL12	46	56	50	43	44	47
METTL13	1446	1331	1695	1454	1252	1158
METTL14	660	607	696	555	522	470
METTL15	668	644	730	611	565	486
METTL16	975	853	1624	1372	1206	1224
METTL17	1339.93	1428.97	1366.98	946	1042	1092.9
METTL18	55	42	61	52	30	29
METTL20	11	21	24	18	40	23
METTL21A	364	438	405	302	353	322
METTL21B	228	222	249	208	187	160
METTL21C	1	0	0	0	0	1
METTL21EP	2	0	4	1	0	3
METTL22	381	380	444	367	338	331
METTL23	625	513	727	510	519	445
METTL24	0	0	0	0	0	0
METTL25	44	53	54	31	38	49
METTL2A	775.3	755.99	801.02	567.69	505.71	524.22
METTL2B	563.7	596.01	650.98	454.31	358.29	440.78
METTL3	1431.72	1381.5	1124.18	902.16	784.41	783.85
METTL4	208	220	411	256	259	283
METTL5	1008	990	1188	903	755	805
METTL6	362	356	459	353	331	348
METTL7A	5	8	2	3	8	5
METTL7B	2	0	0	0	1	1
METTL8	519	447	465	313	294	316
METTL9	1920	1914	2634	1974	1926	1767
MEX3A	405	353	296	236	360	356
MEX3B	310	303	232	183	252	248
MEX3C	564	588	808	630	599	596
MEX3D	1640	1758	2057	1624	2162	2024
MFAP1	1540	1363	1687	1210	1020	1050
MFAP2	560	440	642	474	406	438
MFAP3	1289	1557	1583	1401	1228	1224
MFAP3L	82	45	55	31	30	30
MFAP4	4	3	0	1	5	2
MFAP5	0	0	0	0	0	0
MFF	1346	1399	1623	1199	1057	1021
MFGE8	5057	4984	6593	5201	4329	4342
MFHAS1	532	567	623	470	478	487
MFI2	2502	2358	2906	2012	2473	2498
MFI2-AS1	12	13	9	12	13	13
MFN1	1215	1350	1373	1035	964	896
MFN2	3736	3871	4913	3786	3416	3370
MFNG	37	35	23	32	17	28
MFRP	0	0	0	0.7	0	1.42
MFSD1	1367	1182	1626	1258	943	868
MFSD10	1574	1523	1868	1450	1423	1429
MFSD11	687.6	640.42	748.19	591.52	595.03	563.74
MFSD12	3562	3466	4260	3346	3884	3952
MFSD2A	217	195	318	211	179	195
MFSD2B	0	2	0	0	2	0
MFSD3	252	257	238	190	235	245
MFSD4	8	2	2	2	6	3
MFSD5	625	614	947	787	626	589
MFSD6	305	331	342	247	243	245
MFSD6L	0	0	0	0	0	0
MFSD7	0	1	2	5	11	4
MFSD8	333	320	277	238	183	174
MFSD9	137	129	166	144	118	139
MGA	1491	1592	1311	1051	1177	1181
MGAM	12	13	13	5	2	2
MGAM2	0	0	0	2	1	0
MGARP	874	803	692	591	652	725
MGAT1	3949	3677	5292	4358	3518	3593
MGAT2	2687	2640	3354	2634	2481	2422
MGAT3	3	0	2	3	3	0
MGAT3-AS1	0	0	0	0	0	0
MGAT4A	3	2	6	4	8	4
MGAT4B	2627	2722	4407	3226	3087	2929
MGAT4C	0	2	0	0	0	0
MGAT4D	0	0	0	0	0	0
MGAT4EP	0	1	0	0	0	0
MGAT5	1884	1936	2615	2101	1753	1670
MGAT5B	374	336	361	317	519	501
MGC12916	134	146	123	91	126	143
MGC15885	0	0	1	0	0	0
MGC16025	0	0	1	7	4	1
MGC16142	11	13	28	14	18	16
MGC16275	34	47	59	30	28	34
MGC27345	225	264	296	282	295	290
MGC27382	0	0	0	0	0	0
MGC2889	0	0	0	0	1	0
MGC32805	0	0	0	0	0	0
MGC34796	0	0	0	0	0	0
MGC45922	0	1	2	2	2	8
MGC57346	254	239	241	174	202	222
MGC57346-CRHR1	0	0	0	0	0	0
MGC72080	91	64	97	105	86	63
MGEA5	3444	3369	5046	4257	3299	3423
MGLL	1582	1461	2124	1769	1116	1117
MGME1	1792	1636	2409	1883	1639	1743
MGMT	161	166	212	151	161	154
MGP	97	74	97	57	61	71
MGRN1	1829	1873	3083	2531	2652	2373
MGST1	1839	1845	2373	1908	609	625
MGST2	88	81	78	85	49	43
MGST3	1085	951	1358	911	767	739
MHRT	0	0	0	0	0	0
MIA	0	0	1	1	0	0
MIA-RAB4B	0	0	0	0	0	0
MIA2	0	0	0	0	0	0
MIA3	1182	1069	1577	1304	1241	1138
MIAT	18	18	23	8	17	18
MIATNB	11	6	9	3	8	14
MIB1	2857	2859	3558	2954	2870	2787
MIB2	594	603	685	551	530	598
MICA	434	434	540	485	336	306
MICAL1	590	553	642.19	519	428	488
MICAL2	4795	4773	6518	5281	4611	4540
MICAL3	4027	4146	4438	3694	4262	4187
MICALCL	9	2	5	11	10	15
MICALL1	1571	1649	2260	1918	1920	1921
MICALL2	280	316	221	162	229	270
MICB	821	796	1572	1321	722	732
MICU1	1249	1221	1748	1363	1126	1189
MICU2	1525	1425	1508	1160	1073	1083
MICU3	440	375	362	264	429	372
MID1	1377	1324	1229	1015	1156	1033
MID1IP1	732	809	672	584	516	493
MID1IP1-AS1	2	2	2	6	4	4
MID2	4	3	9	5	3	7
MIDN	1588	1545	3325	2734	2817	2299
MIEF1	1687	1716	2333	1970	1894	1669
MIEF2	658	641	932	569	499	548
MIEN1	439	495	656	482	468	389
MIER1	1355	1415	1445	1277	1214	1110
MIER2	863	934	1260	1008	824	864
MIER3	563	556	698	629	544	589
MIF	6725.39	6193.56	9694.42	7313.43	7384.39	6947.46
MIF-AS1	124.61	134.44	234.58	174.57	184.61	174.54
MIF4GD	221	242	296	216	294	262
MIIP	386	404	417	275	326	389
MILR1	3	4	6	3	0	4
MIMT1	0	0	0	0	0	0
MINA	888.46	1000.84	1016.05	760.5	771.14	720.05
MINK1	2594.99	2426	2639	2035	1835	1966.97
MINOS1	2665.76	2227	3112	2509.34	2008	1940
MINOS1-NBL1	65.46	0	23.52	12.2	0	11.32
MINOS1P1	0	0	4	2	2	1
MINPP1	719	703	1021	761	661	587
MIOS	617	554	622	446	473	459
MIOX	0	0	0	0	0	2
MIP	0	1	2	2	0	0
MIPEP	607	604	621	535	429	488
MIPEPP3	41	22	23	32	21	23
MIPOL1	337	369	320	262	278	254
MIR1-1	0	0	0	0	0	0
MIR1-1HG	0	0	0	0	0	0
MIR1-2	0	0	0	0	0	0
MIR100	0	0	0	0	0	0
MIR100HG	437	467	966	691	462	435
MIR101-1	0	0	0	0	0	0
MIR101-2	0	0	0	0	0	0
MIR103A1	0	0	0	0	0	0
MIR103A2	0	0	0	0	0	0
MIR103B1	0	0	0	0	0	0
MIR103B2	0	0	0	0	0	0
MIR105-1	0	0	0	0	0	0
MIR105-2	0	0	0	0	0	0
MIR106A	0	0	0	0	0	0
MIR106B	0	0	0	0	0	0
MIR107	0	0	0	0	0	0
MIR10A	0	0	0	0	0	0
MIR10B	0	0	0	0	0	0
MIR1178	0	0	0	0	0	0
MIR1179	0	0	0	0	0	0
MIR1180	0	0	0	0	0	0
MIR1181	0	0	0	0	0	0
MIR1182	0	0	0	0	0	0
MIR1183	0	0	0	0	0	0
MIR1184-1	0	0	0	0	0	0
MIR1184-2	0	0	0	0	0	0
MIR1184-3	0	0	0	0	0	0
MIR1185-1	0	0	0	0	0	0
MIR1185-2	0	0	0	0	0	0
MIR1193	0	0	0	0	0	0
MIR1197	0	0	0	0	0	0
MIR1199	0	0	0	0	0	0
MIR1200	0	0	0	0	0	0
MIR1202	0	0	0	0	0	0
MIR1203	0	0	0	0	0	0
MIR1204	0	0	0	0	0	0
MIR1205	0	0	0	0	0	0
MIR1206	0	0	0	0	0	0
MIR1207	0	0	0	0	0	0
MIR1208	0	0	0	0	0	0
MIR122	0	0	0	0	0	0
MIR1224	0	0	0	0	0	0
MIR1225	0	0	0	0	0	0
MIR1226	0	0	0	0	0	0
MIR1227	0	0	0	0	0	0
MIR1228	0	0	0	0	0	0
MIR1229	0	0	0	0	0	0
MIR1231	0	0	0	0	0	0
MIR1233-1	0	0	0	0	0	0
MIR1233-2	0	0	0	0	0	0
MIR1234	0	0	0	0	0	0
MIR1236	0	0	0	0	0	0
MIR1237	0	0	0	0	0	0
MIR1238	0	0	0	0	0	0
MIR124-1	0	0	0	0	0	0
MIR124-2	0	0	0	0	0	0
MIR124-2HG	0	0	0	0	0	0
MIR124-3	0	0	0	0	0	0
MIR1243	0	0	0	0	0	0
MIR1244-1	0	0	0	0	0	0
MIR1244-2	0	0	0	0	0	0
MIR1244-3	0	0	0	0	0	0
MIR1244-4	0	0	0	0	0	0
MIR1245A	0	0	0	0	0	0
MIR1245B	0	0	0	0	0	0
MIR1246	0	0	0	0	0	0
MIR1247	0	0	0	0	0	0
MIR1248	0	0	0	0	0	0
MIR1249	0	0	0	0	0	0
MIR1250	0	0	0	0	0	0
MIR1251	0	0	0	0	0	0
MIR1252	0	0	0	0	0	0
MIR1253	0	0	0	0	0	0
MIR1254-1	0	0	0	0	0	0
MIR1254-2	0	0	0	0	0	0
MIR1255A	0	0	0	0	0	0
MIR1255B1	0	0	0	0	0	0
MIR1255B2	0	0	0	0	0	0
MIR1256	0	0	0	0	0	0
MIR1257	0	0	0	0	0	0
MIR1258	0	0	0	0	0	0
MIR125A	0	0	0	0	0	0
MIR125B1	0	0	0	0	0	0
MIR125B2	0	0	0	0	0	0
MIR126	0	0	0	0	0	0
MIR1260A	0	0	0	0	0	0
MIR1260B	0	0	0	0	0	0
MIR1261	0	0	0	0	0	0
MIR1262	0	0	0	0	0	0
MIR1263	0	0	0	0	0	0
MIR1264	0	0	0	0	0	0
MIR1265	0	0	0	0	0	0
MIR1266	0	0	0	0	0	0
MIR1267	0	0	0	0	0	0
MIR1268A	0	0	0	0	0	0
MIR1269A	0	0	0	0	0	0
MIR1269B	0	0	0	0	0	0
MIR127	0	0	0	0	0	0
MIR1270	0	0	0	0	0	0
MIR1271	0	0	0	0	0	0
MIR1272	0	0	0	0	0	0
MIR1273A	0	0	0	0	0	0
MIR1273C	0	0	0	0	0	0
MIR1273E	0	0	0	0	0	0
MIR1273F	0	0	0	0	0	0
MIR1273G	0	0	0	0	0	0
MIR1273H	0	0	0	0	0	0
MIR1275	0	0	0	0	0	0
MIR1276	0	0	0	0	0	0
MIR1277	0	0	0	0	0	0
MIR1278	0	0	0	0	0	0
MIR1279	0	0	0	0	0	0
MIR128-1	0	0	0	0	0	0
MIR128-2	0	0	0	0	0	0
MIR1281	0	0	0	0	0	0
MIR1282	0	0	0	0	0	0
MIR1283-1	0	0	0	0	0	0
MIR1283-2	0	0	0	0	0	0
MIR1284	0	0	0	0	0	0
MIR1286	0	0	0	0	0	0
MIR1287	0	0	0	0	0	0
MIR1288	0	0	0	0	0	0
MIR1289-1	0	0	0	0	0	0
MIR1289-2	0	0	0	0	0	0
MIR129-1	0	0	0	0	0	0
MIR129-2	0	0	0	0	0	0
MIR1290	0	0	0	0	0	0
MIR1291	0	0	0	0	0	0
MIR1292	0	0	0	0	0	0
MIR1293	0	0	0	0	0	0
MIR1294	0	0	0	0	0	0
MIR1295A	0	0	0	0	0	0
MIR1295B	0	0	0	0	0	0
MIR1296	0	0	0	0	0	0
MIR1297	0	0	0	0	0	0
MIR1298	0	0	0	0	0	0
MIR1299	0	0	0	0	0	0
MIR1301	0	0	0	0	0	0
MIR1302-1	0	0	0	0	0	0
MIR1302-10	0	0	0	0	0	0
MIR1302-11	0	0	0	0	0	0
MIR1302-2	0	0	0	0	0	0
MIR1302-3	0	0	0	0	0	0
MIR1302-4	0	0	0	0	0	0
MIR1302-5	0	0	0	0	0	0
MIR1302-6	0	0	0	0	0	0
MIR1302-7	0	0	0	0	0	0
MIR1302-8	0	0	0	0	0	0
MIR1302-9	0	0	0	0	0	0
MIR1303	0	0	0	0	0	0
MIR1304	0	0	0	0	0	0
MIR1305	0	0	0	0	0	0
MIR1306	0	0	0	0	0	0
MIR1307	0	0	0	0	0	0
MIR130A	0	0	0	0	0	0
MIR130B	0	0	0	0	0	0
MIR132	0	0	0	0	0	0
MIR1321	0	0	0	0	0	0
MIR1322	0	0	0	0	0	0
MIR1323	0	0	0	0	0	0
MIR1324	0	0	0	0	0	0
MIR133A1	0	0	0	0	0	0
MIR133A1HG	3	2	5	23	13	14
MIR133A2	0	0	0	0	0	0
MIR133B	0	0	0	0	0	0
MIR134	0	0	0	0	0	0
MIR1343	0	0	0	0	0	0
MIR135A1	0	0	0	0	0	0
MIR135A2	0	0	0	0	0	0
MIR135B	0	0	0	0	0	0
MIR136	0	0	0	0	0	0
MIR137	0	0	0	0	0	0
MIR137HG	42	61	32	25	29	21
MIR138-1	0	0	0	0	0	0
MIR138-2	0	0	0	0	0	0
MIR139	0	0	0	0	0	0
MIR140	0	0	0	0	0	0
MIR141	0	0	0	0	0	0
MIR142	0	0	0	0	0	0
MIR143	0	0	0	0	0	0
MIR143HG	0	0	0	0	0	0
MIR144	0	0	0	0	0	0
MIR145	0	0	0	0	0	0
MIR1468	0	0	0	0	0	0
MIR1469	0	0	0	0	0	0
MIR146A	0	0	0	0	0	0
MIR146B	0	0	0	0	0	0
MIR1470	0	0	0	0	0	0
MIR1471	0	0	0	0	0	0
MIR147A	0	0	0	0	0	0
MIR147B	0	0	0	0	0	0
MIR148A	0	0	0	0	0	0
MIR148B	0	0	0	0	0	0
MIR149	0	0	0	0	0	0
