"Cont_1"	"Cont_2"	"SFN_1"	"SFN_2"
"LOC102546299"	0	0	0	0
"LOC102577426"	0	0	0	0
"LOC102606465"	2.63	1.27	1.89	2
"LOC102606466"	0	0	0	0
"LOC102723330"	0	0	0	0
"LOC102723344"	0	0	0	0
"LOC102723354"	0	0	0	0
"LOC102723362"	0	0	0	0
"LOC102723373"	0	0	0	0
"LOC102723376"	0	0	0	0
"LOC102723377"	0	0	0	0
"LOC102723385"	0	0	0.37	0
"LOC102723427"	0	0	0	0
"LOC102723439"	0	0	0	0
"LOC102723448"	0	0	0	0
"LOC102723505"	0	0	0	0
"LOC102723517"	0	0	0	0
"LOC102723544"	0	0	0	0
"LOC102723582"	0.25	0	0	0.79
"LOC102723604"	0	0	0	0
"LOC102723617"	0	0	0	0
"LOC102723649"	0	0	0	0
"LOC102723661"	0	0	0	0
"LOC102723701"	0.55	0.2	0.43	0.37
"LOC102723703"	0.78	0.69	0.84	0.67
"LOC102723704"	0	0	0.37	0
"LOC102723709"	0	0	0	0
"LOC102723729"	0	0.72	1.35	1.63
"LOC102723766"	0	0	0	0
"LOC102723769"	0.76	0.24	0.66	0.23
"LOC102723778"	0	0	0	0
"LOC102723809"	0	0	0	0
"LOC102723824"	0	0	0	0
"LOC102723828"	0	0	0	0
"LOC102723831"	0	0	0	0
"LOC102723833"	0	0	0	0
"LOC102723854"	0.22	0.42	0	0.09
"LOC102723859"	16.17	17.73	21.96	22.74
"LOC102723883"	0	0	0	0
"LOC102723885"	0	0.92	0	0.31
"LOC102723895"	0	0	0	0
"LOC102723927"	0.62	0.09	0.27	0.13
"LOC102723968"	0	0	0	0
"LOC102724000"	0	0	0	0
"LOC102724009"	1.68	0	0.48	0.3
"LOC102724020"	0	0	0	0
"LOC102724034"	0	0	0	0
"LOC102724050"	0	0	0	0
"LOC102724053"	0	0	0	0
"LOC102724058"	0	0	0	0
"LOC102724084"	0	0	0	0.32
"LOC102724094"	2.44	0	0	4.17
"LOC102724096"	0	0	0	0
"LOC102724153"	0	0.11	0	0
"LOC102724163"	0	0	0	0
"LOC102724188"	0	0	0	0
"LOC102724190"	0	0.06	0	0.11
"LOC102724201"	0	0	0	0
"LOC102724238"	0	0	0	0
"LOC102724279"	0	0	0	0
"LOC102724297"	0	0	0	0.25
"LOC102724301"	0	0	0	0
"LOC102724312"	0	0	0	0
"LOC102724321"	0	0	0	0
"LOC102724323"	0	0.5	0	0
"LOC102724421"	0	0	0	0
"LOC102724434"	0.45	0.16	0.04	0.25
"LOC102724450"	0	0	0	0
"LOC102724467"	0	0	0	0
"LOC102724484"	0	0	0	0
"LOC102724511"	0	0	0	0
"LOC102724539"	0	0	0	0
"LOC102724552"	0	0	0	0.21
"LOC102724555"	0	0	0	0
"LOC102724589"	0	0	0	0
"LOC102724596"	0	0	0.28	0
"LOC102724601"	0	0	0	0
"LOC102724604"	0	0	0	0
"LOC102724612"	0	0	0	0
"LOC102724623"	0	0	0	0
"LOC102724651"	0	0	0	0
"LOC102724659"	0.05	0	0	0
"LOC102724661"	0	0	0	0
"LOC102724663"	0	0	0	0
"LOC102724691"	0	0	0	0
"LOC102724699"	0.21	0.28	0.25	0.16
"LOC102724710"	0	0	0	0
"LOC102724719"	0	1.99	0	0
"LOC102724776"	0	0	0	0
"LOC102724784"	0	0	0	0
"LOC102724804"	0	0	0	0
"LOC102724814"	5.48	4.51	6.3	5.78
"LOC102724849"	0	0	0	0
"LOC102724862"	0.1	0.02	0.04	0.05
"LOC102724874"	0	0	0	0
"LOC102724890"	0	0	0	0
"LOC102724913"	0	0	0	0
"LOC102724919"	0	0	0	0
"LOC102724927"	0.38	0.16	0	0
"LOC102724933"	0	0	0.07	0
"LOC102724957"	0	0	0	0
"LOC102724958"	0	0	0	0
"LOC102725079"	0	0	0	0
"LOC102800447"	0	0	0	0
"LOC103021295"	21.95	0	7.61	9.71
"LOC103091866"	0.49	1	0.06	0.1
"LOC103171574"	0	0	0	0
"LOC103191607"	0	0	0	0
"LOC103312105"	0	0	0	0
"LOC103344931"	2.12	2.46	1.91	2.09
"LOC103352541"	0	0	0	0
"LOC103611081"	2.34	3.05	3.85	3.31
"LOC103908605"	0	1.13	0.93	1.55
"LOC104054148"	0	0	0	0
"LOC104613533"	0	0	0	0
"LOC104968399"	0	0.12	0.78	0.79
"LOC105274304"	1.55	1.09	1.3	1.49
"LOC105370306"	0	0	0	0
"LOC105372441"	0	0	0	0
"LOC105372795"	0.22	0.12	0.63	0.11
"LOC105373300"	0.23	0.48	0.19	0
"LOC105373383"	0	0.99	1.89	1.68
"LOC105375734"	0	0	0	0
"LOC105376360"	0	0	0	0
"LOC105376671"	0	0	0	0.08
"LOC105377348"	1.05	2.24	3.08	1.14
"LOC105378732"	0.59	0	0	0
"LOC105447645"	0.51	1.53	0.15	0.57
"LOC105447648"	0	0	0	0
"LOC105616981"	0	0	0.53	0
"LOC105667213"	0	0	0	0
"LOC105747689"	0.52	0.27	0.12	0.41
"LOC105748977"	0	0	0	0
"LOC105755953"	0	0	0	0
"LOC113230"	1.22	2.43	0.13	0.49
"LOC115110"	0	0.06	0	0
"LOC143666"	1.66	1.81	1.55	1.52
"LOC145474"	0	0	0	0
"LOC145783"	0.76	0.55	1.01	0.84
"LOC145845"	0	0	0	0
"LOC146513"	0	0	0	0
"LOC146880"	15.01	12	11.06	12.36
"LOC148413"	16.31	15.56	10.61	10.41
"LOC148696"	0.21	0.25	0.28	0.31
"LOC148709"	0.33	0.26	0.1	0.12
"LOC149373"	0	0	0	0
"LOC149684"	0	0	0	0
"LOC149950"	0	0	0	0
"LOC150776"	19.47	19.91	15.44	14.21
"LOC150935"	0	0	0	0
"LOC151121"	0	0	0	0
"LOC151174"	0	0.16	0	0.1
"LOC151475"	0	0.11	0.06	0.11
"LOC151484"	0	0	0	0
"LOC152225"	1.5	2.04	1.98	1.4
"LOC152578"	0	0	0	0
"LOC153684"	1.26	1.07	0.56	0.29
"LOC153910"	0.45	0.18	0.03	0.04
"LOC154449"	0	0	0	0
"LOC154761"	0.07	0.64	0.43	0.68
"LOC155060"	0.58	0.7	0.56	0.29
"LOC157273"	0	0	0	0
"LOC158434"	0	0	0	0
"LOC158435"	0	0	0	0
"LOC171391"	5.77	2.22	1.37	2.03
"LOC1720"	0	0	0	0
"LOC200726"	0	0	0	0
"LOC200772"	0	0	0	0
"LOC202181"	0	0.04	0.15	0.06
"LOC220729"	13.32	13.69	8.47	8.98
"LOC221122"	0	0	0	0
"LOC221946"	0	0.06	0.04	0
"LOC253573"	0	0	0	0
"LOC254028"	0	0	0	0
"LOC254896"	0.78	1.56	0.34	0.44
"LOC255187"	0	0	0	0
"LOC255654"	0	0	0	0
"LOC256880"	0	0	0	0
"LOC257396"	5.96	4.51	3	3.22
"LOC283038"	0	0.47	0.17	0.03
"LOC283045"	0	0	0.03	0
"LOC283140"	0.24	0.21	0.03	0.23
"LOC283177"	0	0	0	0
"LOC283194"	0	0	0	0
"LOC283214"	0	0	0	0
"LOC283299"	0.11	0.12	0.15	0.11
"LOC283332"	0	0	0	0
"LOC283335"	0.48	0.85	0.42	0.32
"LOC283352"	0	0	0	0
"LOC283440"	0	0	0	0
"LOC283575"	0	0.2	0.02	0
"LOC283585"	0	0	0	0
"LOC283683"	0	0	0	0
"LOC283710"	0	0	0	0
"LOC283731"	0	0	0	0
"LOC283856"	0	0	0	0
"LOC283922"	5.81	4.84	2.98	2
"LOC284009"	0	0	0.25	0
"LOC284023"	0.96	0.39	0.69	1.4
"LOC284080"	0.59	0.82	0.32	0.29
"LOC284294"	0	0	0	0
"LOC284344"	1.04	0.24	0.72	0.75
"LOC284379"	0	0	0	0
"LOC284395"	0	0	0	0
"LOC284412"	4.05	2.92	1.58	1.75
"LOC284454"	33	28.87	28.43	26.79
"LOC284578"	0	0	0	0
"LOC284581"	2.83	2.93	1.67	1.92
"LOC284632"	0	0	0	0
"LOC284648"	0	0	0	0
"LOC284661"	0	0	0	0
"LOC284788"	0	0	0	0
"LOC284798"	0	0	0	0
"LOC284825"	0	0	0	0
"LOC284865"	0	0	0	0
"LOC284930"	0	0	0	0
"LOC284933"	0	0	0	0
"LOC284950"	0	0	0	0
"LOC285000"	0	0	0	0
"LOC285043"	0	0	0	0
"LOC285074"	10.48	8.32	8.48	8.69
"LOC285484"	0	0	0	0
"LOC285593"	0	0	0.09	0
"LOC285626"	0	0.07	0	0
"LOC285627"	0	0	0	0
"LOC285629"	0	0	0	0
"LOC285692"	0	0	0	0
"LOC285696"	0.33	0.06	0.02	0.05
"LOC285740"	0	0	0.16	0.07
"LOC285762"	0	0	0	0
"LOC285766"	0	0	0	0
"LOC285768"	0.04	0.23	0	0
"LOC285804"	0	0	0	0
"LOC285819"	0	0	0	0
"LOC285847"	0	0	0	0
"LOC285889"	0	0	0	0
"LOC286059"	0.11	0.11	0.25	0.07
"LOC286083"	0	0	0	0
"LOC286114"	0	0	0	0
"LOC286177"	0	0	0	0
"LOC286238"	0	0	0	0
"LOC286297"	0.07	0.11	0.06	0
"LOC286359"	0	0	0.11	0
"LOC286370"	0	0	0	0
"LOC286437"	1.51	2.03	1.4	2.31
"LOC338694"	0	0	0	0
"LOC338797"	0	0	0	0
"LOC338963"	0	0	0	0
"LOC339059"	0.63	0.43	0.56	0.58
"LOC339166"	1.73	2.23	0.51	0.54
"LOC339260"	0	0	0	0
"LOC339298"	0	0	0	0
"LOC339529"	0	0	0	0
"LOC339539"	0	0	0.03	0
"LOC339568"	0	0	0	0
"LOC339593"	0	0.04	0	0
"LOC339622"	0	0	0	0
"LOC339666"	0.2	0.07	0.87	0.59
"LOC339803"	8.46	8.5	6.95	7.2
"LOC339807"	0	0	0	0
"LOC339862"	0	0	0	0
"LOC339874"	0.64	0.42	0.42	0.49
"LOC339975"	0	0	0	0
"LOC340017"	0	0	0	0
"LOC340074"	0	0	0	0
"LOC340107"	0	0	0	0
"LOC340113"	0.05	0	0.04	0.14
"LOC340357"	0	0	0	0
"LOC340512"	0.12	0.04	0.03	0
"LOC341056"	0	0	0	0
"LOC343052"	0	0	0	0
"LOC344887"	0	0.05	0.55	0.92
"LOC344967"	0	0	0	0
"LOC349160"	0	0	0	0
"LOC374443"	3.93	4.33	3	3.4
"LOC375196"	0.49	0.86	0	0
"LOC387810"	0	0	0	0
"LOC388242"	0.07	0.26	0.08	0.03
"LOC388282"	0.08	0	0	0
"LOC388406"	0	0	0	0
"LOC388436"	0.09	0.03	0.04	0
"LOC388692"	0	0	0.03	0
"LOC388780"	0	0	0	0
"LOC388813"	0	0	0	0.06
"LOC388849"	0	0	0	0
"LOC388882"	0	0	0	0
"LOC388942"	0	0	0.17	0
"LOC389033"	0	0	0	0
"LOC389199"	0.9	1.06	0.65	0.41
"LOC389247"	2.68	1.6	0.41	0.35
"LOC389332"	0	0.06	0	0
"LOC389602"	0.4	1.01	0.49	0.4
"LOC389641"	1.92	2.92	2	2.11
"LOC389705"	0	0.28	0.52	0.4
"LOC389765"	1.79	0.83	0.75	0.39
"LOC389895"	0	0	0	0
"LOC389906"	11	9.45	8.23	8.68
"LOC390705"	0	0	0	0
"LOC391003"	0	0	0	0
"LOC391322"	0	3.52	1.56	2.6
"LOC392196"	0	0.15	0	0.5
"LOC392232"	0	0	0	0
"LOC392364"	0	0	0	0
"LOC392452"	0	0	0	0
"LOC399715"	0	0.07	0.02	0
"LOC399815"	3.4	4.09	4.95	3.21
"LOC399886"	0	0	0	0
"LOC400043"	0.52	0.4	0	0
"LOC400541"	0	0	0	0
"LOC400548"	0.1	0	0	0
"LOC400553"	0	0	0	0
"LOC400558"	0	0	0	0.16
"LOC400620"	0	0	0	0
"LOC400655"	0	0	0	0
"LOC400661"	0	0	0	0
"LOC400684"	0.25	1.59	1.4	0.89
"LOC400685"	0	0	0	0
"LOC400706"	0.08	0	0	0
"LOC400736"	0	0	0	0
"LOC400794"	0	0	0	0
"LOC400867"	0	0	0	0
"LOC400927"	2.78	2.38	4.03	2
"LOC400927-CSNK1E"	0.72	1.37	1.71	1.71
"LOC400940"	0	0	0	0
"LOC400958"	0	0	0	0
"LOC400997"	0	0	0.02	0
"LOC401010"	0	0.04	0	0
"LOC401052"	0.37	0.65	0.22	0.44
"LOC401127"	0.36	0	0.29	0.3
"LOC401134"	0.07	0.02	0.02	0
"LOC401177"	0	0	0	0
"LOC401242"	0	0	0	0
"LOC401286"	0	0	0	0
"LOC401312"	0	0	0	0
"LOC401320"	1.02	0.88	1.14	0.78
"LOC401324"	0	0	0	0
"LOC401357"	0	0	0	0
"LOC401463"	0	0	0	0
"LOC401557"	0	0	0	0
"LOC401585"	0.88	0	0	0
"LOC403312"	0	0	0	0
"LOC403323"	0.93	0.13	0.93	0
"LOC407835"	0	0	0.05	0
"LOC414300"	0	0.43	0.32	0.41
"LOC439933"	0	0	0	0
"LOC439994"	6.39	8.72	8.63	8.49
"LOC440028"	0.61	0.52	0.57	0.53
"LOC440040"	0	0	0	0
"LOC440117"	0	0	0	0
"LOC440173"	0.29	1.12	0.34	0.19
"LOC440300"	1.13	1.67	1.03	1.07
"LOC440311"	0	0	0	0
"LOC440390"	0	0	0	0
"LOC440434"	16.34	17.1	13.1	17.06
"LOC440446"	0	0	0	0
"LOC440461"	0.18	0	0.05	0
"LOC440600"	0.14	0	0	0.11
"LOC440602"	0	0	0	0
"LOC440700"	0	0.1	0	0.18
"LOC440704"	0	0	0	0
"LOC440895"	0.87	0.2	1.14	0.74
"LOC440896"	0.03	0	0	0
"LOC440910"	0	0	0	0
"LOC440982"	0	0	0	0
"LOC441025"	0	0	0	0
"LOC441081"	0.63	0.79	0.33	0.26
"LOC441155"	0.02	0.25	0.07	0.11
"LOC441178"	0	0	0	0
"LOC441204"	0	0	0	0
"LOC441242"	1.22	1.65	0.89	1.11
"LOC441454"	1.13	0.64	0.6	0.53
"LOC441455"	0	0	0	0
"LOC441601"	0	0	0	0
"LOC441666"	0	0	0	0
"LOC442028"	0	0	0	0
"LOC442132"	0	0	0	0
"LOC442497"	0.08	0.13	0.07	0
"LOC494127"	0	0	0	0
"LOC494141"	0	0	0	0
"LOC51145"	0	0	0	0
"LOC541472"	0.61	0.16	0.67	0.54
"LOC541473"	0.63	0	0	0
"LOC550113"	0	0	0	0
"LOC553103"	0.11	0.12	0.04	0.22
"LOC55338"	0	0	0	0
"LOC554206"	0.33	2.81	1.06	1.68
"LOC554223"	0	0	0	0
"LOC554249"	6.21	3.73	2.1	2.69
"LOC574538"	0	0	0.05	0
"LOC606724"	0	1.24	0.5	0
"LOC613037"	6.65	5.62	6.64	5.53
"LOC613038"	0.07	0.26	0.08	0.03
"LOC613266"	0	0.4	0	0
"LOC63930"	0	0	0	0
"LOC641367"	0.1	0.33	0.05	0.17
"LOC641746"	0.68	0.51	0.15	0.2
"LOC642236"	0	0	0	0
"LOC642361"	2.16	1.87	2.23	2.01
"LOC642366"	0.01	0.05	0.02	0.04
"LOC642423"	4.63	0.24	4.49	3.48
"LOC642426"	0	0	0	0
"LOC642776"	0	0	0	0
"LOC642846"	5.69	5.04	3.71	3.65
"LOC642852"	25.15	24.1	18.04	19.69
"LOC642929"	0	0	0	0
"LOC642943"	0	0	0	0
"LOC643072"	0.41	0.45	1.21	1.31
"LOC643201"	0.04	0.11	0.1	0.08
"LOC643339"	0	0	0	0
"LOC643355"	0	0	0	0
"LOC643387"	0	0	0	0
"LOC643406"	0	0	0	0
"LOC643441"	0	0	0	0
"LOC643542"	0	0	0	0
"LOC643623"	0	0	0	0
"LOC643711"	0	0	0	0
"LOC643733"	0	0	0	0
"LOC643770"	0	0	0	0
"LOC643802"	0	0	0	0
"LOC643923"	0	0	0	0
"LOC644070"	0	0	0	0
"LOC644145"	0	0	0	0
"LOC644172"	0	0	0.13	0
"LOC644189"	0	0	0	0
"LOC644285"	0.45	0.68	0.19	0.22
"LOC644554"	0	0	0	0
"LOC644656"	4.15	4.21	3.16	1.47
"LOC644669"	0	0	0	0
"LOC644762"	0	0	0	0
"LOC644838"	0	0	0.04	0
"LOC644919"	0	0	0	0
"LOC644936"	0	0	0	0
"LOC645166"	28.77	18.57	20.76	18.84
"LOC645354"	0	0	0	0.04
"LOC645382"	0	0	0	0
"LOC645434"	0	0	0	0
"LOC645513"	9.89	8.43	5.31	9.72
"LOC645752"	0	0	0.02	0
"LOC645949"	0	0.1	0	0
"LOC646029"	0	0	0.21	0.11
"LOC646214"	0.01	0	0.02	0
"LOC646268"	0	0	0	0.31
"LOC646471"	1.8	2.03	2.42	1.82
"LOC646522"	0	0	0	0
"LOC646626"	0	0.48	1.16	0.43
"LOC646736"	0	0	0	0
"LOC646743"	0	0	0	0
"LOC646762"	4.36	4.16	4.54	4.65
"LOC646813"	0	0	0	0
"LOC646903"	3.26	3.98	2.08	2.36
"LOC646938"	0	0	0	0
"LOC647323"	0.12	0	0	0
"LOC647859"	3.06	2.15	0.48	0.67
"LOC648987"	11.07	11.63	9.66	8.75
"LOC649133"	0	0	0	0
"LOC649324"	0	0	0	0.04
"LOC649352"	0.35	0	0	0
"LOC650226"	0	0	0	0
"LOC650293"	0	0	0	0
"LOC652276"	15.35	15.18	15.39	18.06
"LOC653160"	1.14	0.88	1.29	0.98
"LOC653513"	2.05	0.86	1.13	1.59
"LOC653602"	0	0	0	0
"LOC653653"	0	0.53	0.16	0.11
"LOC653712"	0.2	0.32	0.25	1.23
"LOC653786"	0	0.04	0.08	0.07
"LOC654342"	23.71	21.49	17	9.13
"LOC654841"	0.19	0.24	0.06	0.41
"LOC727751"	0.19	1.15	0.37	0.9
"LOC727896"	0.03	0.11	0.12	0.08
"LOC727924"	0	0	0	0
"LOC728024"	4.6	3.72	2.27	3.31
"LOC728040"	0	0	0	0
"LOC728084"	0	0	0	0
"LOC728095"	0	0	0	0
"LOC728175"	0	0	0.04	0
"LOC728323"	1.31	2.5	1.25	1.25
"LOC728392"	12.56	11.8	7.73	6.19
"LOC728485"	0.1	0.05	0	0.05
"LOC728554"	21.44	20.13	15.57	17.37
"LOC728613"	1.23	1.99	0.62	1.33
"LOC728673"	1.38	0.85	0.48	0.25
"LOC728730"	2	1.1	0.58	0.74
"LOC728739"	0	0	0	0.26
"LOC728743"	1.48	2.02	1.85	1.62
"LOC728752"	1.37	1.25	1.22	0.96
"LOC728989"	0.67	0.67	0.17	0.54
"LOC729080"	0	0	0	0
"LOC729083"	0	0.14	0.66	0
"LOC729159"	0	0	0	0
"LOC729218"	7.52	8.94	8.82	8.29
"LOC729296"	0	0	0	0
"LOC729348"	0	0.19	0.09	0
"LOC729506"	0	0	0	0
"LOC729603"	3.7	4.63	7.47	7.06
"LOC729609"	0	0	0	0
"LOC729658"	0	0	0	0
"LOC729683"	3.01	3.83	2.31	2.91
"LOC729732"	0.54	0.45	0.35	0.33
"LOC729737"	0.16	0.23	0.25	0.19
"LOC729739"	0	0	0	0
"LOC729867"	2.05	2.11	2.32	4.24
"LOC729930"	0	0	0	0
"LOC729950"	0	0	0	0
"LOC729966"	0	0	0	0
"LOC729970"	2.36	1.19	0.6	0.89
"LOC729987"	1.51	1.6	0.95	1.5
"LOC730101"	25.02	27.38	9.82	10.04
"LOC730102"	2.25	1.99	1.15	1.19
"LOC730159"	0	0	0	0
"LOC730183"	3.08	4.79	4.33	3.02
"LOC730202"	1.47	0	1.58	0.22
"LOC730668"	0.04	0.11	0.02	0.02
"LOC731157"	2.62	0	0	0
"LOC731424"	0	0	0	0
"LOC79160"	1.7	0.78	0.39	0.37
"LOC79999"	0.09	0.03	0.04	0
"LOC80078"	0	0	0	0
"LOC81691"	6.22	6.61	4.27	5.13
"LOC90246"	1.31	1.46	1.43	1.83
"LOC90768"	6.96	8.38	6	5.96
"LOC90784"	5.78	6.49	8.51	7.51
"LOC91450"	1.05	1.25	0.47	0.6
"LOC93622"	10.43	11.38	7.15	7.73
"LOH12CR1"	3.67	6.17	4.18	3.88
"LOH12CR2"	1.32	0.35	0.78	0.86
"LONP1"	93.35	95.17	92.74	99.83
"LONP2"	21.36	26.17	23.6	23.83
"LONRF1"	2.66	2.61	2.68	2.51
"LONRF2"	0.06	0.07	0.02	0
"LONRF3"	0.37	0.23	0.14	0.12
"LOR"	0	0	0	0
"LOX"	105.87	113.23	153.16	167.35
"LOXHD1"	0	0	0	0
"LOXL1"	56.75	63.67	61.34	57.54
"LOXL1-AS1"	16.12	20.26	10.45	10.34
"LOXL2"	525.15	534.16	463.26	462.65
"LOXL3"	2.13	2	2.53	2.39
"LOXL4"	0.27	0.08	0.17	0.12
"LPA"	0	0	0	0
"LPAL2"	0.24	0.26	0.08	0.2
"LPAR1"	62.62	70.05	56.94	60.54
"LPAR2"	3.4	3.26	2.84	3.56
"LPAR3"	2.37	2.39	2.35	2.48
"LPAR4"	0	0	0.1	0.07
"LPAR5"	0.07	0	0.03	0
"LPAR6"	0.72	0.84	0.62	0.38
"LPCAT1"	29.66	31.57	25.3	25.08
"LPCAT2"	4.66	6.19	4.16	4.26
"LPCAT3"	26.73	25.93	18.83	20.26
"LPCAT4"	16.24	19.44	12.02	11.97
"LPGAT1"	12.54	13.43	12.25	12.53
"LPIN1"	15.09	14.55	17.78	18.87
"LPIN2"	7.11	6.55	6.01	6.29
"LPIN3"	4.8	3.75	1.78	1.63
"LPL"	0	0.05	0.06	0
"LPO"	0	0	0	0
"LPP"	17.84	18.49	15.49	17.51
"LPP-AS1"	0	0	0	0
"LPP-AS2"	1.91	2.1	1.88	1.39
"LPPR1"	0	0	0	0
"LPPR2"	38.34	39.69	42.41	45.4
"LPPR3"	0.66	1.44	0.99	0.57
"LPPR4"	0	0	0	0
"LPPR5"	0	0	0	0.02
"LPXN"	12.47	13.62	12.22	11.48
"LRAT"	0	0	0	0
"LRBA"	12.97	13.61	10.37	11.47
"LRCH1"	9.91	12.07	12.3	13.45
"LRCH2"	0.25	0.31	0.11	0.18
"LRCH3"	14.51	16.56	13.7	14.18
"LRCH4"	25.41	21.56	15.51	16.09
"LRCOL1"	0	0	0	0
"LRFN1"	0	0.03	0.07	0.17
"LRFN2"	0	0	0	0
"LRFN3"	8.06	8.35	8.26	8.52
"LRFN4"	26.19	29.6	26.86	25.7
"LRFN5"	0	0	0	0
"LRG1"	0	0	0	0
"LRGUK"	0.38	0.47	0.45	0.75
"LRIF1"	34.6	37.49	35.96	40.47
"LRIG1"	3.11	3.06	3.59	2.99
"LRIG2"	9.08	8.69	8.1	7.58
"LRIG3"	5.57	6.1	3.19	2.79
"LRIT1"	0	0	0	0
"LRIT2"	0	0	0	0
"LRIT3"	0.08	0.4	0.45	0.55
"LRMP"	0	0.04	0.13	0.03
"LRP1"	37.79	42.17	36.77	40.79
"LRP1-AS"	0	0	0	0
"LRP10"	119.06	136.94	169.58	173.46
"LRP11"	12.22	11.82	7.82	7.72
"LRP12"	10.99	10.68	9.4	11.41
"LRP1B"	0.01	0.03	0.02	0.02
"LRP2"	0	0	0	0
"LRP2BP"	1.09	1.06	0.7	0.8
"LRP3"	0	0	0	0
"LRP4"	3.93	3.64	2.75	2.86
"LRP4-AS1"	0.26	0.7	0.42	0.93
"LRP5"	10.28	11.9	11.88	12
"LRP5L"	2.8	5.83	3.88	4.72
"LRP6"	12.66	12.47	10.84	12.8
"LRP8"	7.18	6.96	7.02	6.95
"LRPAP1"	24.3	24.23	21.32	20.51
"LRPPRC"	73.95	81.93	58.7	62.19
"LRR1"	69.06	75.58	57.31	59.53
"LRRC1"	4.89	5.79	2.42	2.66
"LRRC10"	0	0	0	0
"LRRC10B"	0	0	0	0
"LRRC14"	21.22	21.18	19.6	19.11
"LRRC14B"	0	0	0	0.06
"LRRC15"	0.01	0	0.07	0.03
"LRRC16A"	6.57	6.07	3.08	2.8
"LRRC16B"	0	0.02	0	0.06
"LRRC17"	0.81	1.35	0.53	0.3
"LRRC18"	0	0	0	0
"LRRC19"	0.27	0.05	0.19	0.22
"LRRC2"	0.14	0.11	0.03	0.02
"LRRC2-AS1"	0	0	0	0
"LRRC20"	7.65	9.13	3.94	4.15
"LRRC23"	2.87	3.55	2.72	3.15
"LRRC24"	3.63	3.67	4.72	4.41
"LRRC25"	0.08	0.21	0.09	0
"LRRC26"	0	0.19	0	0.09
"LRRC27"	2.98	3.05	2.63	3.63
"LRRC28"	5.04	7.41	5.84	5.75
"LRRC29"	0.33	1.12	1.1	0.84
"LRRC3"	0	0	0	0
"LRRC3-AS1"	0	0	0	0
"LRRC30"	0	0	0	0
"LRRC31"	0	0	0	0
"LRRC32"	0.58	0.34	0.21	0.31
"LRRC34"	3.31	2.74	1.76	1.47
"LRRC36"	0	0	0	0
"LRRC37A"	1.26	1.57	1.13	1.28
"LRRC37A11P"	0	0	0	0
"LRRC37A2"	4.44	5.15	3.12	3.03
"LRRC37A3"	3.43	2.9	4.61	4.22
"LRRC37A4P"	7.11	7.03	4.54	5
"LRRC37A5P"	0	0	0	0
"LRRC37A6P"	0.39	0.2	0.14	0.19
"LRRC37A8P"	0.29	0.24	0.12	0.06
"LRRC37B"	2.27	2.24	1.9	1.92
"LRRC37BP1"	4.55	4.58	3.8	4.23
"LRRC38"	0	0	0	0
"LRRC39"	0.22	0.91	0.33	0.58
"LRRC3B"	0	0	0	0
"LRRC3C"	0	0	0	0
"LRRC4"	0.17	0.31	0.21	0.26
"LRRC40"	33.54	34.92	26.32	26.78
"LRRC41"	44.77	44.9	53.08	54.61
"LRRC42"	66.05	68.56	57.33	58.04
"LRRC43"	0	0	0	0
"LRRC45"	26.2	26.75	11.94	12.21
"LRRC46"	1.27	1.66	1.23	1.06
"LRRC47"	57.26	57.11	53.19	53.67
"LRRC48"	0.47	0.15	0.29	0.7
"LRRC49"	6.11	6.26	5.12	6.34
"LRRC4B"	0.06	0	0.02	0
"LRRC4C"	0	0	0	0
"LRRC52"	0	0	0	0
"LRRC55"	0	0	0	0
"LRRC56"	0.93	0.67	0.49	0.53
"LRRC57"	18.94	17.73	11.93	12.87
"LRRC58"	30.12	34.46	21.56	23.49
"LRRC59"	290.81	293.08	269.1	283.4
"LRRC6"	1.03	0.66	0.81	0.36
"LRRC61"	1.68	2.41	1.74	1.44
"LRRC63"	0.54	0.19	0.04	0.09
"LRRC66"	0.16	0.06	0.67	0.65
"LRRC69"	0	0.17	0	0
"LRRC7"	0.47	0.57	0.31	0.25
"LRRC70"	0.08	0.31	0.43	0.42
"LRRC71"	0.05	0	0.12	0.15
"LRRC72"	0	0	0	0
"LRRC73"	0.3	0.55	0.56	0.28
"LRRC74A"	0	0	0	0
"LRRC74B"	0	0	0.02	0.05
"LRRC75A"	1.3	1.02	1.01	0.95
"LRRC75A-AS1"	867.85	761.14	674.02	701.82
"LRRC75B"	0.26	0.65	0.28	0.26
"LRRC8A"	29.96	30.2	46.6	47.67
"LRRC8B"	3.09	3.87	2.85	2.77
"LRRC8C"	8.48	9.3	7.23	8.35
"LRRC8D"	18.92	18.42	17.7	18.45
"LRRC8E"	20.77	24.97	24.75	25.12
"LRRC9"	0	0	0	0
"LRRCC1"	0.21	0.32	0.14	0.09
"LRRD1"	0.17	0.15	0.03	0.03
"LRRFIP1"	64.74	71.65	61.64	66
"LRRFIP2"	26.34	26.1	26.11	26.38
"LRRIQ1"	0.96	1.72	0.8	1.2
"LRRIQ3"	1	0.31	0.07	0.41
"LRRIQ4"	0	0.11	0	0
"LRRK1"	7.39	7.75	5.66	6.38
"LRRK2"	0.27	0.61	0.3	0.4
"LRRN1"	3.37	3.35	1.18	1.32
"LRRN2"	0	0	0.22	0
"LRRN3"	0.08	0	0	0
"LRRN4"	1.49	2.01	0.75	0.58
"LRRN4CL"	0	0.19	0.22	0.11
"LRRTM1"	0	0	0	0
"LRRTM2"	0.48	0.3	0.2	0.26
"LRRTM3"	0	0	0	0
