	Ctrl_1	Ctrl_2	SFN_1	SFN_2	NRF2KO-Cont_1	NRF2KO-Cont_2	NRF2KO-SFN_1	NRF2KO-SFN_2
PAOX	13.12	13.72	10.41	7.97	15.27	17.83	10.76	13.78
PAPD4	30.46	33.17	28.29	25.97	24.77	26	24.87	21.99
PAPD5	8.45	8.51	7.58	7.68	7.83	7.15	8.14	6.88
PAPD7	23.93	27.31	30.8	31.94	29.89	32.02	38.35	35.82
PAPL	1.8	2.2	2.71	3.19	1.55	1.67	0.91	1.08
PAPLN	3.09	3.83	2.6	1.97	3.19	3.16	2.31	2.69
PAPOLA	54	58.2	60.86	63.29	53.51	53.68	63.66	60.14
PAPOLB	0	0	0.02	0	0	0.02	0	0
PAPOLG	3.99	4.66	3.2	4.17	4.07	3.77	4.35	3.81
PAPPA	3.09	3.9	1.81	1.97	2.76	2.61	2.1	1.97
PAPPA-AS1	0	0.06	0	0	0	0	0	0.29
PAPPA2	0	0.04	0.02	0.01	0	0	0	0
PAPSS1	46.14	46.38	34.43	33.74	45.29	40.81	31.93	35.25
PAPSS2	61.96	63.04	67.32	68.58	43.78	47.2	44.98	48.43
PAQR3	20.82	22.56	13.81	14.6	16.86	16.49	12.81	14.42
PAQR4	25.98	27.2	17.89	17.89	38.59	39.82	24.1	24.24
PAQR5	1.03	0.66	1.23	1.27	1.06	0.81	0.55	0.94
PAQR6	3.39	2.49	2.57	2.5	3.8	4.05	2.98	3.77
PAQR7	4.6	5.13	3.99	3.69	5.77	5.14	3.83	3.13
PAQR8	4.8	4.81	2.57	2.73	5.58	6.25	4.2	4
PAQR9	0.05	0.24	0.11	0.18	0.16	0.11	0.15	0.05
PAQR9-AS1	0	0	0	0	0	0	0	0
PARD3	23.71	25.14	23.93	26.23	27.46	24.58	22.46	26.45
PARD3-AS1	0	0	0	0	0	0	0	0
PARD3B	1.85	1.68	1.6	1.38	1.68	1.97	1.46	1.87
PARD6A	6.29	8.67	5.93	6.51	12.05	9.93	6.14	9.57
PARD6B	1.63	1.36	1.33	1.45	1.33	1.17	1.36	1.42
PARD6G	0.68	1.51	1.23	1.08	1.14	1.73	1.19	1.14
PARD6G-AS1	0	0.2	0.02	0.03	0.2	0.03	0.03	0.43
PARG	16.62	16.25	16.3	17.21	16.36	14.47	16.53	17.87
PARGP1	2.51	6.1	2.84	4.91	4.28	3.68	3.48	4.84
PARK2	0.47	0.4	0.17	0.29	0.33	0.39	0.25	0.21
PARK7	495.5	473.15	500.75	532.15	477.46	484.7	502.5	517.68
PARL	55.79	55.19	51.79	56.05	55.41	59.5	50.52	50.52
PARM1	0	0	0.01	0.03	0	0	0.02	0.04
PARN	31.47	29.39	24.67	27.14	30.51	29.51	29.06	28.51
PARP1	124.98	126.49	102.23	108.8	147.87	154.99	127.54	122.56
PARP10	16.94	17.21	8.85	7.45	17.72	16.24	7.41	8.31
PARP11	4.04	4.02	4.56	4.15	4.42	4.02	4.54	4.79
PARP12	4.72	4.26	2.57	1.37	3.78	3.41	1.07	1.67
PARP14	5.02	5.27	3.32	3.42	5.21	4.18	2.92	2.6
PARP15	0	0.02	0	0	0	0.03	0	0
PARP16	4.16	3.36	2.44	3.11	6.57	6.52	4.74	3.94
PARP2	88.54	93.57	64.39	70.97	85.57	91.22	60.79	65.58
PARP3	14.1	14.34	13.98	16.55	13.32	14.01	12.97	13.27
PARP4	43.59	46.02	36	36.89	41.62	40.45	37.61	36.92
PARP6	15.04	16.73	13.29	14.01	14.98	15.57	13.23	14.56
PARP8	1.62	1.5	0.91	0.98	0.96	1.24	1	0.84
PARP9	5.66	5.93	4.86	3.73	5.62	3.81	2.91	2.58
PARPBP	18.93	18.9	16.11	14.88	16.85	17.86	15.96	14.71
PARS2	4.97	6.56	6.05	5.25	6.8	6.98	5.61	7.15
PART1	0.01	0	0	0.01	0	0.04	0	0
PARTICL	1.83	2.33	2.88	2.79	4.31	4.53	4.29	4.24
PARVA	22	23.36	21.75	23.56	25.41	25.19	25.74	27.02
PARVB	19.87	17.21	17.13	17.47	21.47	27.67	21.61	20.15
PARVG	0	0	0	0	0	0	0	0
PASD1	0	0	0	0.03	0	0	0	0
PASK	10.76	12.93	4.64	4.49	14.15	14.24	7.4	6.8
PATE1	0	0	0	0.07	0	0	0	0
PATE2	0.31	0.26	0.19	0	0.14	0.22	0	0.07
PATE3	0	0.08	0	0	0	0.28	0	0
PATE4	0	0.26	0.04	0.05	0.06	0.12	0	0.11
PATL1	36.29	35.67	31.98	32.79	35.69	36.05	33.06	31.59
PATL2	0	0	0.08	0.1	0.11	0.24	0	0
PATZ1	24.17	26.69	14.62	14.54	36.02	40.04	24.07	28.65
PAUPAR	0	0	0	0	0	0	0	0
PAWR	66.55	74.16	60.97	61.73	66.15	67.74	63.11	64.35
PAX1	0	0	0	0	0	0	0	0
PAX2	0	0	0	0	0	0	0	0
PAX3	0	0	0	0	0	0	0	0
PAX4	0	0	0	0	0	0	0.05	0
PAX5	0.02	0	0	0	0	0.01	0.01	0.01
PAX6	0.31	0.55	0.37	0.22	0.33	0.31	0.22	0.2
PAX7	0	0	0.01	0	0	0	0	0
PAX8	71.46	69.94	59.36	66.77	84.97	92.83	75.69	76.56
PAX8-AS1	31.37	25.33	34	42.7	24.83	26.55	34.39	35.46
PAX9	0.03	0.06	0	0	0.03	0	0	0
PAXBP1	23.63	21.68	14.91	16.89	22.42	21.3	17.58	16.46
PAXBP1-AS1	0.41	0.78	0.37	0.33	0.79	0.74	0.67	0.52
PAXIP1	13.88	13.19	10.81	11.28	14.9	13.99	13.57	12.65
PAXIP1-AS1	5.67	7.56	6.05	4.48	8.05	7.83	6.13	6.11
PAXIP1-AS2	3.67	3.08	3.51	2.31	3.76	3.96	3.27	3.01
PBDC1	56.07	59.37	44.2	46.8	55.85	48.94	43.43	44.53
PBK	100.8	105.98	71.98	71.18	98.24	97.85	81.56	89.22
PBLD	4.07	2.67	2.88	2.64	4.29	4	4.43	4.23
PBOV1	0.15	0.04	0.03	0	0	0.04	0	0
PBRM1	9.95	9.96	6.8	7.16	10.9	10.69	10.01	9.41
PBX1	0.55	0.58	0.28	0.38	1.01	1.1	0.43	0.7
PBX2	42.53	40.2	32.39	31.79	45.45	46.79	36.65	42.83
PBX3	49.02	52.05	55.1	55.77	43.95	46.12	49.9	50.09
PBX4	4.45	3.63	3.49	2.37	3.85	4.01	3.29	3.71
PBXIP1	24.73	23.91	24.13	24.54	26.98	26.61	24.1	25.64
PC	7.39	8	4.89	5.66	9.89	8.49	6.66	6.68
PCA3	0	0.03	0	0	0	0	0	0
PCAT1	0	0	0.08	0.05	0.06	0	0	0.06
PCAT18	0	0	0	0	0	0	0	0
PCAT19	0.03	0	0	0	0	0	0	0
PCAT2	0	0	0	0	0	0	0	0
PCAT29	0	0	0	0	0	0	0	0
PCAT4	0.05	0.05	0	0	0	0	0	0
PCAT5	0	0	0	0	0	0	0	0
PCAT6	0	0.73	0.57	0.54	1.8	1.08	1.04	1.73
PCAT7	0	0	0.13	0.12	0.27	0	0	0
PCBD1	101.5	104.09	107.5	102.47	89.21	92.15	99.86	93.96
PCBD2	8.15	7.13	4.81	7.94	7.23	7.29	8.27	7.73
PCBP1	318.52	338.58	291	291.15	373.25	367.83	306	314.78
PCBP1-AS1	0.24	0.21	0.18	0.35	0.45	0.42	0.76	0.37
PCBP2	191.77	196.83	177.39	176.91	214.91	202.56	194.48	198.52
PCBP2-OT1	0.54	0.29	0.47	0.59	0.62	0.64	2.16	0.95
PCBP3	0	0.05	0.04	0.19	0.22	0.06	0.11	0
PCBP4	19.82	23.53	20.41	17.26	22.25	22.56	17.63	18.28
PCCA	10.1	7.56	7.7	9.65	9.74	9.04	9.73	9.08
PCCA-AS1	0	0	0	0	0	0	0	0
PCCB	61.65	66	52.64	54.9	69.16	68.14	56.87	57.25
PCDH1	0	0.13	0.06	0.05	0	0.15	0.04	0
PCDH10	2.11	2.29	1.31	0.95	1.64	1.7	0.99	1.27
PCDH11X	0.01	0	0.01	0	0.02	0	0	0.02
PCDH11Y	0	0	0	0	0	0	0	0
PCDH12	0.18	0.08	0.2	0.21	0.24	0.22	0.24	0.32
PCDH15	0.02	0.02	0	0	0	0.01	0.02	0
PCDH17	0	0	0	0	0	0	0	0
PCDH18	0.28	0.22	0.01	0.03	0.47	0.26	0.07	0
PCDH19	0.01	0.02	0.01	0.06	0	0.01	0.01	0.01
PCDH20	0.11	0.23	0	0.05	0.04	0.09	0.04	0
PCDH7	4.93	5.78	2	2.56	6.6	6.49	4.41	5.08
PCDH8	0	0	0	0	0	0	0	0
PCDH9	2.24	2.25	1.05	1.13	1.82	2.05	0.94	0.83
PCDH9-AS2	0	0	0	0	0	0	0	0
PCDH9-AS3	0	0	0	0	0	0	0	0
PCDH9-AS4	0	0	0	0	0	0	0	0
PCDHA1	0	0.11	0.03	0	0	0.04	0	0.17
PCDHA10	0	0	0	0	0.08	0	0	0
PCDHA11	0	0	0	0	0	0	0.05	0
PCDHA12	0	0.04	0	0	0	0	0	0
PCDHA13	0.04	0	0	0	0	0	0	0
PCDHA2	0	0	0	0	0.08	0	0.04	0
PCDHA3	0	0.16	0.03	0.08	0	0	0	0
PCDHA4	0.04	0.38	0.22	0.14	0.04	0.17	0.08	0.17
PCDHA5	0	0.04	0.12	0.04	0.13	0	0.04	0.04
PCDHA6	0.04	0	0.06	0	0	0	0	0
PCDHA7	0.08	0	0	0	0	0.05	0	0.09
PCDHA8	0	0	0	0	0	0	0	0
PCDHA9	0	0	0	0	0	0.03	0	0
PCDHAC1	0	0.03	0	0	0.07	0	0	0
PCDHAC2	0	0	0	0	0	0	0.04	0.08
PCDHB1	0	0	0	0	0	0	0	0.04
PCDHB10	0	0.03	0.15	0.06	0.09	0.23	0.03	0.1
PCDHB11	0	0	0	0	0	0	0	0
PCDHB12	0	0	0	0	0	0	0	0.06
PCDHB13	0.16	0.06	0.1	0	0.07	0.07	0.09	0.1
PCDHB14	0.05	0.48	0.02	0.16	0.05	0.16	0.15	0.08
PCDHB15	0.18	0	0	0.03	0.04	0.08	0.18	0
PCDHB16	0.88	0.39	0.35	0.54	0.47	0.49	0.15	0.32
PCDHB17P	0	0	0	0	0	0	0	0
PCDHB18P	0.23	0.09	0.02	0.06	0.03	0.07	0	0
PCDHB19P	0.04	0.02	0.01	0.06	0.04	0	0	0
PCDHB2	0.04	0	0	0.03	0.04	0.08	0	0
PCDHB3	0	0	0	0.02	0	0.03	0	0.03
PCDHB4	0	0	0	0	0	0	0	0
PCDHB5	0	0	0.02	0	0	0	0	0
PCDHB6	0	0	0	0	0	0	0	0
PCDHB7	0.12	0	0.02	0	0.03	0.06	0.03	0.03
PCDHB8	1.44	1.12	0.71	1.05	1.38	1.17	0.84	0.95
PCDHB9	0.21	0.11	0.16	0.22	0.34	0.17	0.09	0.05
PCDHGA1	0.3	0.2	0.29	0.23	0.39	0.32	0.34	0.53
PCDHGA10	0.18	0.43	0.2	0.4	0.79	0.72	0.62	0.93
PCDHGA11	1.52	0.59	0.79	0.96	0.51	0.53	0.7	0.77
PCDHGA12	0.16	0.6	0.52	0.21	0.4	0.38	0.48	0.49
PCDHGA2	0.14	0.11	0.11	0.13	0.23	0.12	0.08	0.12
PCDHGA3	0	0	0.03	0.04	0	0.04	0.04	0.04
PCDHGA4	0.51	0.93	0.11	0.26	0.89	1.15	0.58	0.6
PCDHGA5	0.46	0.33	0.21	0.53	0.74	0.46	0.17	0.4
PCDHGA6	0.92	1.25	0.3	0.23	1.13	0.59	0.69	0.62
PCDHGA7	0	0.37	0.2	0.06	0.42	0.34	0.25	0.24
PCDHGA8	0	0.08	0.14	0.18	0.06	0.12	0	0.18
PCDHGA9	2.03	1.65	1.05	0.82	1.9	0.89	1.4	1.66
PCDHGB1	1.04	1.82	0.72	1.11	2.86	2.62	0.58	1.97
PCDHGB2	0.86	1.32	0.57	0.57	2.02	1.62	0.9	1.3
PCDHGB3	0.65	0.54	0.54	0.54	0.74	1.21	0.49	0.76
PCDHGB4	0.09	0.09	0.07	0.04	0.29	0.26	0.29	0.25
PCDHGB5	39.95	45.23	42.02	46.24	44.24	46.93	46.09	47.95
PCDHGB6	2.12	2.06	0.83	0.6	1.77	1.18	0.98	1.2
PCDHGB7	0.53	0.28	0.57	0.49	0.76	0.83	1.14	0.71
PCDHGB8P	0.05	0.05	0.08	0.39	0.33	0.94	0.28	0.29
PCDHGC3	29.61	30.44	29.06	28.09	25.18	29.84	27.47	22.12
PCDHGC4	1.49	1.64	1.43	1.41	2.1	2.45	1.14	1.79
PCDHGC5	1.19	1.28	1.31	1.48	0.92	1.09	1.09	0.95
PCED1A	35.46	36.09	22.76	26.16	38.68	42.52	27.93	23.74
PCED1B	2.75	1.89	1.01	1	3.58	3.2	1.31	1.95
PCED1B-AS1	0.15	0.04	0.03	0.15	0.13	0.18	0	0
PCF11	13.22	12.91	19.92	21.66	12.04	13.93	18.16	19.02
PCGEM1	0	0	0	0	0	0	0	0
PCGF1	19.23	22.45	20.42	19.31	19.07	23.21	21.02	19.85
PCGF2	22.28	22.24	23.11	21.58	27.35	34.58	24.55	23.33
PCGF3	43.28	44.93	40.81	42.66	47.38	48.24	47.85	48.16
PCGF5	27.13	27.05	20.79	22.51	23.54	23.78	24.84	25.46
PCGF6	19.08	24.34	13.52	14.78	17.5	17.95	14.75	16.6
PCID2	52.54	64.86	42.32	43.94	61.38	59.77	45.55	47.73
PCIF1	19.68	20.35	15.13	14.92	31.66	29.56	19.98	21.44
PCK1	0	0	0	0	0	0	0	0
PCK2	18.59	22.23	22.1	22.35	24.05	20.86	22.49	23.69
PCLO	0.55	0.84	0.38	0.47	0.78	0.59	0.43	0.53
PCM1	46.42	51	44.93	47.58	51.7	52.78	52.13	54.51
PCMT1	325.93	297.04	306.44	305	279.63	283.85	281.63	285.36
PCMTD1	4.13	4.44	2.91	3.61	4.36	4.85	2.97	3.43
PCMTD2	31.7	29.59	22.86	26.3	35.05	35.04	29.06	27.34
PCNA	567.82	592.21	344.02	339.91	568.25	555.26	338.81	342.61
PCNA-AS1	535	578.89	419.07	425.73	712.35	702.57	450.38	397.91
PCNAP1	0	0	0	0	0	0	0	0
PCNP	128.19	119.21	107.84	107.27	101.21	97.44	102.8	105.93
PCNT	19.89	20.03	17.88	17.48	24.32	26.04	23.27	23.09
PCNX	17.69	20.07	19.88	21.06	19.09	18.52	20.72	21.67
PCNXL2	3.03	3.49	2.58	3.23	3.67	3.25	3.26	3.11
PCNXL3	21.52	22.41	21.65	22.77	28.59	30.2	27.27	26.67
PCNXL4	91.24	94.15	78.92	83.98	73.11	78.05	70.79	70.09
PCOLCE	3.29	1.98	1.46	1.43	3.17	2.82	2.25	2.45
PCOLCE-AS1	0.15	0	0	0.11	0	0	0.04	0
PCOLCE2	2.8	3.93	3.34	1.99	1.62	2.16	1.77	1.6
PCP2	0	0	0	0	0	0	0.57	0.2
PCP4	0	0	0	0	0	0	0	0
PCP4L1	0	0	0	0	0	0.09	0	0
PCSK1	0.02	0	0.03	0.05	0	0	0.08	0.12
PCSK1N	0	0	0	0	0	0	0	0
PCSK2	0	0	0	0	0	0	0	0
PCSK4	2.02	2.47	1.89	1.83	4.78	5	3.37	2.51
PCSK5	0.11	0	0.02	0	0.08	0	0.03	0.07
PCSK6	1.97	2.63	1.8	1.33	2.77	2.74	2.1	2.91
PCSK7	27.23	31.04	31.45	32.56	28.35	30.16	28.96	30.25
PCSK9	0	0	0.04	0	0	0.07	0	0.06
PCTP	13.25	12.56	12.26	13.2	14.74	15.18	16.73	15.94
PCYOX1	20.94	21.96	15.67	16.2	18.42	18.41	15.45	15.78
PCYOX1L	9.69	11.35	9.47	9.25	9.75	12.72	12.07	13.86
PCYT1A	54.72	51.82	61.34	66.88	44.12	47.26	49.72	57.58
PCYT1B	0	0	0.01	0	0	0	0	0
PCYT1B-AS1	0	0	0	0	0	0	0	0
PCYT2	40.52	44.29	39.47	37.23	42.56	43.3	37.57	40.58
PDAP1	151.8	139.56	138.79	151.31	171.53	170.62	169.81	179.36
PDC	0	0	0	0.09	0	0	0	0
PDCD1	0	0.1	0	0.05	0	0	0.05	0
PDCD10	75.75	85.46	74.43	78.59	67.8	77	68.07	70.53
PDCD11	37.9	42.44	38.75	41.41	39.37	37.79	37.23	40.41
PDCD1LG2	3.42	4.98	3.45	3.94	2.07	2.32	2.9	3.07
PDCD2	62.25	65.16	51.53	52.85	56.71	55.77	59.06	58.47
PDCD2L	26.33	25.35	15.06	16.36	25.01	27.2	20.54	16.13
PDCD4	24.86	27.06	25.97	27.94	29.23	29.63	25.99	26.48
PDCD4-AS1	1.01	1.12	0.64	0.67	1.36	1.66	0.97	1.17
PDCD5	530.38	514.53	390.01	432.21	393.29	392.12	402.56	371.8
PDCD6	89.02	92.75	91.44	79.61	76.46	78.74	83.51	85.68
PDCD6IP	39.14	44.39	36.37	40.02	36.72	34.19	38.71	37.86
PDCD6IPP2	0.5	0.44	0.18	0.46	0.41	0.66	0.51	0.43
PDCD7	18.92	21.72	21.05	19.2	17.74	20.26	22.83	21.92
PDCL	17.34	19.15	17.39	16.32	19.92	20.73	16.41	18.92
PDCL2	0	0	0	0	0	0	0	0
PDCL3	63.28	58	45.22	44.65	50.1	59.03	45.83	41.21
PDCL3P4	0.48	0.51	0.19	0.73	0.27	0.42	0.4	0.55
PDDC1	35.68	30.92	23.25	23.53	43.58	44.01	31.29	33.19
PDE10A	12.69	14.82	10.38	10.43	8.92	8.81	8.49	8.79
PDE11A	0.15	0.03	0.01	0	0	0	0.02	0.03
PDE12	18.07	16.64	13.23	13.57	14.46	14.67	14.25	16.26
PDE1A	0	0	0.07	0	0	0.02	0.06	0
PDE1B	0	0	0.02	0	0.03	0	0	0
PDE1C	38.83	39.45	25.91	30.82	54.79	53.59	42.29	44.34
PDE2A	0.24	0.14	0.13	0.25	0.07	0.08	0.07	0.13
PDE3A	0.13	0.42	0.07	0.08	0.29	0.3	0.13	0.16
PDE3B	0	0	0.01	0	0.02	0.02	0	0
PDE4A	0.5	0.38	0.29	0.33	0.4	0.19	0.16	0.15
PDE4B	0.78	0.51	0.32	0.18	0.82	0.59	0.47	0.29
PDE4C	0.55	0.69	0.79	0.81	0.62	0.45	0.52	0.62
PDE4D	0.52	0.58	0.37	0.7	0.6	0.51	0.7	0.37
PDE4DIP	38.93	39.49	34.13	37.72	25.36	26.91	26.6	25.01
PDE5A	1.25	1.23	0.6	0.89	0.74	1.36	0.96	0.91
PDE6A	0.06	0.07	0	0	0.05	0.02	0	0
PDE6B	0	0	0	0.23	0.08	0	0.04	0.03
PDE6C	0	0.03	0	0	0	0	0	0
PDE6D	64.44	55.08	51.23	51.32	54.6	53.64	45.74	43
PDE6G	1.24	2.98	1.4	0.96	1.06	2.96	1.94	2.53
PDE6H	0	0	0	0	0	0	0	0
PDE7A	1.87	1.74	1.29	1.01	1.82	1.84	1.53	1.47
PDE7B	1.32	1.58	0.5	0.64	1.36	1.42	0.73	0.72
PDE8A	19.24	21.42	17.26	18.88	17.09	17.09	17.56	16.49
PDE8B	0.25	0.34	0.07	0.36	0.15	0.28	0.22	0.13
PDE9A	0	0	0	0	0	0	0.07	0
PDF	30.54	34.48	19.32	21.35	35.17	39.25	26.99	27.97
PDGFA	3.72	5.11	5.43	4.72	6.1	5.37	5	6.56
PDGFB	3.99	3.98	1.23	1.06	6.33	5.57	1.97	2.3
PDGFC	57.15	60.85	34.97	40.21	54.82	56.22	42.94	39.56
PDGFD	0.29	0.59	0.09	0.02	0.1	0.19	0.25	0.16
PDGFRA	0	0.07	0	0	0	0.02	0	0
PDGFRB	1.63	2.23	1.22	1.14	5.41	6.15	3.74	3.64
PDGFRL	13.2	15.68	9.76	10.1	10.74	10.57	8.67	8.15
PDHA1	54.32	57.91	49.03	49.14	53.81	55.59	51.02	54.33
PDHA2	0	0	0	0	0	0	0	0
PDHB	48.45	42.12	35.07	30.4	44.32	44.9	35.41	32.61
PDHX	31.73	29.48	29.64	28.2	24.18	25.92	27.86	27.44
PDIA2	0	0	0	0	0	0	0	0.07
PDIA3	276.99	275.54	289.32	296.17	245.28	249.96	273.27	274.18
PDIA3P1	1.41	3	3.36	3.46	3.82	3.09	4.97	4.44
PDIA4	119.41	122.67	141.72	143.41	128.68	125.75	139.73	142.15
PDIA5	15.95	13.51	14.93	14.31	12.7	11.33	15.59	13.62
PDIA6	263.26	263.66	273.64	289.69	263.2	271.85	280.84	285.33
PDIK1L	4.51	4.27	3.28	2.56	4.28	4.35	3.91	4.09
PDILT	0	0	0	0	0	0	0	0
PDK1	6.1	6.06	3.92	4.48	7.19	6.77	4.77	5.54
PDK2	18.06	24.94	21.51	16.86	24.28	27.96	23.25	24.03
PDK3	0.16	0.41	0.13	0.27	0.12	0.07	0.19	0.13
PDK4	0.75	0.72	0.77	0.55	1.4	1.25	1.15	0.73
PDLIM1	155.38	138.45	132.28	141.26	142.54	145.39	114.79	119.97
PDLIM2	97.02	105.66	92.28	86.66	110.99	117.5	109.52	110.67
PDLIM3	0.65	0.76	0.37	0.24	0.55	0.29	0.12	0.24
PDLIM4	37.08	39.37	29.95	30.26	38.05	40.01	36.48	32.9
PDLIM5	95.95	97.87	101.05	105.44	87.32	86.86	101.72	100.03
PDLIM7	190.58	195.9	175.52	177.34	219.58	225.94	214.13	215.04
PDP1	12.38	14.18	11.97	10.21	12.1	11.86	10.7	10.8
PDP2	7.41	6.64	6.56	6.38	8.35	8.51	8.22	7.85
PDPK1	19.34	20.31	25.22	27.47	22.86	24.81	26.75	28.19
PDPN	0	0	0.03	0	0	0	0	0
PDPR	13.87	14.43	9.06	9.05	16.01	15.47	11.91	12.8
PDRG1	102	106.67	125.92	128.62	95.41	93.17	116.88	116.85
PDS5A	50.93	54.14	45.76	48.68	52.99	56.41	48.84	49.42
PDS5B	12.44	11.7	12.04	13.23	12.4	13.26	14.53	13.78
PDSS1	21.89	24.89	18.27	16.37	18.83	16.78	19.07	17.7
PDSS2	11.39	11.23	10.56	11.46	9.85	9.28	11.6	11.91
PDX1	0	0	0	0	0	0	0	0
PDX1-AS1	0	0	0	0	0	0	0	0
PDXDC1	60.42	61.88	62.09	64.63	55.17	57.53	55.48	55.57
PDXDC2P	5.19	5.91	4.61	5	6.1	6.81	4.68	5.19
PDXK	31.14	34.39	33.13	34.31	41.66	40.79	43.02	42.68
PDXP	34.2	31.82	25.67	26.35	42.92	48	35.87	37.41
PDYN	0	0	0	0	0.09	0	0	0
PDZD11	68.57	64.77	67.68	76.5	55.47	53.29	54.33	62.34
PDZD2	0.01	0.1	0.06	0.05	0.13	0.12	0.09	0.03
PDZD3	0	0	0	0	0	0	0	0
PDZD4	0.32	0.08	0.06	0	0.28	0.17	0.06	0.12
PDZD7	0.63	1.34	0.73	0.52	0.74	0.84	0.17	0.72
PDZD8	22.66	22.75	22.01	23.89	24.44	24.48	27.38	26.4
PDZD9	0	0	0	0	0.24	0.12	0.12	0.48
PDZK1	1.19	2.76	1.04	0.76	2.51	2.19	1.49	2.08
PDZK1IP1	18.38	26.38	20.95	25.43	12.19	13.45	9.41	11.07
PDZK1P1	0	0	0.31	0	0.06	0	0	0
PDZRN3	0	0	0	0	0	0	0	0
PDZRN3-AS1	0	0	0	0	0	0	0	0
PDZRN4	0	0	0	0	0	0	0	0
PEA15	270.85	253.18	321.92	332.73	216.1	219.39	271.35	282.34
PEAK1	10.61	10.79	8.77	9.55	8.6	9.71	8.63	8.9
PEAR1	34.77	39.07	42.45	44.24	41.41	41.99	43.89	46.11
PEBP1	281.28	282.75	253.02	250.58	292.14	287.09	268.86	272.09
PEBP4	0	0	0	0	0	0	0	0
PECAM1	0.02	0.08	0.06	0.04	0	0.02	0.04	0.02
PECR	9.02	7.69	6.12	6.61	7.46	7.72	5.6	5.15
PEF1	55.2	60.25	71.82	67.3	66.77	63.93	75.51	76.07
PEG10	56.94	60.26	28.83	30.86	54.78	54.08	39.46	40.63
PEG3	0	0	0	0	0	0	0	0
PEG3-AS1	0	0	0	0	0	0	0	0
PELI1	10.83	10.13	10.84	10.75	10.35	10.44	10.32	8.08
PELI2	0	0	0	0	0.02	0	0	0
PELI3	5.43	6.01	5.08	4.04	7.06	7.81	5.69	6.16
PELO	29.26	28.47	31.1	31.3	24.3	23.03	23.46	25.76
PELP1	42.68	44.95	35.49	37.6	54.56	54.61	42.62	43.4
PEMT	15.33	19.87	19.17	19.48	28.8	35.59	27.41	32.59
PENK	0	0	0	0	0	0	0	0
PEPD	52.87	53.79	52.05	48.38	56.42	56.7	61.21	57.96
PER1	5.3	8.11	4.11	3.9	7.31	7.15	4.84	4.25
PER2	1.86	2.26	0.95	1.06	2.73	2.65	1.65	1.14
PER3	2.45	2.65	1.43	1.49	2.9	2.61	1.51	1.77
PER4	0	0	0	0	0	0	0	0
PERM1	0.95	1.36	1.36	1.3	1.79	1.6	1.65	1.42
PERP	43.35	42.09	41.97	41.47	27.02	27.45	29.83	30.02
PES1	118.3	126.59	106.76	104.14	120.48	122.78	107.3	105.68
PET100	508.27	419.49	345.18	390.73	541.92	523.42	529.76	639.05
PET117	28.56	28.29	20.34	19.52	30.7	27.72	21.67	25.97
PEX1	11.35	10.98	8.23	9.16	10.48	9.25	10.68	9.17
PEX10	13.86	13.43	15.13	14.21	18.37	19.51	18.06	17.19
PEX11A	4.63	3.78	4.16	3.54	4.3	3.87	5.03	5.01
PEX11B	20.94	20.19	17.31	17.57	22.13	20.69	21.78	19.72
PEX11G	1.14	3.01	1.65	0.84	5.94	5.06	4.12	1.56
PEX12	5.63	6.52	7.84	5.89	6.51	8.05	7.88	7.91
PEX13	16.16	16.03	17.7	18.38	15.19	15.7	15.68	15.44
PEX14	32.42	27.68	26.42	29.1	41.72	38	34.97	34.28
PEX16	22.82	20.74	17.76	18.74	23.51	22.91	17.8	19.7
PEX19	30.15	30.99	36.62	36.5	28.9	26.13	36.17	33.59
PEX2	6.22	5.34	4.53	5.74	4.16	5.52	4.75	5.58
PEX26	21.58	21.54	22.37	25.28	24.07	24.5	25.89	27.21
PEX3	16.69	18.14	12.24	10.37	14.11	16.97	11.74	11.62
PEX5	20.78	20.28	18.36	16.77	23.23	22.87	21.75	21.67
PEX5L	0.15	0.11	0.35	0.26	0.12	0.15	0.18	0.21
PEX6	12.12	10.87	12.88	11.68	12.21	13.01	11.59	11.51
PEX7	6.85	5.51	5.29	4.86	6.28	5.7	4.54	3.54
PF4	0	0	0	0	0	0	0	0
PF4V1	0	0	0	0	0	0	0	0
PFAS	35.15	34.97	21.86	22.96	44.67	43.82	34.18	31.41
PFDN1	168.41	192.27	181.8	190.84	165.24	176.65	172.74	174.64
PFDN2	448.72	393.29	400.54	452.66	412.29	405.02	465.75	454.17
PFDN4	51.56	54.74	43.67	42.29	46.7	45.67	54.85	50.93
PFDN5	637.43	568.97	582.75	570.79	507.22	494.3	511.54	524.65
PFDN6	203.08	199.49	168.76	149.73	172.54	171.68	152.83	148.07
PFKFB1	0.19	0.2	0.1	0.19	0	0.23	0.14	0.07
PFKFB2	7.07	8.17	3.9	3.98	9.16	7.76	5.41	5.21
PFKFB3	30.93	31.5	30.73	31.05	35.63	35.82	36.42	36.03
PFKFB4	2.66	2.25	1.54	1.46	2.61	3.09	1.49	1.89
PFKL	82.12	86.16	84.64	88.52	105.76	107.34	91.42	96.98
PFKM	56.54	58.98	49.89	52.76	60.08	63.45	50.89	52.19
PFKP	208.16	228.48	192.76	190.11	241.74	259.65	206.17	220.65
PFN1	2242.32	2288.48	2357.69	2444.46	2474.85	2482.41	2528.22	2573.7
PFN1P2	7.98	10.47	7.72	8.82	7.14	8.55	9.54	9.04
PFN2	299.05	316.02	251.11	245.64	238.62	244.05	206.04	203.35
PFN3	0	0	0	0	0	0	0	0
