"Cont_1"	"Cont_2"	"SFN_1"	"SFN_2"
"LRRC32"	0.05	0.01	0	0
"LRRC34"	0.03	0	0.09	0.12
"LRRC36"	0	0	0	0
"LRRC37A"	0.84	1.22	0.76	0.63
"LRRC37A11P"	0.1	0.1	0.04	0.02
"LRRC37A2"	5.24	4.71	3.99	4.14
"LRRC37A3"	2.89	3.19	4.5	4.66
"LRRC37A4P"	4.36	4.74	3.48	3.11
"LRRC37A5P"	0	0	0	0
"LRRC37A6P"	0.26	0.25	0.16	0.22
"LRRC37A8P"	0.01	0.04	0.06	0.04
"LRRC37B"	4.7	4.25	3.91	4.54
"LRRC37BP1"	5.94	6.33	5.18	5.5
"LRRC38"	0	0	0	0.08
"LRRC39"	0.17	0.26	0.34	0.57
"LRRC3B"	0	0	0	0
"LRRC3C"	0	0.07	0.11	0
"LRRC4"	0.06	0.07	0.1	0.07
"LRRC40"	17.09	17.77	19.22	20.44
"LRRC41"	24.82	23.31	28.83	28.83
"LRRC42"	78.11	81.81	93.35	96.88
"LRRC43"	0.08	0.06	0	0.04
"LRRC45"	40.94	43.71	25.43	23.45
"LRRC46"	1.82	1.65	1.16	1.15
"LRRC47"	42.38	46.08	53.51	53
"LRRC48"	2.1	1.71	0.43	0.6
"LRRC49"	6.7	6.89	5.09	6.29
"LRRC4B"	0.18	0.22	0.27	0.45
"LRRC4C"	0	0	0	0
"LRRC52"	0	0	0	0
"LRRC55"	0	0	0	0
"LRRC56"	4.15	4.61	2.56	2.73
"LRRC57"	22.66	20.98	19.87	20.21
"LRRC58"	19.31	22.79	24.54	24.03
"LRRC59"	169.76	201.17	261.15	249.24
"LRRC6"	0.18	0.06	0	0
"LRRC61"	39.52	44.27	37.76	36.27
"LRRC63"	0	0	0	0
"LRRC66"	0.02	0	0.02	0
"LRRC69"	0.09	0.18	0.2	0.18
"LRRC7"	4.41	6.34	4.38	5.87
"LRRC70"	0.12	0.02	0.07	0.06
"LRRC71"	0	0	0	0
"LRRC72"	0	0	0	0
"LRRC73"	2.25	1.64	0.79	0.67
"LRRC74A"	0	0	0	0
"LRRC74B"	0	0.03	0.14	0.09
"LRRC75A"	0.78	0.8	1.17	1.09
"LRRC75A-AS1"	1009.96	867.35	804.86	872.55
"LRRC75B"	8.52	9.68	5.24	7.5
"LRRC8A"	89.24	90.96	98.36	98.79
"LRRC8B"	4.06	4.42	5.51	6.04
"LRRC8C"	7.07	7.64	8.45	8.28
"LRRC8D"	43.92	43.43	43.92	41.85
"LRRC8E"	7.82	8.91	8.73	9.99
"LRRC9"	0.01	0	0	0
"LRRCC1"	11.42	13.35	9.78	11.08
"LRRD1"	0	0.02	0.03	0.05
"LRRFIP1"	53.64	60.37	70.16	68.64
"LRRFIP2"	26.23	28.66	32.67	32.9
"LRRIQ1"	0.06	0.05	0.01	0.01
"LRRIQ3"	0.41	0.47	0.19	0.22
"LRRIQ4"	0.03	0	0	0
"LRRK1"	8.02	8.74	7.39	7.63
"LRRK2"	0	0	0	0
"LRRN1"	0	0.01	0	0
"LRRN2"	2.47	2.31	2.79	2.43
"LRRN3"	0	0	0	0.02
"LRRN4"	0	0.02	0.11	0.07
"LRRN4CL"	0.08	0.17	0.18	0.14
"LRRTM1"	0	0	0	0
"LRRTM2"	0	0	0	0.01
"LRRTM3"	0	0	0	0
"LRRTM4"	0	0	0	0.02
"LRSAM1"	26.2	27.2	17.95	18.33
"LRTM1"	0	0	0	0
"LRTM2"	0	0	0	0
"LRTOMT"	6.5	7.3	4.44	4.98
"LRWD1"	32.65	35.11	33.4	32.76
"LSAMP"	0	0.01	0	0.01
"LSAMP-AS1"	0	0	0	0
"LSG1"	31.29	35.69	47.5	50.22
"LSM1"	43.87	44.87	49.09	55.36
"LSM10"	55.41	53.3	78.73	66.15
"LSM11"	3.83	4.87	3.83	3.41
"LSM12"	36.35	45.03	44.92	43.94
"LSM14A"	38.84	40.85	39	39.09
"LSM14B"	37.31	36.62	41.7	43.03
"LSM2"	59.15	62.64	55.57	45.28
"LSM3"	165.31	171.9	203.79	182.01
"LSM4"	164.03	165.84	179.84	172.03
"LSM5"	46.72	50.19	59.28	58.04
"LSM6"	35.54	36.73	33	34.59
"LSM7"	479.03	479.72	482.85	441.03
"LSM8"	4.29	4.67	3.97	4.42
"LSMEM1"	0.14	0.28	1.52	1.72
"LSMEM2"	0.04	0	0	0.05
"LSP1"	0	0	0	0
"LSP1P3"	0	0	0	0
"LSR"	137.72	141.81	152.94	158.82
"LSS"	99.8	91.36	70.05	69.01
"LST1"	0	0	0	0
"LTA"	0	0.12	0.18	0.05
"LTA4H"	99.33	101.17	83.64	90.58
"LTB"	0	0	0	0.1
"LTB4R"	8.55	9.27	10.78	9.89
"LTB4R2"	9.52	12.64	10.09	10.24
"LTBP1"	1.44	1.51	1.4	1.3
"LTBP2"	7.5	6.85	4.5	4.32
"LTBP3"	43.75	52.33	37.99	41.58
"LTBP4"	14.67	15.65	12.49	12.77
"LTBR"	97.17	102.14	105.97	110.04
"LTC4S"	2.55	2.49	1.32	0.88
"LTF"	0	0	0	0
"LTK"	0.02	0	0.03	0.07
"LTN1"	10.59	12.82	11.93	12.85
"LTV1"	36.11	43.94	61.99	62.91
"LUC7L"	38.46	38.67	38.63	36.62
"LUC7L2"	62.22	72.33	56.51	55.13
"LUC7L3"	78.94	95.5	94.63	98.51
"LUCAT1"	0	0.53	9.31	7.72
"LUM"	0.7	2.14	0	0.38
"LUNAR1"	0	0	0.29	0
"LURAP1"	0.25	0.04	0.19	0.14
"LURAP1L"	8.28	6.47	4.92	6.1
"LURAP1L-AS1"	0	0	0.1	0.09
"LUZP1"	23.2	26.09	21.86	22.65
"LUZP2"	16.47	18.18	3.99	5.61
"LUZP4"	0	0	0	0
"LUZP6"	45.94	51.63	48.36	56.97
"LVCAT1"	0	0	0	0
"LVCAT5"	0	0	0	0
"LVCAT8"	0.08	0	0.12	0.16
"LVRN"	0.03	0.01	0	0.06
"LXN"	24.51	21.57	21.33	22.27
"LY6D"	2.97	2.18	1.01	1.24
"LY6E"	321.88	369.82	333.18	353.86
"LY6G5B"	4.41	5.62	5.59	4.62
"LY6G5C"	1.23	1.82	1.02	2.08
"LY6G6C"	1.68	0.89	2.22	2.28
"LY6G6D"	0.24	0	0	0
"LY6G6E"	0	0.14	0	0
"LY6G6F"	0	0	0	0.1
"LY6H"	0	0	0	0
"LY6K"	15.97	13.29	24.57	21.8
"LY75"	2.71	3.61	2.71	3.17
"LY75-CD302"	0.42	0.19	0.27	0.19
"LY86"	0	0	0	0
"LY86-AS1"	0	0	0	0
"LY9"	0.02	0	2.57	2.87
"LY96"	0.12	0	0.56	0
"LYAR"	29.8	36.67	51.98	52.14
"LYG1"	0.38	0.13	0.86	1.02
"LYG2"	0	0	0	0
"LYL1"	0.03	0.09	0.09	0.21
"LYN"	12.34	13.17	23.97	25.5
"LYNX1"	1.55	0.66	0.02	0.01
"LYPD1"	39.92	44.94	15.49	21.24
"LYPD2"	0	0	0	0
"LYPD3"	56.94	51.48	63.82	66
"LYPD4"	0	0	0	0
"LYPD5"	3.36	2.92	2.58	2.37
"LYPD6"	8.82	9.69	4.68	5.17
"LYPD6B"	5.74	6.99	6.85	8.11
"LYPD8"	0	0	0	0
"LYPLA1"	75.55	81.25	89.37	92.32
"LYPLA2"	113.1	114.9	100.32	97.73
"LYPLA2P2"	0	0.11	0	0
"LYPLAL1"	15.45	12.72	15.67	15.5
"LYPLAL1-AS1"	0	0	0.05	0.05
"LYRM1"	32.14	33.77	56.43	55.92
"LYRM2"	7.93	7.89	7.98	7.35
"LYRM4"	24.27	24.16	27.22	24.52
"LYRM5"	8.65	9.06	8.6	8.79
"LYRM7"	8.08	9.14	8.04	8.35
"LYRM9"	1.05	0.51	0.58	0.73
"LYSMD1"	9.86	9.77	9.47	8.73
"LYSMD2"	23.68	24.41	32.26	30.59
"LYSMD3"	7.98	9.18	14.22	13.77
"LYSMD4"	10.28	9.49	6.03	6.97
"LYST"	3.54	4.08	5.1	5.27
"LYVE1"	0	0	0	0
"LYZ"	0	0.04	0	0
"LYZL1"	0	0	0	0
"LYZL2"	0	0	0	0
"LYZL4"	0	0	0	0
"LYZL6"	0	0	0	0
"LZIC"	20.76	22.52	28.81	26.59
"LZTFL1"	8.59	6.67	5.92	6.14
"LZTR1"	35.69	40.46	37.52	43.58
"LZTS1"	1.18	1.36	0.51	0.55
"LZTS1-AS1"	0	0	0	0
"LZTS2"	85.37	85.38	68.05	72.74
"LZTS3"	1.22	1.3	1.16	1.14
"M1AP"	0.04	0	0	0
"M6PR"	141.79	152.05	146.55	157.25
"MAATS1"	0	0.01	0	0
"MAB21L1"	0.07	0.07	0	0.07
"MAB21L2"	0	0	0	0
"MAB21L3"	1.88	1.02	0.65	0.87
"MACC1"	9.66	12.74	13.25	14.96
"MACC1-AS1"	0	0	0	0
"MACF1"	6.7	8.21	9.19	9.94
"MACROD1"	71.81	65.17	61.36	65.19
"MACROD2"	0.3	0.5	0.22	0.37
"MACROD2-AS1"	0	0	0	0
"MACROD2-IT1"	0	0	0	0
"MAD1L1"	42.94	48.52	42.89	42.86
"MAD2L1"	73.41	77.46	84.94	95.21
"MAD2L1BP"	42.57	48.27	54.54	55.79
"MAD2L2"	57.3	55.6	52.06	54.72
"MADCAM1"	0.05	0	0	0.31
"MADD"	35.16	36.99	30.89	32.2
"MAEA"	54.62	59.26	62.95	60.17
"MAEL"	0.03	0	0	0
"MAF"	2.4	1.38	0.3	0.33
"MAF1"	101.17	97.52	107.78	106.35
"MAFA"	8.1	8.55	1.83	1.58
"MAFA-AS1"	8.15	5.45	0.38	0.34
"MAFB"	0.92	0.52	1.01	0.58
"MAFF"	11.88	10.88	19.52	17.87
"MAFG"	27.39	30.42	56.35	57.2
"MAFG-AS1"	7.27	7.72	7.75	7.79
"MAFK"	43.97	50.54	61.1	59.5
"MAFTRR"	0.2	0.1	0	0.42
"MAG"	0	0	0	0
"MAGEA1"	0	0	0	0
"MAGEA10"	0	0	0	0.03
"MAGEA10-MAGEA5"	0	0	0	0
"MAGEA11"	0	0	0	0
"MAGEA12"	0	0	0	0
"MAGEA2"	0	0	0	0
"MAGEA2B"	0.28	0.32	0.99	1.03
"MAGEA3"	0	0	0	0
"MAGEA4"	0	0	0	0
"MAGEA5"	0.03	0.03	0.1	0.05
"MAGEA6"	0	0	0	0
"MAGEA8"	0.03	0.09	0.05	0.04
"MAGEA8-AS1"	0	0.13	0.39	0
"MAGEA9"	0	0	0	0
"MAGEA9B"	0	0	0	0
"MAGEB1"	0	0	0	0
"MAGEB10"	0	0	0	0
"MAGEB16"	0	0	0	0
"MAGEB17"	0.04	0.04	0	0.06
"MAGEB18"	0	0	0	0
"MAGEB2"	0	0	0	0
"MAGEB3"	0	0	0	0
"MAGEB4"	0	0	0	0
"MAGEB5"	0	0	0	0
"MAGEB6"	0	0.03	0	0
"MAGEC1"	0	0	0	0
"MAGEC2"	0	0	0	0
"MAGEC3"	0.03	0	0.05	0.04
"MAGED1"	40.56	42.35	19.09	21.71
"MAGED2"	79.89	73.76	63.2	67.83
"MAGED4"	0	0	0	0
"MAGED4B"	0	0	0	0
"MAGEE1"	7.04	6.18	3.38	4.7
"MAGEE2"	0	0	0	0
"MAGEF1"	92.6	85.92	74.35	69.28
"MAGEH1"	12.07	10.44	7.82	8.61
"MAGEL2"	0	0	0	0
"MAGI1"	1.42	1.65	1.65	1.76
"MAGI1-AS1"	0	0	0	0
"MAGI2"	0.14	0.16	0.11	0.13
"MAGI2-AS2"	0	0	0	0
"MAGI2-AS3"	0	0	0	0
"MAGI3"	4.57	6.15	4.65	4.81
"MAGIX"	0.69	0.68	0.87	0.65
"MAGOH"	174.35	170.02	178.01	172.52
"MAGOH2P"	0.11	0	0	0.16
"MAGOHB"	16.29	18.23	17.2	18.99
"MAGT1"	37.63	44.04	41.36	44.31
"MAK"	0.03	0.08	0	0.05
"MAK16"	10.91	14.28	15.23	16.17
"MAL"	4.36	3.37	2.32	1.64
"MAL2"	132.12	149.22	224.08	247.95
"MALAT1"	61.33	90.2	67.83	87.62
"MALL"	56.4	68.46	84.16	104.18
"MALRD1"	0	0	0	0
"MALSU1"	131.26	154.16	181.66	180.7
"MALT1"	14.65	16.91	20.8	22.3
"MAMDC2"	2.63	3.95	3	3.66
"MAMDC2-AS1"	0.07	0.15	0.05	0.1
"MAMDC4"	1.75	2.07	1.31	1.74
"MAML1"	21.93	24.74	23.85	24.07
"MAML2"	12.12	12.88	8.26	9.1
"MAML3"	0.11	0.1	0.16	0.17
"MAMLD1"	0.09	0.17	0.2	0.26
"MAMSTR"	0.25	0.23	0.05	0.39
"MAN1A1"	0.11	0.19	0.35	0.53
"MAN1A2"	15.01	16.51	17.18	18.35
"MAN1B1"	83.55	82.85	64.06	70.29
"MAN1B1-AS1"	5.22	4.09	5.65	5.45
"MAN1C1"	0.16	0.24	0.18	0.22
"MAN2A1"	23.19	25.84	23.47	24.76
"MAN2A2"	13.96	16.35	19.12	20.56
"MAN2B1"	38.62	41.74	36.19	39.2
"MAN2B2"	15.08	16.85	15.85	17.73
"MAN2C1"	28.01	29.41	24.47	25.06
"MANBA"	7.99	7.89	4.94	6.31
"MANBAL"	98.26	92.43	95.16	89.84
"MANEA"	8.9	8.64	8.35	7.55
"MANEA-AS1"	0.33	0.69	0.26	0.46
"MANEAL"	18.7	21.01	21.04	20.54
"MANF"	92.18	90.19	110.93	103.38
"MANSC1"	2.5	2.48	1.82	1.95
"MANSC4"	0.44	0.28	0.42	0.52
"MAOA"	12.31	11.52	8.79	9.71
"MAOB"	0.02	0	0.09	0.08
"MAP10"	0.12	0.2	0.11	0.14
"MAP1A"	0.85	0.82	0.42	0.41
"MAP1B"	0.71	0.74	1.3	1.24
"MAP1LC3A"	1.52	2.18	1.05	2.14
"MAP1LC3B"	73.2	73.87	104.77	115.16
"MAP1LC3B2"	1.1	0.25	1.3	1.49
"MAP1LC3C"	0	0	0	0
"MAP1S"	11.37	12.33	18.54	22.07
"MAP2"	3.19	4.1	27.78	27.61
"MAP2K1"	81.17	84.8	97.26	104.01
"MAP2K2"	169.99	170.83	148.53	150.01
"MAP2K3"	59.14	65.55	87.05	90.93
"MAP2K4"	24.49	26.75	36.4	34.64
"MAP2K4P1"	0.09	0.04	0	0.03
"MAP2K5"	12.9	12.37	10.95	12.6
"MAP2K6"	12.79	10.72	2.79	3.33
"MAP2K7"	21.83	23.07	21.1	21.2
"MAP3K1"	4.83	5.98	5.71	6.2
"MAP3K10"	3.79	4.36	4.91	5.13
"MAP3K11"	48.36	54.1	56.49	57.81
"MAP3K12"	6.1	4.31	2.68	2.51
"MAP3K13"	24.82	25.33	22.73	24.15
"MAP3K14"	16.3	19.57	30.14	31.39
"MAP3K14-AS1"	4.61	3.56	5.18	3.96
"MAP3K15"	0	0	0.02	0
"MAP3K19"	0	0	0	0
"MAP3K2"	6.05	7.6	7.5	8.62
"MAP3K3"	13.69	14.52	11.77	12.52
"MAP3K4"	16.53	16.74	11.59	11.88
"MAP3K5"	7.84	8.82	6.88	7.4
"MAP3K6"	15.75	17.15	10.85	11.46
"MAP3K7"	11.55	12.37	13.14	13.19
"MAP3K7CL"	0.38	0.23	0.23	0.46
"MAP3K8"	7.87	6.65	5.89	6.57
"MAP3K9"	5.7	6.43	6.53	6.38
"MAP4"	64.51	71.58	50.52	55.65
"MAP4K1"	0.34	0.28	0.29	0.21
"MAP4K2"	8.48	8.22	3.87	4.53
"MAP4K3"	15.82	16.83	17.75	18.4
"MAP4K4"	20.48	26.11	38.24	39.9
"MAP4K5"	19.63	21.13	23.79	25.23
"MAP6"	0.02	0.07	0.37	0.27
"MAP6D1"	3.29	3.48	2.2	3.1
"MAP7"	23.29	24.95	29.23	29.85
"MAP7D1"	113.06	120.24	150.4	145.05
"MAP7D2"	0.26	0.32	0.18	0.15
"MAP7D3"	9.1	10.37	11.78	12.36
"MAP9"	0	0	0	0
"MAPK1"	138.84	159.2	164.66	169.92
"MAPK10"	2.98	3.01	1.99	1.95
"MAPK11"	7.25	8.72	5.99	5.72
"MAPK12"	16.78	20.27	17.38	17.64
"MAPK13"	15.54	15.23	11.93	13.34
"MAPK14"	24.76	25.95	23.61	25.29
"MAPK15"	1.03	1.04	0.79	1.25
"MAPK1IP1L"	15.31	16.93	16.54	17.54
"MAPK3"	64.59	54.82	50.3	49.71
"MAPK4"	0.07	0.09	0.04	0.02
"MAPK6"	52.22	51.69	44.98	45.34
"MAPK7"	13.23	13.87	11.45	12.15
"MAPK8"	13.83	14.57	11.88	13.05
"MAPK8IP1"	7.77	8.51	3.58	5.02
"MAPK8IP2"	0.38	0.24	0.32	0.5
"MAPK8IP3"	11.04	12.06	12.04	12.69
"MAPK9"	32.69	38.47	36.11	41.52
"MAPKAP1"	108.5	118.97	133.08	131.58
"MAPKAPK2"	65.62	73.11	75.55	83.38
"MAPKAPK3"	36.21	40.32	53.2	47.57
"MAPKAPK5"	22.75	25.64	30.23	33.14
"MAPKAPK5-AS1"	13.17	13.79	14.87	13.54
"MAPKBP1"	12.95	10.99	7.75	7.86
"MAPRE1"	133.56	150.15	167.28	173.04
"MAPRE2"	14.97	17.75	27.03	29.13
"MAPRE3"	43.2	42.81	38.91	42.04
"MAPT"	0.29	0.29	0.15	0.18
"MAPT-AS1"	0	0	0	0
"MAPT-IT1"	0	0	0	0
"MARC1"	0	0.02	0.04	0.06
"MARC2"	1.49	2.19	2.32	1.88
"MARCH1"	0.27	0.38	0.15	0.33
"MARCH10"	0.08	0.09	0.03	0.19
"MARCH11"	0	0	0	0
"MARCH2"	20.46	17.42	12.14	11.27
"MARCH3"	13.86	11.16	2.18	2.33
"MARCH4"	0.02	0.08	2.27	2.4
"MARCH5"	27.77	28.81	36.15	39.72
"MARCH6"	22.32	24.04	24.12	25.28
"MARCH7"	37.88	41.99	50.34	52.59
"MARCH8"	5.92	5.3	5.47	5.24
"MARCH9"	14.51	13.04	15.23	14.25
"MARCKS"	85.36	89.53	37.58	41.19
"MARCKSL1"	31.32	35.11	30.35	35.19
"MARCO"	0.09	0.03	0.41	0.16
"MARK1"	11.15	11.47	8.58	8.26
"MARK2"	33.68	37.88	37.65	40.21
"MARK2P9"	0.27	0.27	0.3	0.54
"MARK3"	41.96	44.84	45.7	48.4
"MARK4"	8.4	8.83	9.48	11.51
"MARS"	104.88	113.54	156.74	153.8
"MARS2"	7.99	10.8	12.1	12.35
"MARVELD1"	73.72	68.21	67.79	65.98
"MARVELD2"	10.46	12.28	16.7	16.09
"MARVELD3"	30.91	32.05	30.38	38.08
"MAS1"	0	0	0	0
"MAS1L"	0	0	0	0
"MASP1"	0	0	0	0
"MASP2"	0.24	0.46	0.33	0.38
"MAST1"	0.16	0.19	0.12	0.08
"MAST2"	15.3	19.13	19.72	21.14
"MAST3"	1.75	1.69	1.52	1.3
"MAST4"	6.05	6.27	4.04	4.4
"MASTL"	27.53	30.32	29.94	31.84
"MAT1A"	0	0	0	0
"MAT2A"	156.97	186.47	206.09	204.65
"MAT2B"	122	109.09	101.36	105.04
"MATK"	5.12	4.42	4.25	4.68
"MATN1"	0.05	0.04	0.04	0.04
"MATN1-AS1"	2.04	1.86	1.83	1.53
"MATN2"	91.56	96.9	30.03	36.07
"MATN3"	2.26	2.51	2.06	1.55
"MATN4"	0.35	0.17	0.29	0.24
"MATR3"	112.85	123.32	116.03	116.15
"MAU2"	18.61	18.52	19.59	20.16
"MAVS"	14.4	17.01	15.32	16.92
"MAX"	39.42	40.08	38.82	42.01
"MAZ"	246.94	278.97	198.72	200.89
"MB"	0.06	0	0.09	0.08
"MB21D1"	4.76	5.37	8.53	8.21
"MB21D2"	13.63	15.84	11.05	10.81
"MBD1"	53.93	58.45	79.75	78.88
"MBD2"	59.15	61.76	52.89	56.04
"MBD3"	98.47	112.8	96.44	90.85
"MBD3L1"	0	0	0	0
"MBD3L2"	0.09	0	0	0
"MBD3L3"	0	0	0	0.04
"MBD3L4"	0	0	0	0.04
"MBD3L5"	0	0	0	0.04
"MBD4"	36.25	37.74	36.85	39.84
"MBD5"	1.84	1.84	1.65	1.79
"MBD6"	17.83	18.45	14	15.44
"MBIP"	9.62	11	17.23	17.04
"MBL1P"	0	0	0	0
"MBL2"	0	0	0	0
"MBLAC1"	2.19	2.04	2.91	2.6
"MBLAC2"	7.84	8.2	7.84	6.63
"MBNL1"	58.2	69.02	63.01	69.36
"MBNL1-AS1"	1.18	1.12	0.54	0.71
"MBNL2"	24.93	27.48	30.68	36.75
"MBNL3"	3.13	3.48	2.77	2.65
"MBOAT1"	12.35	12.7	9.75	10.86
"MBOAT2"	10.31	11.59	14.26	14.61
"MBOAT4"	0.03	0.1	0.15	0.32
"MBOAT7"	356.04	362.63	280.96	287.11
"MBP"	40.46	44.76	42.97	49.11
"MBTD1"	6.28	6.84	5.54	6.3
"MBTPS1"	64.28	66.81	54.61	58.16
"MBTPS2"	10.7	11.21	13.6	13.02
"MC1R"	10.52	11.7	10.11	11.6
"MC2R"	0	0	0	0
"MC3R"	0	0	0	0
"MC4R"	0.12	0.12	0	0
"MC5R"	0	0	0	0
"MCAM"	0.64	0.97	1	1.51
"MCAT"	14.15	15.82	15.28	13.28
"MCC"	14.5	15.1	9.03	9.6
"MCCC1"	34.51	31.18	29.08	30.27
"MCCC2"	34.64	40.29	47.79	47.1
"MCCD1"	0	0.1	0	0
"MCEE"	14.47	10.21	12.78	13.41
"MCEMP1"	0	0	0	0
"MCF2"	0	0.01	0	0.04
"MCF2L"	0.03	0.05	0.05	0.03
"MCF2L-AS1"	0	0	0	0
"MCF2L2"	0.03	0.07	0.03	0.03
"MCFD2"	69.14	76.39	112.93	115.76
"MCHR1"	0	0.02	0.03	0
"MCHR2"	0	0	0	0
"MCHR2-AS1"	0	0	0	0
"MCIDAS"	1.83	1.47	0.85	1.49
"MCL1"	184.24	191.68	189.57	187.6
"MCM10"	25.62	28.66	31.15	30.65
"MCM2"	201.22	206.82	206.32	200.36
"MCM3"	154.55	164.37	145.97	145.52
"MCM3AP"	23.83	27.24	27.01	30.03
"MCM3AP-AS1"	2.02	2.72	2.8	2.77
"MCM4"	122.47	139.31	131.61	129.96
"MCM5"	78.99	78.32	70.48	68.01
"MCM6"	73.73	81.3	67.36	66.25
"MCM7"	385.85	377.99	315.34	292.61
"MCM8"	34.59	36.46	39.13	36.55
"MCM8-AS1"	0	0	0	0
"MCM9"	8.35	9.51	9.84	10.15
"MCMBP"	68.36	74.34	89.86	84.05
"MCMDC2"	0.76	0.76	1.24	1.4
"MCOLN1"	9.75	8.87	8.5	9.73
"MCOLN2"	0	0.03	0	0
"MCOLN3"	0.1	0.02	0.08	0.11
"MCPH1"	8.29	10.82	10.89	11.96
"MCPH1-AS1"	0.03	0	0.06	0
"MCRS1"	79.42	79.44	62.02	58.42
"MCTP1"	0.01	0.16	0.39	0.38
"MCTP2"	6.24	6.18	6.66	7.02
"MCTS1"	8.03	8.21	8.55	8.66
"MCTS2P"	7.78	10.22	15.43	10.55
"MCU"	35.48	41.3	37.2	36.46
"MCUR1"	7.88	8.96	9.43	9.38
"MDC1"	8.51	9.79	11.67	12.02
"MDFI"	40.25	41.43	37.19	35.82
"MDFIC"	13.49	14.27	15.62	15.95
"MDGA1"	4.61	5.6	4.31	4.89
"MDGA2"	0	0	0	0
"MDH1"	295.94	312.17	254.05	271.22
"MDH1B"	1.64	1.43	0.57	0.62
"MDH2"	289.01	294.65	335.51	327.18
"MDK"	417.08	474.06	283.21	382.47
"MDM1"	8.5	9.44	7.55	7.22
"MDM2"	4.63	5.38	6.23	6.38
"MDM4"	2.04	2.61	1.92	2.29
"MDN1"	2.93	3.52	2.9	3.18
"MDP1"	14.22	13.8	10.44	10.78
"MDS2"	0	0	0	0
"ME1"	22.72	25.7	50.44	53.21
"ME2"	25.22	29.53	41.98	42.71
"ME3"	0.08	0.16	0	0.03
"MEA1"	120.25	119.64	138.4	134.74
"MEAF6"	18.75	17.54	19.31	18.66
"MEAT6"	0	0	0	0
"MECOM"	12.11	13.42	9.55	10.73
"MECP2"	18.36	19.66	19.82	20
"MECR"	17.74	17.58	17.14	16.22
"MED1"	17.04	19.76	22.78	24.27
"MED10"	99.28	98.57	153.72	149.7
"MED11"	56.2	49.76	34.36	28.42
"MED12"	9.95	10.39	9.98	10.24
"MED12L"	0.19	0.2	0.14	0.12
"MED13"	9.45	12.12	16.67	17.76
"MED13L"	8.31	10.06	11.19	12.05
"MED14"	20.47	23.99	18.96	19.75
"MED14OS"	2.5	1.93	1.93	1.45
"MED15"	130.17	133.94	130.29	132.95
"MED15P9"	0	0	0	0
"MED16"	33.82	33.16	29.68	28.99
"MED17"	23.5	26.98	30.62	31
"MED18"	24.2	24.02	23.08	24.26
"MED19"	16.92	16.94	14.56	15.8
"MED20"	16.27	16.09	18.15	16.41
"MED21"	24.3	28.09	24.28	24.06
"MED22"	25.46	29.33	24.63	25.69
"MED23"	11.39	12.3	12.74	12.96
"MED24"	36.19	37.95	35.96	34.49
"MED25"	37.15	40.18	33.82	32.02
"MED26"	6.24	7.5	7.48	7.55
"MED27"	116.18	132.58	187.17	177.9
"MED28"	18.42	18.11	21.2	20.95
"MED29"	19.85	21.4	22.35	25.3
"MED30"	39.88	32.48	44.65	39.97
"MED31"	19.91	17.71	14.84	14.88
"MED4"	34.96	36.61	34.28	33.63
"MED4-AS1"	0	0	0	0.21
"MED6"	27.22	24.45	30.55	30.56
"MED7"	23.73	25.85	25.84	21.15
"MED8"	39.11	42.38	39.91	41.15
"MED9"	18.38	19.73	22.81	21.09
"MEDAG"	0	0	0	0
"MEF2A"	14.25	15.42	14.36	16.43
"MEF2B"	0	0.43	4.36	2.92
"MEF2BNB"	11.99	12.18	10.22	8.98
"MEF2BNB-MEF2B"	6.64	6.56	7.36	8
"MEF2C"	5.96	8.51	2.88	4.37
"MEF2C-AS1"	0.07	0.1	0	0
"MEF2D"	16.34	16.69	17.98	16.85
"MEFV"	0.02	0.02	0.03	0.06
"MEG3"	0	0	0.06	0.05
"MEG8"	0	0	0	0
"MEG9"	0	0	0	0
"MEGF10"	0	0	0.01	0.03
"MEGF11"	0.01	0.03	0.01	0.02
"MEGF6"	7.78	8.28	3.96	4.6
"MEGF8"	5.68	6.48	3.61	3.94
"MEGF9"	29.46	31.07	25.06	29.35
"MEI1"	0	0	0	0.02
"MEI4"	0	0	0	0
"MEIG1"	1.05	0.6	1.1	0.81
"MEIKIN"	0	0	0	0
"MEIOB"	0	0	0.05	0
"MEIS1"	2.66	3.21	1.38	2
"MEIS1-AS2"	0	0	0	0
"MEIS1-AS3"	0	0.03	0	0.02
"MEIS2"	28.43	29.95	13.73	14.29
"MEIS3"	12.15	11.34	11.43	12.38
"MEIS3P1"	0.02	0	0	0.02
"MELK"	45.66	52.2	46.85	49.92
"MEMO1"	63.92	69.08	79.5	78.75
"MEN1"	46.68	47.8	44.76	48.29
"MEOX1"	0	0	0	0
"MEOX2"	0	0	0	0
"MEOX2-AS1"	0	0	0	0
"MEP1A"	0.04	0.09	0.13	0.12
"MEP1B"	0.02	0.02	0	0.03
"MEPCE"	62.41	68.15	75.16	80.85
"MEPE"	0	0	0	0
"MERTK"	0.13	0.13	0.58	1.32
"MESDC1"	27.04	29.3	30.89	27.96
"MESDC2"	30.67	33.2	31.49	32.78
"MESP1"	1.4	1.09	2.1	1.94
"MESP2"	0.57	0.82	0.58	0.33
"MEST"	16.49	17.91	11.93	13.19
"MESTIT1"	0	0	0	0
"MET"	26.45	36.72	49.29	57.57
"METAP1"	70.62	71.03	54.39	53.99
"METAP1D"	6.91	7.61	9.5	7.56
"METAP2"	64.42	74.23	87.97	84.79
"METRN"	76.84	70.24	36.63	42.54
