	day0-WT_1	day0-WT_2	day1-WT_1	day1-WT_2	day0-KO_1	day0-KO_2	day1-KO_1	day1-KO_2
Mir293	0	0	0	0	0	0	0	0
Mir294	0	0	0	0	0	0	0	0
Mir295	0	0	0	0	0	0	0	0
Mir296	0	0	0	0	0	0	0	0
Mir297-1	0	0	0	0	0	0	0	0
Mir297a-2	0	0	0	0	0	0	0	0
Mir297a-3	0	0	0	0	0	0	0	0
Mir297a-4	0	0	0	0	0	0	0	0
Mir297b	0	0	0	0	0	0	0	0
Mir297c	0	0	0	0	0	0	0	0
Mir298	0	0	0	0	0	0	0	0
Mir299a	0	0	0	0	0	0	0	0
Mir299b	0	0	0	0	0	0	0	0
Mir29a	0	0	0	0	0	0	0	0
Mir29b-1	0	0	0	0	0	0	0	0
Mir29b-2	0	0	0	0	0	0	0	0
Mir29c	0	0	0	0	0	0	0	0
Mir300	0	0	0	0	0	0	0	0
Mir301	0	0	0	0	0	0	0	0
Mir301b	0	0	0	0	0	0	0	0
Mir302a	0	0	0	0	0	0	0	0
Mir302b	0	0	0	0	0	0	0	0
Mir302c	0	0	0	0	0	0	0	0
Mir302d	0	0	0	0	0	0	0	0
Mir3057	0	0	0	0	0	0	0	0
Mir3058	6.38	0	7.15	14.17	0	0	0	0
Mir3059	0	0	0	0	0	0	0	0
Mir3060	0	0	0	0	0	0	0	0
Mir3061	0	0	0	0	0	0	5.98	0
Mir3062	0	0	0	0	0	0	0	0
Mir3063	0	5.48	0	0	0	0	0	0
Mir3064	0	0	0	0	0	0	0	0
Mir3065	0	0	0	0	0	0	0	0
Mir3066	0	0	0	0	0	0	0	0
Mir3067	0	0	0	0	0	0	0	0
Mir3068	0	0	0	0	0	0	0	49.64
Mir3069	0	0	0	0	0	0	0	0
Mir3070a	0	0	0	0	0	0	0	0
Mir3070b	0	0	0	0	0	0	0	0
Mir3071	0	0	0	0	0	0	0	0
Mir3072	0	0	0	0	0	0	11.4	0
Mir3073a	0	0	0	0	0	0	0	0
Mir3073b	0	0	0	0	0	0	0	0
Mir3074-1	0	0	0	9.94	0	0	0	0
Mir3074-2	0	0	0	0	0	0	0	0
Mir3075	0	0	0	0	0	0	0	0
Mir3076	0	0	0	0	0	0	0	0
Mir3077	0	0	0	0	0	0	0	0
Mir3078	0	0	0	0	0	0	0	0
Mir3079	0	0	0	0	0	0	0	0
Mir3080	0	0	0	0	0	0	0	0
Mir3081	0	0	0	0	0	0	0	0
Mir3082	0	0	0	0	0	0	0	0
Mir3083	0	0	0	0	0	0	0	0
Mir3084-1	0	0	0	0	0	0	0	0
Mir3085	0	0	0	0	0	0	0	0
Mir3086	0	0	0	0	0	0	0	0
Mir3087	0	0	0	0	0	0	0	0
Mir3088	0	0	0	0	0	0	0	0
Mir3089	0	0	0	0	0	0	0	0
Mir3090	0	0	0	0	0	0	0	0
Mir3091	117.9	0	131.87	0	0	0	0	0
Mir3092	0	0	5.52	0	0	0	4.61	0
Mir3093	0	0	0	0	0	0	0	0
Mir3094	0	0	0	0	0	0	0	0
Mir3095	0	0	0	0	0	0	0	0
Mir3097	0	0	0	0	0	0	0	0
Mir3098	0	0	0	0	0	0	0	0
Mir3099	0	0	0	0	0	0	0	0
Mir30a	0	0	0	0	0	0	0	0
Mir30b	0	0	0	0	0	0	0	0
Mir30c-1	0	0	0	0	0	0	0	0
Mir30c-2	0	0	0	0	0	0	0	0
Mir30d	0	0	0	0	0	0	0	0
Mir30e	0	0	0	0	0	0	0	0
Mir30f	0	0	0	0	0	0	0	0
Mir31	0	0	0	0	0	0	0	0
Mir3100	0	0	0	0	0	0	0	0
Mir3101	0	0	8.71	25.87	8.48	8.81	7.27	0
Mir3102	0	0	0	0	0	0	0	0
Mir3103	0	0	0	0	0	0	0	0
Mir3104	0	0	0	0	0	0	0	0
Mir3105	0	0	0	0	0	0	0	0
Mir3106	0	0	0	0	0	0	0	0
Mir3107	0	0	0	0	0	0	0	0
Mir3108	0	0	0	0	0	0	0	0
Mir3109	0	0	0	0	0	0	0	0
Mir3110	0	0	0	0	0	0	0	0
Mir3112	0	0	0	0	0	0	0	0
Mir3113	0	0	0	0	0	0	0	0
Mir32	0	0	0	0	0	0	0	0
Mir320	0	0	0	0	0	0	0	0
Mir322	0	0	0	0	0	0	0	0
Mir323	0	0	0	0	0	0	0	0
Mir324	0	0	0	0	0	0	0	8.08
Mir325	0	0	0	0	0	0	0	0
Mir326	0	0	0	0	0	0	0	0
Mir327	0	0	0	0	0	0	0	0
Mir328	0	0	0	0	0	0	0	0
Mir329	0	0	0	0	0	0	0	0
Mir33	0	0	0	0	0	0	0	0
Mir330	0	0	0	0	0	0	0	0
Mir331	0.49	0	0	0	0	0	0	0
Mir335	0	0	0	0	0	0	0	0
Mir337	0	0	0	0	0	0	0	0
Mir338	0	0	0	0	0	0	0	0
Mir339	0	0	0	0	0	0	0	0
Mir340	0	0	0	0	0	0	0	0
Mir341	0	0	0	0	0	0	0	0
Mir342	0	0	0	0	0	0	0	0
Mir343	0	0	0	0	0	0	0	0
Mir344	0	0	0	0	0	0	0	0
Mir344-2	0	0	0	0	0	0	0	0
Mir344b	0	0	0	0	0	0	0	0
Mir344c	0	0	0	0	0	0	0	0
Mir344d-1	0	0	0	0	0	0	0	0
Mir344d-2	0	0	0	0	0	0	0	0
Mir344d-3	0	0	0	0	0	0	0	0
Mir344e	0	0	0	0	0	0	0	0
Mir344f	0	0	0	0	0	0	0	0
Mir344g	0	0	0	0	0	0	0	0
Mir344h-1	0	0	0	0	0	0	0	0
Mir344h-2	0	0	0	0	0	0	0	0
Mir344i	0	0	0	0	0	0	0	0
Mir345	9.84	0	0	0	0	0	0	0
Mir346	0	0	0	0	0	0	0	0
Mir3470a	0	0	0	0	0	0	0	0
Mir3470b	0	0	0	0	0	0	0	0
Mir3471-1	0	0	0	0	0	0	0	0
Mir3471-2	0	0	0	0	0	0	0	0
Mir3472	0	0	0	0	0	0	0	0
Mir3473a	0	0	0	0	0	0	0	0
Mir3473c	0	0	0	0	0	0	0	0
Mir3473d	0	0	0	0	0	0	0	0
Mir3473e	0	0	0	0	0	0	2.81	0
Mir3473f	0	0	0	0	0	0	0	0
Mir3473g	0	0	0	0	0	0	0	0
Mir3474	0	0	0	0	0	0	0	0
Mir3475	0	0	0	0	0	0	0	0
Mir34a	0	0	0	0	4.21	0	0	0
Mir34b	0	0	0	0	0	0	0	0
Mir34c	0	0	0	0	0	0	0	0
Mir350	0	0	0	0	0	0	0	0
Mir351	0	0	0	0	0	0	0	0
Mir3544	0	0	0	0	0	0	0	0
Mir3547	0	0	0	0	0	0	0	0
Mir3569	0	0	0	0	0	0	0	0
Mir3572	0	0	0	0	0	0	0	0
Mir361	0	0	0	0	0	0	0	0
Mir362	0	0	0	0	0	0	0	0
Mir3620	0	0	0	0	0	0	0	0
Mir363	0	0	0	0	0	0	0	0
Mir365-1	0	0	0	0	0	0	0	0
Mir365-2	2.84	0	3.18	3.15	0	0	0	0
Mir367	0	0	0	0	0	0	0	0
Mir369	0	0	0	0	0	0	0	0
Mir370	0	0	0	0	0	0	0	0
Mir374b	0	5.21	0	0	0	0	0	0
Mir374c	0	0	0	0	0	0	0	0
Mir375	0	0	0	0	0	0	0	0
Mir376a	0	0	0	0	0	0	0	0
Mir376b	0	0	0	0	0	0	0	0
Mir376c	0	0	0	0	0	0	0	0
Mir377	0	0	0	0	0	0	0	0
Mir378a	0	0	0	0	0	0	0	0
Mir378b	0	0	6.75	0	0	0	0	6.72
Mir378c	0	0	0	0	0	0	0	0
Mir378d	0	0	0	0	0	0	0	0
Mir379	0	0	0	0	0	0	0	0
Mir380	0	0	0	0	0	0	0	0
Mir381	0	0	0	0	0	0	0	0
Mir382	0	0	0	0	0	0	0	0
Mir383	0	0	0	0	0	0	0	0
Mir384	0	0	0	0	0	0	0	0
Mir3960	0	0	0	0	0	0	0	0
Mir3961	0	0	0	0	0	0	0	0
Mir3962	0	0	0	0	0	0	0	0
Mir3963	0	0	0	0	0	0	0	0
Mir3964	0	0	0	0	0	0	0	0
Mir3965	0	0	0	0	0	0	0	0
Mir3966	0	0	0	0	0	0	0	0
Mir3967	0	0	0	0	0	0	0	0
Mir3968	0	0	0	0	0	0	0	0
Mir3969	0	0	0	0	0	0	0	0
Mir3970	0	0	0	0	0	0	0	0
Mir3971	0	0	0	0	0	0	0	0
Mir409	0	0	0	0	0	0	0	0
Mir410	10.54	0	0	0	0	0	0	0
Mir411	0	0	0	0	0	0	0	0
Mir412	0	0	0	0	0	0	0	0
Mir421	0	0	0	0	0	0	0	0
Mir423	0	0	0	0	0	0	0	0
Mir425	0	0	0	0	0	0	0	0
Mir429	0	0	0	0	0	0	0	0
Mir431	0	0	0	0	0	0	0	0
Mir432	0	0	0	0	0	0	0	0
Mir433	0	0	0	0	1.96	0	0	0
Mir434	0	0	0	0	0	0	0	0
Mir448	0	0	0	0	0	0	0	0
Mir449a	0	0	0	0	0	0	0	0
Mir449b	0	0	0	0	0	0	0	0
Mir449c	0	0	0	0	0	0	0	0
Mir450-1	0	0	0	0	0	0	0	0
Mir450-2	0	0	0	0	0	0	0	0
Mir450b	0	0	0	0	0	0	0	0
Mir451a	0	0	0	0	0	0	0	0
Mir451b	0	0	0	0	0	0	0	0
Mir452	0	0	0	0	0	0	0	0
Mir453	0	0	0	0	0	0	0	0
Mir455	0	0	0	0	0	0	0	0
Mir463	0	0	0	0	0	0	0	0
Mir465	0	0	0	0	0	0	0	0
Mir465b-1	0	0	0	0	0	0	0	0
Mir465b-2	0	0	0	0	0	0	0	0
Mir465c-1	0	0	0	0	0	0	0	0
Mir465c-2	0	0	0	0	0	0	0	0
Mir465d	0	0	0	0	0	0	0	0
Mir466	0	0	0	0	0	0	0	0
Mir466b-1	0	0	0	0	0	0	0	0
Mir466b-2	0	0	0	0	0	0	0	0
Mir466b-3	0	0	0	0	0	0	0	0
Mir466b-4	0	0	0	0	0	0	0	0
Mir466b-5	0	0	0	0	0	0	0	0
Mir466b-6	0	0	0	0	0	0	0	0
Mir466b-7	0	0	0	0	0	0	0	0
Mir466b-8	0	0	0	0	0	0	0	0
Mir466c-1	0	0	0	0	0	0	0	0
Mir466c-2	0	0	0	0	0	0	0	0
Mir466d	0	0	0	0	0	0	0	0
Mir466e	0	0	0	0	0	0	0	0
Mir466f-1	0	0	0	0	0	0	0	0
Mir466f-2	0	0	0	0	0	0	0	0
Mir466f-3	0	0	0	0	0	0	0	0
Mir466f-4	0	0	0	0	0	0	0	0
Mir466g	0	0	0	0	0	0	0	0
Mir466h	0	0	0	0	0	0	0	0
Mir466i	0	0	0	0	0	0	2.15	0
Mir466j	0	0	0	0	0	0	0	0
Mir466k	0	0	0	0	0	0	0	0
Mir466l	0	0	0	0	0	0	0	0
Mir466m	0	0	0	0	0	0	0	0
Mir466n	0	0	0	0	0	0	0	0
Mir466o	0	0	0	0	0	0	0	0
Mir466p	0	0	0	0	0	0	0	0
Mir466q	0	0	0	0	0	0	0	0
Mir467a-1	0	0	0	0	0	0	0	0
Mir467a-10	0	0	0	0	0	0	0	0
Mir467a-2	0	0	0	0	0	0	0	0
Mir467a-3	0	0	0	0	0	0	0	0
Mir467a-4	0	0	0	0	0	0	0	0
Mir467a-5	0	0	0	0	0	0	0	0
Mir467a-6	0	0	0	0	0	0	0	0
Mir467a-7	0	0	0	0	0	0	0	0
Mir467a-8	0	0	0	0	0	0	0	0
Mir467a-9	0	0	0	0	0	0	0	0
Mir467b	0	0	0	0	0	0	0	0
Mir467c	0	0	0	0	0	0	0	0
Mir467d	0	0	0	0	0	0	0	0
Mir467e	0	0	0	0	0	0	0	0
Mir467f	0	0	0	0	0	0	0	0
Mir467g	0	0	0	0	0	0	0	0
Mir467h	0	0	0	0	0	0	0	0
Mir468	0	0	0	0	0	0	0	0
Mir470	0	0	0	0	0	0	0	0
Mir471	0	0	0	0	0	0	0	0
Mir483	0	0	0	0	0	0	0	0
Mir484	0	0	0	0	0	0	0	0
Mir485	0	0	0	0	0	0	0	0
Mir486	0	0	0	0	0	0	0	0
Mir487b	0	0	0	0	0	0	0	0
Mir488	0	0	0	0	0	0	0	0
Mir489	0	0	0	0	0	0	0	0
Mir490	0	0	0	0	0	0	0	0
Mir491	0	0	0	0	0	0	0	0
Mir493	0	0	0	0	0	0	0	0
Mir494	0	0	0	0	0	0	0	0
Mir495	0	0	0	0	0	0	0	0
Mir496a	0	0	0	0	0	0	0	0
Mir496b	0	0	0	0	0	0	0	0
Mir497	0	0	0	0	0	0	0	0
Mir497b	0	0	0	0	0	0	0	0
Mir499	0	0	0	0	0	0	0	0
Mir500	0	0	0	0	0	0	0	0
Mir501	0	0	0	0	0	0	0	0
Mir503	0	0	0	0	0	0	0	0
Mir504	0	0	0	0	0	0	0	0
Mir5046	0	0	0	0	0	0	0	0
Mir505	0	0	0	0	0	0	0	0
Mir509	0	0	0	0	0	0	0	0
Mir5098	0	0	0	0	0	0	0	0
Mir5099	0	0	0	0	0	0	0	0
Mir5100	0	0	0	0	0	0	0	0
Mir5101	0	0	0	0	0	0	0	0
Mir5103	0	0	0	0	0	0	0	0
Mir5104	0	0	0	0	0	0	0	0
Mir5106	0	0	0	0	0	0	0	0
Mir5107	0	0	0	0	0	0	0	0
Mir5108	0	0	0	0	0	0	0	0
Mir511	0	0	0	0	0	0	0	0
Mir5110	0	0	0	0	0	0	0	0
Mir5112	0	0	0	0	0	0	0	0
Mir5113	5.89	0	0	0	0	0	14.24	0
Mir5114	0	0	0	0	0	0	0	0
Mir5116	0	0	0	0	0	0	0	0
Mir5118	0	0	0	0	0	0	0	0
Mir5119	0	0	0	0	0	0	0	0
Mir5120	0	0	0	0	0	0	0	0
Mir5121	0	0	0	0	0	0	0	0
Mir5122	4.75	4.52	0	0	20.02	0	1.58	0
Mir5123	0	0	0	0	0	0	0	0
Mir5124a	0	0	0	0	0	0	0	0
Mir5124b	0	0	0	0	0	0	0	0
Mir5125	0	0	0	0	0	0	0	0
Mir5126	0	0	0	0	0	0	0	0
Mir5127	0	0	0	0	0	0	0	0
Mir5128	0	0	0	0	0	0	0	0
Mir5129	0	0	0	0	0	0	0	0
Mir5130	5.38	0	0	0.05	3.01	0	0	0
Mir5131	5.03	6.23	6.75	0.02	0.56	19.55	0	0
Mir5132	0	0	0	0	0	0	0	0
Mir5133	38.05	77.6	0	0	41.66	129.67	0	42.37
Mir5134	0	0	0	0	0	0	0	0
Mir5135	0	0	0	0	0	0	0	0
Mir5136	0	0	0	0	0	0	0	0
Mir532	0	0	0	0	0	0	0	0
Mir539	0	0	0	0	0	0	0	0
Mir540	0	0	0	0	0	0	0	0
Mir541	0	0	0	0	0	0	0	0
Mir542	0	0	0	0	0	0	0	0
Mir543	0	0	0	0	0	0	0	0
Mir544	0	0	0	0	0	0	0	0
Mir546	113.4	114.17	85.07	46.37	23.01	49.75	46.34	92.59
Mir547	0	0	0	0	0	0	0	0
Mir551b	0	0	0	0	0	0	0	0
Mir5615-1	0	0	0	0	0	0	0	0
Mir5615-2	0	0	0	0	0	0	0	0
Mir5616	0	0	0	0	0	0	0	0
Mir5617	0	0	0	0	0	0	0	0
Mir5618	0	0	0	0	0	0	0	0
Mir5619	0	0	0	0	0	0	0	0
Mir5620	0	0	0	0	0	0	0	0
Mir5621	0	0	0	0	0	0	0	0
Mir5622	0	0	0	0	0	0	0	0
Mir5623	0	0	0	0	0	0	0	0
Mir5624	0	0	0	0	0	0	0	0
Mir5625	0	0	30.28	0	27.76	10.04	0	0
Mir5626	0	0	0	0	0	0	0	0
Mir5627	0	0	0	0	0	0	0	0
Mir568	0	0	0	13.51	0	13.81	0	27.15
Mir5709	0	0	0	0	0	0	0	0
Mir5710	0	0	0	0	0	0	0	0
Mir574	0	0	0	0	0	0	0	0
Mir582	0	0	0	0	0	0	0	0
Mir592	0	0	0	0	0	0	0	0
Mir598	0	0	0	0	0	0	0	0
Mir599	0	0	0	0	0	0	0	0
Mir615	0	0	0	0	0	0	0	0
Mir6236	54.95	59.93	36.98	90.34	59.99	77.32	70.01	250.34
Mir6237	0	0	0	0	0	0	0	0
Mir6238	0	0	0	0	0	0	0	0
Mir6239	0	0	0	0	0	0	0	0
Mir6240	0	0	0	0	0	0	0	0
Mir6241	0	0	0	0	0	0	0	0
Mir6244	3.13	3.79	0	3.12	0	3.74	6.61	0
Mir6335	0	0	0	0	0	0	0	0
Mir6336	0	0	0	0	0	0	0	0
Mir6337	0	0	0	0	0	0	0	0
Mir6338	0	0	0	0	0	0	0	0
Mir6339	0	0	0	0	0	0	0	0
Mir6340	12.55	14.03	15.85	0	4.54	33.2	0	15.87
Mir6341	0	0	0	0	0	0	0	0
Mir6342	0	0	0	0	0	0	0	0
Mir6343	0	0	0	0	0	0	0	0
Mir6344	0	0	0	0	0	0	0	0
Mir6345	0	0	0	0	0	0	0	0
Mir6346	0	0	0	0	0	0	0	0
Mir6347	0	0	0	0	0	0	0	0
Mir6348	0	0	0	0	0	0	0	0
Mir6349	0	0	0	0	0	0	0	0
Mir6350	0	0	0	0	0	0	0	0
Mir6351	0	0	0	0	0	0	0	0
Mir6352	0	0	0	0	0	0	0	0
Mir6353	0	0	0	0	0	0	0	0
Mir6354	0	0	0	0	0	0	0	0
Mir6355	0	0	0	0	0	0	0	0
Mir6356	0	0	0	0	0	0	0	0
Mir6357	6.48	9.97	4.3	0	0	0	0	0
Mir6358	0	0	0	0	0	0	0	0
Mir6359	0	0	0	0	0	0	0	0
Mir6360	0	0	0	0	0	0	0	0
Mir6361	0	0	0	0	0	0	0	0
Mir6362	0	0	0	0	0	0	0	0
Mir6363	0	0	14.27	0	16.7	0	0	4.06
Mir6364	0	0	0	0	0	0	0	0
Mir6365	0	0	0	0	0	0	0	0
Mir6366	0	0	0	0	0	0	0	0
Mir6367	0	0	0	0	0	0	0	0
Mir6368	0	0	0	0	0	0	0	0
Mir6369	0	0	0	0	0	0	0	0
Mir6370	0	0	0	0	0	0	0	0
Mir6371	0	0	0	0	0	0	0	0
Mir6372	0	0	0	0	0	0	0	0
Mir6373	0	0	0	0	0	0	0	0
Mir6374	0	0	0	3.63	0	0	0	0
Mir6375	0	0	0	0	0	0	0	0
Mir6376	0	0	0	0	0	0	0	0
Mir6377	0	0	0	0	0	0	0	0
Mir6378	0	0	0	0	0	0	0	0
Mir6379	0	0	0	0	0	0	0	0
Mir6380	0	0	0	0	0	0	0	0
Mir6381	0	0	0	0	0	0	0	0
Mir6382	0	0	0	0	0	0	0	0
Mir6383	0	0	0	0	0	0	0	0
Mir6384	0	0	0	0	0	0	0	0
Mir6385	0	0	3.91	0	0	7.9	3.26	0
Mir6386	0	0	0	0	0	0	3.37	0
Mir6387	0	0	0	0	0	0	0	0
Mir6388	0	0	0	0	0	0	0	0
Mir6389	0	0	0	0	0	0	0	0
Mir6390	0	0	0	0	0	0	0	0
Mir6391	0	0	0	0	0	0	0	0
Mir6392	0	0	0	0	0	0	0	0
Mir6393	0	0	0	0	0	0	0	0
Mir6394	0	0	0	0	0	0	0	0
Mir6395	0	0	0	0	0	0	5.98	0
Mir6396	0	0	0	0	0	0	0	0
Mir6397	0	0	0	0	0	0	0	0
Mir6398	0	0	0	0	0	0	0	0
Mir6399	0	0	0	0	0	0	0	0
Mir6400	0	0	0	0	0	6.83	0	0
Mir6401	0	0	0	0	0	0	0	0
Mir6402	0	0	0	0	0	0	0	0
Mir6403	1.96	0	0	0	0	0	3.67	0
Mir6404	0	0	0	0	0	0	0	0
Mir6405	0	0	0	0	0	0	0	0
Mir6406	0	0	0	0	0	0	0	0
Mir6407	0	0	0	0	0	0	0	0
Mir6408	0	0	0	0	0	0	0	0
Mir6409	0	0	0	0	0	0	0	0
Mir6410	0	0	0	0	0	0	0	0
Mir6411	0	0	0	0	0	0	0	0
Mir6412	0	0	0	0	0	0	0	0
Mir6413	0	0	0	0	0	0	0	0
Mir6414	0	0	0	0	0	0	0	0
Mir6415	0	0	0	0	0	0	0	0
Mir6416	0	0	0	0	0	0	0	0
Mir6417	0	0	0	0	0	0	0	0
Mir6418	2.63	0	0	5.84	2.87	0	0	0
Mir6419	0	0	0	0	0	0	0	0
Mir6420	0	0	0	0	0	0	0	0
Mir6481	0	0	0	3.42	0	0	0	0
Mir6516	3	0	0	0	0	3.4	5.61	0
Mir652	0	0	0	0	0	0	0	0
Mir653	0	0	0	0	0	0	0	0
Mir6537	0	0	0	0	0	0	0	0
Mir6538	0	0	0	0	0	0	0	3.34
Mir6539	0	0	0	0	0	0	0	0
Mir654	0	0	0	0	0	0	0	0
Mir6540	0	0	0	0	0	0	0	0
Mir6541	0	0	0	0	0	0	0	0
Mir6546	0	0	0	0	0	0	0	0
Mir664	0	0	0	0	0	0	0	0
Mir665	0	0	0	0	0	0	0	0
Mir666	0	0	0	0	0	0	0	0
Mir667	0	0	0	0	0	0	0	0
Mir668	0	0	0	0	0	0	0	0
Mir669a-1	0	0	0	0	0	0	0	0
Mir669a-10	0	0	0	0	0	0	0	0
Mir669a-11	0	0	0	0	0	0	0	0
Mir669a-12	0	0	0	0	0	0	0	0
Mir669a-2	0	0	0	0	0	0	0	0
Mir669a-3	0	0	0	0	0	0	0	0
Mir669a-4	0	0	0	0	0	0	0	0
Mir669a-5	0	0	0	0	0	0	0	0
Mir669a-6	0	0	0	0	0	0	0	0
Mir669a-7	0	0	0	0	0	0	0	0
Mir669a-8	0	0	0	0	0	0	0	0
Mir669a-9	0	0	0	0	0	0	0	0
Mir669b	0	0	0	0	0	0	0	0
Mir669c	0	0	0	0	0	0	0	0
Mir669d	0	0	0	0	0	0	0	0
Mir669d-2	0	0	0	0	0	0	0	0
Mir669e	0	0	0	0	0	0	0	0
Mir669f	0	0	0	0	0	0	0	0
Mir669g	0	0	0	0	0	0	0	0
Mir669h	0	0	0	0	0	0	0	0
Mir669i	0	0	0	0	0	0	0	0
Mir669j	0	0	0	0	0	0	0	0
Mir669k	0	0	0	0	0	0	0	0
Mir669l	0	0	0	0	0	0	0	0
Mir669m-1	0	0	0	0	0	0	0	0
Mir669m-2	0	0	0	0	0	0	0	0
Mir669n	0	0	0	0	0	0	0	0
Mir669o	0	0	0	0	0	0	0	0
Mir669p-1	0	0	0	0	0	0	0	0
Mir669p-2	0	0	0	0	0	0	0	0
Mir670	0	0	0	0	0	0	0	0
Mir671	25.5	6.83	0	0	0	0	0	0
Mir6715	0	0	0	0	0	0	0	0
Mir672	0	0	0	0	0	0	0	0
Mir673	0	0	0	0	0	0	0	0
Mir674	0	0	0	0	0	0	0	0
Mir675	0	0	0	0	0	0	0	0
Mir676	0	0	0	0	0	0	0	0
Mir6769b	0	0	0	0	0	0	0	0
Mir677	0	0	0	0	0	0	0	31.3
Mir678	40.57	19.24	14.64	25.42	18.23	7.8	0.14	1.57
Mir679	0	0	0	0	0	0	0	0
Mir680-1	0	0	0	0	0	0	0	0
Mir680-2	0	0	0	0	0	0	0	0
Mir680-3	0	0	0	0	0	0	0	0
Mir681	0	0	0	0	0	0	0	0
Mir682	0	0	5.53	0	0	0	0	0
Mir683-1	0	0	0	0	0	0	0	0
Mir683-2	0	0	0	0	0	0	0	0
Mir684-1	53.58	85.21	125.8	274.71	116.51	148.5	124.03	157.71
Mir684-2	0	0	0	0	0	0	0	0
Mir686	144.92	110.86	18.16	67.1	144.98	106.98	131.68	42.46
Mir687	0	0	0	0	0	0	0	0
Mir688	0	0	0	0	0	0	0	0
Mir6896	0	0	0	0	0	0	0	0
Mir6897	0	0	0	0	0	0	0	0
Mir6898	0	0	0	0	0	0	0	0
Mir6899	0	0	0	0	0	0	0	0
Mir690	0	0	0	0	0	0	0	0
Mir6900	0	0	0	0	0	0	0	0
Mir6901	0	0	0	0	0	0	0	0
Mir6902	0	0	0	0	0	0	0	0
Mir6903	0	0	0	0	0	0	0	0
Mir6904	0	0	0	0	0	0	0	0
Mir6905	0	0	0	0	0	0	0	0
Mir6906	0	0	0	0	0	0	0	0
Mir6907	0	0	0	0	0	0	0	0
Mir6908	0	0	0	0	0	0	0	0
Mir6909	0	0	0	0	0	0	0	0
Mir691	0	0	0	0	0	0	0	0
Mir6910	0	0	0	0	0	0	0	0
Mir6911	0	0	0	0	0	0	0	0
Mir6912	0	0	0	0	0	0	0	0
Mir6913	0	0	0	0	0	0	0	0
Mir6914	0	0	0	0	0	0	0	0
Mir6915	0	0	0	0	0	0	0	0
Mir6916	0	0	0	0	0	0	0	0
Mir6917	0	0	0	0	0	0	0	0
Mir6918	0	0	0	0	0	0	0	0
Mir6919	0	0	0	0	0	0	0	0
Mir692-1	0	0	0	0	0	0	0	0
Mir692-2	0	0	0	0	1.68	0	0	0
Mir692-3	0	0	0	0	1.68	0	0	0
Mir6920	0	0	0	0	0	0	0	0
Mir6921	0	0	0	0	0	0	0	0
Mir6922	0	0	0	0	0	0	0	0
Mir6923	0	0	0	0	0	0	0	0
Mir6924	0	0	0	0	0	0	0	0
Mir6925	0	0	0	0	0	0	0	0
Mir6926	0	0	0	0	0	0	0	0
Mir6927	0	0	0	0	0	0	0	0
Mir6928	0	0	0	0	0	0	0	0
Mir6929	0	0	0	0	0	0	0	0
Mir693	0	0	0	0	0	0	0	0
Mir6930	0	0	0	0	0	0	0	0
Mir6931	0	0	0	0	0	0	0	0
Mir6932	0	0	0	0	0	0	0	0
Mir6933	0	0	0	0	0	0	0	0
Mir6934	0	0	0	0	0	0	0	0
Mir6935	0	0	0	0	0	0	0	0
Mir6936	0	0	0	0	0	0	0	0
Mir6937	0	0	0	0	0	0	0	0
Mir6938	0	0	0	0	0	0	0	0
Mir6939	0	0	0	0	0	0	0	0
Mir694	0	0	0	0	0	0	0	0
Mir6940	0	0	0	0	0	0	0	0
Mir6941	0	0	0	0	0	0	0	0
Mir6942	0	0	0	0	0	0	0	0
Mir6943	0	0	0	0	0	0	0	0
Mir6944	0	0	0	5.46	0	0	0	0
Mir6945	0	0	0	0	0	0	0	0
Mir6946	0	0	0	0	0	0	0	0
Mir6947	0	0	0	0	0	0	0	0
Mir6948	0	0	0	0	0	0	0	0
Mir6949	0	0	0	0	0	0	0	0
Mir695	0	0	0	0	0	0	0	0
Mir6950	0	0	0	0	0	0	0	0
Mir6951	0	0	0	0	0	0	0	0
Mir6952	0	0	0	0	0	0	0	0
Mir6953	0	0	0	0	0	0	0	0
Mir6954	0	0	0	0	0	0	0	0
Mir6955	0	0	0	0	0	0	0	0
Mir6956	0	0	0	0	0	0	0	0
Mir6957	0	0	0	0	0	0	0	0
Mir6958	0	0	0	0	0	0	0	0
Mir6959	0	0	0	0	0	0	0	0
Mir6960	0	0	0	0	0	0	0	0
Mir6961	0	0	0	0	0	0	0	0
Mir6962	0	0	0	0	0	0	0	0
Mir6963	0	0	0	0	0	0	0	0
Mir6964	0	0	0	0	0	0	0	0
Mir6965	0	0	0	0	0	0	0	0
Mir6966	0	0	0	0	0	0	0	0
Mir6968	0	0	0	0	0	0	0	0
Mir6969	0	0	0	0	0	0	0	0
Mir697	0	0	0	0	0	0	0	0
Mir6970	0	0	0	0	0	0	0	0
Mir6971	0	0	0	0	0	0	0	0
Mir6972	0	0	0	0	0	0	0	0
Mir6973a	0	0	0	0	0	0	0	0
Mir6973b	0	18.7	0	0	0	0	0	0
Mir6974	0	0	0	0	0	0	0	0
Mir6975	0	0	0	0	0	0	0	0
Mir6976	0	0	0	0	0	0	0	0
Mir6977	0	0	0	0	0	0	0	0
Mir6978	0	0	0	0	0	0	0	0
Mir6979	0	0	0	0	0	0	0	0
Mir698	0	0	0	0	0	0	0	0
Mir6980	0	0	0	0	0	0	0	0
Mir6981	0	0	0	0	0	0	0	0
Mir6982	0	0	0	0	0	0	0	0
Mir6983	0	0	0	0	0	0	0	0
Mir6984	0	0	0	0	0	0	0	0
