	day0_1	day0_2	day1_1	day1_2	day5_1	day5_2
Ift80	398	368	612	610	168	174
Ift81	409	411	331	306	404	524
Ift88	219	224	321	323	153	159
Igbp1	716	764	958	998	1375	1772
Igbp1b	0	0	0	0	0	0
Igdcc3	0	1	1	1	2	5
Igdcc4	653	552	343	300	97	108
Igf1	505	470	573	512	262	341
Igf1r	2504	2534	2539	2156	1103	1076
Igf2	89	104	156	114	29	34
Igf2bp1	51	49.1	15	22	12	11
Igf2bp2	963	1026	954	915	1009	1089
Igf2bp3	385	383	304	302	163	209
Igf2os	0	0	0	1	0	0
Igf2r	4290	3355	3599	3064	2263	2822
Igfals	5	8	2	2	5	7
Igfbp1	0	0	0	0	0	0
Igfbp2	339	326	170	168	51	50
Igfbp3	2460	2418	4096	4220	12145	13189
Igfbp4	6994	7395	7488	7757	1556	1617
Igfbp5	2635	2677	268	253	479	1083
Igfbp6	2963	3411	1171	1221	5578	7207
Igfbp7	19840.65	18274.6	18445.71	19609.49	7248.91	8583.22
Igfbpl1	1	1	0	0	0	0
Igfl3	0	0	0	0	0	0
Igflr1	30	37	17	15	39	41
Igfn1	1	0	9	6	4	0
Ighmbp2	286	233	295	249	205	195
Igip	150	123	154	154	157	152
Igll1	0	0	0	0	0	0
Iglon5	105	101	25	30	64	65
Igsf1	10	10	12	9	1	2
Igsf10	962.07	872.05	1391	1266.62	314.43	420.64
Igsf11	7	4	16	18	6	6
Igsf21	4	2	11	7	72	82
Igsf23	2	1	0	0	0	1
Igsf3	825	706	500	416	139	184
Igsf5	0	0	0	0	0	0
Igsf6	36	23	105	86	54	64
Igsf8	4253	3928	2147	2223	1603	1783
Igsf9	20	28	4	3	4	5
Igsf9b	20	13	27	13	10	4
Igtp	227.01	179.72	68.4	82.92	98.07	154.45
Ihh	0	0	1	3	2	1
Iigp1	617	404	338	375	352	657
Ik	1810	1892	2400	2317	1579	1996
Ikbip	2527	2535	1782	1778	799	955
Ikbkap	1633	1276	1351	1294	725	798
Ikbkb	1102	1008	748	727	579	699
Ikbke	389	362	483	466	311	377
Ikbkg	1184	1073	927	961	1019	1257
Ikzf1	23	14	10	12	65	85
Ikzf2	150	188	80	73	138	128
Ikzf3	0	1	1	1	0	0
Ikzf4	19	8	9	12	11	8
Ikzf5	580	558	755	710	408	545
Il10	1	0	0	0	3	2
Il10ra	7	11	6	10	25	25
Il10rb	565	577	525	517	428	511
Il11	41	28	63	113	5	11
Il11ra1	2553.08	2508.28	1984.69	2162.28	1476.1	1492.29
Il11ra2	2.01	2.07	0	2.54	2.37	0
Il12a	0	0	0	0	0	0
Il12b	0	0	2	0	0	0
Il12rb1	2	2	2	2	5	6
Il12rb2	1	2	2	2	2	8
Il13	0	0	0	0	0	1
Il13ra1	1185	1115	1390	1347	416	419
Il13ra2	29	12	19	27	3	2
Il15	21	25	12	8	11	13
Il15ra	108	107	706	684	545	695
Il16	52	76	111	100	34	50
Il17a	0	0	0	0	0	0
Il17b	0	0	0	1	0	2
Il17c	0	1	1	2	1	2
Il17d	56	57	9	22	17	31
Il17f	0	0	0	0	0	0
Il17ra	2971	2666	3537	3385	982	1082
Il17rb	1	4	2	1	3	6
Il17rc	994	932	825	880	1785	1962
Il17rd	214	221	89	77	89	124
Il17re	3	0	4	1	4	3
Il18	61	74	93	104	22	33
Il18bp	37	28	23	14	28	28
Il18r1	4	6	0	2	4	3
Il18rap	0	6	4	4	5	9
Il19	0	0	0	2	0	0
Il1a	3.57	3.4	2.47	2.28	2.33	7
Il1b	2	0	0	0	0	0
Il1bos	0	0	0	0	0	0
Il1f10	2	4	3	4	0	0
Il1f5	0	0	0	0	0	0
Il1f6	0	0	0	0	0	0
Il1f8	1	0	0	0	0	0
Il1f9	0	0	0	0	0	0
Il1r1	5901	4645	19685	18730	2460	2719
Il1r2	37	38	69	74	166	203
Il1rap	1325	1063	2593.8	2468	616	730
Il1rapl1	0	0	0	0	0	0
Il1rapl2	0	0	0	0	0	0
Il1rl1	1286	1192	939	842	128	147
Il1rl2	1016	893	2402	2070	347	367
Il1rn	383	370	902	883	175	208
Il2	0	0	0	0	0	0
Il20	0	0	0	0	0	0
Il20ra	7	0	8	2	0	0
Il20rb	40	33	45	48	56	56
Il21	0	1	1	0	0	0
Il21r	11	9	2	0	3	3
Il22	0	1	0	0	0	0
Il22ra1	0	0	0	0	0	0
Il22ra2	0	0	0	2	8	13
Il23a	3	0	4	2	2	4
Il23r	0	0	0	1	0	0
Il24	0	0	0	0	0	0
Il25	1	0	1	0	1	2
Il27	0	0	0	0	2	0
Il27ra	92	69	74	57	121	100
Il2ra	3	2	7	6	4	14
Il2rb	12	10	10	3	3	4
Il2rg	110	76	42	33	37	63
Il3	0	0	0	0	0	0
Il31	0	0	0	0	0	0
Il31ra	2	2	7	5	14	23
Il33	118	140	502	478	26	26
Il34	33	34	29	30	33	37
Il3ra	952	1083	503	548	647	623
Il4	0	0	1	0	0	0
Il4i1	0	0	0	0	0	0
Il4ra	16854	15404	17264	15933	2323	2799
Il5	0	0	2	2	0	0
Il5ra	0	2	0	0	0	0
Il6	96	97	220	216	2	2
Il6ra	228	210	183	173	559	515
Il6st	17995	15821	28521	25660	6872	7714
Il7	30	18	20	21	24	24
Il7r	65	51	20	16	7	7
Il9	0	0	0	0	0	0
Il9r	3	0	3	2	0	0
Ildr1	3	1	0	0	1	0
Ildr2	670	579	157	146	74	98
Ilf2	1505.68	1401.96	1128.77	1229.85	606.96	679.86
Ilf3	2086.99	1951	1552	1391.99	583.98	756.98
Ilk	3785.43	4172.94	2326.38	2337.55	2561.74	3006.67
Ilkap	774	905	523	524	530	527
Iltifb	0	0	0	0	0	0
Ilvbl	598	506	329	331	659	806
Immp1l	376	340	279	313	448	512
Immp2l	34	40	26	22	128	121
Immt	2542	2644	2234	2182	8706	9754
Imp3	653	832	700	749	670	837
Imp4	687	623	589	620	549	652
Impa1	1083	1065	709	691	582	672
Impa2	130	120	69	83	282	206
Impact	1907	1594	1814	1819	1229	1702
Impad1	2928	2047	3668	3547	2074	2428
Impdh1	858	701	665	600	2287	2619
Impdh2	3125	2854	3477	3616	908	1116
Impg1	0	0	0	0	0	0
Impg2	10	5	20	23	33	19
Ina	5	3.44	9	13.28	7	6.41
Inadl	118	111	52	47	71	68
Inafm1	421	464	192	235	923	1001
Inafm2	402	397	613	555	488	582
Inca1	24	16	33	27	129	121
Incenp	1423	1471	1222	1136	224	232
Inf2	1848	1922	1100	1046	1321	1118
Ing1	790	724	952	982	516	552
Ing2	315	325	279	296	199	222
Ing3	183	198	237	245	262	296
Ing4	571	576	547	579	837	1005
Ing5	630	563	449	447	325	372
Inha	39	41	66	51	46	59
Inhba	1748	1411	408	448	159	119
Inhbb	1751	1517	2197	2115	634	666
Inhbc	0	0	0	0	0	0
Inhbe	0	0	0	0	0	0
Inip	310	250	310	333	182	228
Inmt	6	5	1	1	61	75
Ino80	984	803	869	767	497	563
Ino80b	250	249	191	229	175	196
Ino80c	492	484	285	281	427	555
Ino80d	901	716	821	751	674	758
Ino80dos	23.17	17.44	32.8	34.09	23.16	35.05
Ino80e	322.96	411.7	291.64	291.44	171.2	228.08
Inpp1	151	125	114	105	84	110
Inpp4a	368	358	385	398	259	285
Inpp4b	47	29	14	19	19	35
Inpp5a	1982.84	1722	1000	994	1083	1380.92
Inpp5b	1047	841	739	629	459	542
Inpp5d	91	90	126	104	89	123
Inpp5e	362.59	381.47	550.92	572.23	295.2	383.58
Inpp5f	453	459	415	424	273	300
Inpp5j	0	1	2	1	3	0
Inpp5k	355	348	404	357	502	540
Inppl1	3438	3297	2199.98	2117	2176	2440
Ins1	0	0	0	0	0	0
Ins2	0	0	0	0	0	0
Insc	29	14	0	0	0	0
Insig1	3009	2553	3736	3689	14858	20098
Insig2	560	455	592	624	809	998
Insl3	0	2.15	4	0	0	0
Insl5	0	0	0	1	0	0
Insl6	5	13	6	8	31	40
Insm1	1	0	0	0	0	0
Insm2	3	0	1	1	0	2
Insr	1151	902	2265	2087	3620	3958
Insrr	2	3	3	1	0	1
Ints1	1676	1333	1296	1160	774	945
Ints10	619	543	578	604	526	655
Ints12	306	289	302	296	222	268
Ints2	548.35	507.09	612.94	603.76	499.09	527.87
Ints3	1336	1164	1558	1464	1193	1315
Ints4	762	664	691	692	541	663
Ints5	888	862	944	924	507	553
Ints6	645	587	833	839	810	886
Ints7	1017	885	1301	1269	671	849
Ints8	1266.68	1070.14	907.87	903.47	502.63	554.18
Ints9	317	314	388	366	257	300
Intu	98	108	81	88	66	81
Invs	460.21	418.87	569.62	544	177.12	229.11
Ip6k1	2138	1840	2258	2139	1569	1927
Ip6k2	393	415	477	498	457	486
Ip6k3	1	2	1	1	5	2
Ipcef1	0	1	0	0	0	0
Ipmk	922	801	1089	1089	417	577
Ipo11	877	731	705	639	624	745
Ipo13	1086	1171	898	849	537	692
Ipo4	2828	2872	2077	2093	1325	1415
Ipo5	9947	8721	6128	5918	3419	3655
Ipo7	3386	2985	3007	2964	1946	2304
Ipo8	1256	1000	1043	924	828	1078
Ipo9	3032	2609	2244	1967	2802	3577
Ipp	181	189	223	213	215	231
Ippk	286	224	216	227	233	276
Ipw	0	0	0	0	0	0
Iqca	0	0	0	0	0	0
Iqcb1	94	104	81	84	103	119
Iqcc	225	220	333	328	243	280
Iqcd	9	7	4	4	7	7
Iqce	286	272	250	242	206	235
Iqcf1	0	0	0	0	0	0
Iqcf3	0	0	0	0	0	0
Iqcf4	0	0	0	0	0	0
Iqcf5	0	0	0	0	0	0
Iqcf6	0	0	0	0	0	0
Iqcg	28.07	23.55	11.63	19.69	22.3	27.72
Iqch	0	1	2	0	0	2
Iqcj	0	0	0	0	0	0
Iqck	11.52	9.85	23.37	26.65	46.18	31.06
Iqgap1	10085	8604	3131	2862	4477	5110
Iqgap2	105	68	309	299	167	215
Iqgap3	782	718	529	489	65	69
Iqsec1	1071	995	785	705	1578	1826
Iqsec2	577	500	583	583	380	403
Iqsec3	2	1	0	0	0	0
Iqub	0	1	0	1	1	1
Irak1	1431	1403	1793	1641	1374	1583
Irak1bp1	236	274	133	108	194	211
Irak2	608	559	156	134	357	439
Irak3	805	788	951	937	817	814
Irak4	349	406	261	266	194	240
Ireb2	2474	1966	2210	2157	1762	2039
Irf1	534	541	269	281	538	625
Irf2	470	452	861	867	494	576
Irf2bp1	837	842	592	590	419	477
Irf2bp2	2466	2191	2435	2454	2454	3007
Irf2bpl	2773	2332	1882	1736	696	832
Irf3	514	591	483	532	625	708
Irf4	5	10	11	11	174	212
Irf5	273	281	285	317	79	87
Irf6	7	3	0	2	0	1
Irf7	685	622	111	135	136	279
Irf8	66	67	42	58	72	70
Irf9	725	739	251	310	335	478
Irg1	4	1	0	0	1	1
Irgc1	1	1	0	0	0	1
Irgm1	741	669	191	186	238	411
Irgm2	666.99	511.28	207.6	249.08	236.93	489.55
Irgq	972	777	1008	1021	978	1126
Irs1	1483	1108	744	763	974	1212
Irs2	269	221	880	847	836.93	892.92
Irs3	28	22	20	16	394	511
Irs4	0	1	0	0	0	1
Irx1	1849	1864	947	970	401	495
Irx2	548	526	394	434	317	334
Irx3	240	298	287	321	104	136
Irx4	0	0	0	0	0	0
Irx5	215	205	180	176	98	126
Irx6	0	0	0	0	0	0
Isca1	1628	1454	2169	2185	6215	7103
Isca2	155	153	259	265	743	939
Iscu	748	772	1186	1274	1367	1715
Isg15	751	753	50	68	100	207
Isg20	189	179	189	184	374	313
Isg20l2	831	746	964	848	351	412
Isl1	3	2	8	10	0	2
Isl2	0	1	0	0	1	2
Islr	1149	1152	990	1011	3020	3595
Islr2	7	8	14	9	468	576
Ism1	141	197	2230	2183	836	793
Ism2	18	17	8	7	0	0
Isoc1	1120	966	961	900	2215	2920
Isoc2a	470	526	572	625	2243	2431
Isoc2b	76	107	172	177	237	251
Ispd	116	121	100	78	77	82
Israa	6	4	2	6	0	5
Ist1	1825	1602	1329	1349	1562	1679
Isx	1	0	0	0	0	0
Isy1	837	836	622	655	365	443
Isyna1	683	705	2946	3041	844	918
Itch	1276	1163	1287	1178	1107	1355
Itfg1	1601	1529	2511	2570	1390	1744
Itfg2	298	323	187	185	184	266
Itfg3	1313	1283	1101	1087	1373	1633
Itga1	1001	844	751	677	408	441
Itga10	34	22	45	57	50	57
Itga11	3056	2768	1282	1151	2498	2673
Itga2	150	137	83	62	7	6
Itga2b	63	94	52	72	50	59
Itga3	171	138	361	310	259	276
Itga4	24	22	11	11	26	28.81
Itga5	7924	6942	7150	6893	2873	3124
Itga6	341	309	232	251	2118	2658
Itga7	246	190	257	270	1553	1553
Itga8	69	53	13	9	13	36
Itga9	1359	1213	582	561	216	228
Itgad	6.68	3.57	9	4	3253.2	3360.92
Itgae	3	4	3	1	45	59
Itgal	22	12	6	7	8	13
Itgam	190	144	323	283	230	292
Itgav	6715	4986	4018	3523	1895	2361
Itgax	33.32	15.43	4	4	0	1.08
Itgb1	29000	26594	15801	15729	11326	13268
Itgb1bp1	763.3	737.53	446.04	420.61	560.35	723.96
Itgb1bp2	15	23	6	11	2	2
Itgb2	266	251	264	244	278	353
Itgb2l	0	0	0	0	0	0
Itgb3	936	816	719	718	482	586
Itgb3bp	83	87	97	96	49	58
Itgb4	80	87	29	42	14	9
Itgb5	8842	8444	6013	6345	2085	2329
Itgb6	10	3	6	7	0	1
Itgb7	112	89	17	25	15	18
Itgb8	8	7	31	27	3	6
Itgbl1	112	92	58	62	795	971
Itih1	0	0	0	0	0	0
Itih2	18	30	12	18	40	38
Itih3	4	1	1	0	0	1
Itih4	2	1	0	3	7	26
Itih5	436	417	388	371	4294	4900
Itk	3	1	3	2	0	0
Itln1	0	0	0	0	0	0
Itm2a	577	548	1924	2027	1262	1641
Itm2b	11256	11584	10267	10669	13258	18179
Itm2c	4935	4705	4289	4328	1840	2154
Itpa	486	441	584	611	495	640
Itpk1	184	189	557	521	2689	2676
Itpka	1	1	7	3	410	459
Itpkb	675	610	554	506	343	378
Itpkc	353	322	263	251	221	239
Itpr1	916	756	909	827	942	1116
Itpr2	818	786	743	691	1175	1248
Itpr3	1034	902	196	177	580	721
Itprip	853	695	465	453	159	146
Itpripl1	290	204	165	147	132	122.63
Itpripl2	6016	4617	3673	3311	1890	2100
Itsn1	5422	5003	7414	7266	2713	3116
Itsn2	846.97	806.96	748.91	686.99	699	775.92
Ivd	559	586	685	689	1106	1295
Ivl	0	1	10	8	97	98
Ivns1abp	2376	1943	2495	2504	4112	4432
Iws1	1306	1143.21	766	715	715	733
Iyd	0	0	0	1	0	0
Izumo1	0	0	0	0	0	0
Izumo1r	0	0	0	0	0	0
Izumo2	0	0	0	0	0	0
Izumo3	0	0	0	0	0	0
Izumo4	45	55	70	55	62	54
Jade1	2934	2462	1893	1781	1972	2335
Jade2	350	280	455	444	488	522
Jade3	149	158	181	197	105	114
Jag1	1160	1030	1103	1014	865	1094
Jag2	28	38	18	9	45	44
Jagn1	663	624	778	831	1088	1404
Jak1	13104.91	11921.88	15252.87	14746.83	5931.95	6770.95
Jak2	3288	2817	3957	3831	975	1125
Jak3	162	177.85	142	156	567	622
Jakmip1	0	3	0	0	0	0
Jakmip2	14	23	5	3	1	2
Jakmip3	8	8	6	6	55	52
Jam2	346	306	117	110	135	174
Jam3	945	893	996	1074	233	273
Jarid2	530	459	832	843	698	716
Jazf1	119	105	94	101	292	313
Jchain	11	6	1	0	1	2
Jdp2	1265	1367	730	779	205	274
Jkamp	750	711.98	636	619	610	797
Jmjd1c	1070	930	2198	1897	1491	1587
Jmjd4	183	178	237	196	153	249
Jmjd6	836	810	551	555	919	952
Jmjd7	115.47	122.21	74.72	67.54	118.15	141.36
Jmjd8	320.31	409.15	802.82	780.05	565.97	774.31
Jmy	1289	1087	1672	1478	955	1062
Josd1	1121	1061	1406	1400	1248	1274
Josd2	518	532	447	461	327	385
Jph1	94	76	122	102	44	50
Jph2	544	491	40	26	19	12
Jph3	6	5	2	4	1	3
Jph4	26	20	4	8	2	0
Jpx	19	12	30	21	12	7
Jrk	156	137	182	167	48	58
Jrkl	385	350	322	310	271	343
Jsrp1	23	20	7	1	8	5
Jtb	940	926	672	736	839	918
Jun	1749	1689	923	877	1793	1804
Junb	2986	3126	4670	4834	2119	2238
Jund	2956	2986	1004	1047	2137	2051
Jup	306	307	161	150	198	261
Kalrn	317	242	310	269	63	85
Kank1	452	422	248	210	514	535
Kank2	5192	4554	2178	2035	2378	2485
Kank3	78	85	131	125	96	92
Kank4	1	3	1	1	1	1
Kank4os	2	3	0	0	0	2
Kansl1	1217	1073	1142	1083	856	941
Kansl1l	244.31	241.42	267.58	248.15	119.03	181.48
Kansl2	1719	1603	1418	1362	1314	1465
Kansl3	1573	1414	1273	1198	1294	1453
Kantr	107	107	154	155	73	109
Kap	0	0	0	0	0	0
Kars	2421	2392	2347	2163	1213	1494
Kat2a	950	948	945	880	327	412
Kat2b	1282	1054	1004	955	1182	1440
Kat5	410	414	341	337	269	352
Kat6a	1757	1488	1937	1752	990	1235
Kat6b	591	586	769	755	505	598
Kat7	1359	1226	1317	1216	1154	1432
Kat8	261	311	331	304	261	312
Katna1	731	729	459	481	616	697
Katnal1	444	388	474	451	488	479
Katnal2	12	14	30	29	65	84
Katnb1	320	288	308	294	182	235
Katnbl1	447	393	519	545	340	455
Kazald1	187	183	621	610	628	605
Kazn	232	210	70	64	159	194
Kbtbd11	35	42	98	82	2366	2629
Kbtbd12	0	2	1	1	3	1
Kbtbd13	1	1	2	1	16	14
Kbtbd2	973	810	786	807	659	774
Kbtbd3	34	38	42	46	63	80
Kbtbd4	320	258	265	254	243	314
Kbtbd6	64.17	44.4	50.1	36.34	1.24	7.32
Kbtbd7	259.83	199.6	185.9	172.66	211.76	294.68
Kbtbd8	30	14	37	46	18	36
Kcmf1	1448	1411	1191	1236	2036	2388
Kcna1	14	16	30	28	14	15
Kcna10	0	0	0	0	0	0
Kcna2	4	8	7	11	11	14
Kcna3	1	0	0	0	0	0
Kcna4	3	3	1	1	0	3
Kcna5	5	6	2	5	4	2
Kcna6	6	11	8	15	3	3
Kcna7	1	0	4	0	14	11
Kcnab1	245	181	21	30	55	72
Kcnab2	134	120	98	89	70	75
Kcnab3	21	29	12	6	26	24
Kcnb1	21	21	14	28	871	1051
Kcnb2	0	0	0	0	0	0
Kcnc1	2	1	3	0	1	0
Kcnc2	5	3	9	5	53	62
Kcnc3	6	7	55	67	39	31
Kcnc4	1	0	1	1	0	0
Kcnd1	434	404	395	430	82	103
Kcnd2	1	0	1	1	0	1
Kcnd3	4	3	34	20	70	79
Kcnd3os	0	0	0	0	0	0
Kcne1	1	2	0	0	0	0
Kcne1l	8	4	0	0	0	1
Kcne2	0	0	2	0	0	1
Kcne3	24	23	15	17	90	125
Kcne4	1867	1621	1313	1356	970	1130
Kcnf1	1	4	1	0	0	0
Kcng1	1	0	0	0	0	0
Kcng2	13	13	5	5	1	1
Kcng3	4	1	0	2	5	1
Kcng4	3	3	0	2	0	1
Kcnh1	26	19	54	55	13	5
Kcnh2	32	42	7	16	8	3
Kcnh3	2	3	4	1	0	1
Kcnh4	5	0	2	3	49	55
Kcnh5	2	0	0	1	0	0
Kcnh6	0	0	0	0	0	1
Kcnh7	0	0	0	0	0	2
Kcnh8	1	0	0	0	0	0
Kcnip1	0	0	0	0	0	0
Kcnip2	0	1	1	0	0	1
Kcnip3	86	90	102	100	21	48
Kcnip4	12	4	9	15	10	6
Kcnj1	0	0	0	0	0	0
Kcnj10	0	1	2	2	0	1
Kcnj11	0	0	0	0	0	0
Kcnj12	2	6	0	0	0	0
Kcnj13	0	0	1	1	0	1
Kcnj14	10	5	3	6	3	1
Kcnj15	34	33	19	15	97	112
Kcnj16	0	1	1	0	2	0
Kcnj2	65	64	51	55	20	15
Kcnj3	1	0	0	0	1	0
Kcnj4	40	42	18	12	5	12
Kcnj5	0	0	0	0	0	0
Kcnj6	2	0	1	0	2	0
Kcnj8	27	22	118	118	16	20
Kcnj9	5	2	0	0	1	0
Kcnk1	6	2	4	0	0	0
Kcnk10	0	0	1	5	0	0
Kcnk12	14	6	9	11	1	2
Kcnk13	33	27	29	24	20	24
Kcnk15	2	3	0	0	0	0
Kcnk16	0	0	0	0	0	0
Kcnk18	1	0	0	0	0	0
Kcnk2	81	95	20	14	13	17
Kcnk3	40.8	38	90.96	71	2447.73	3016.46
Kcnk4	0	3	3	1	8	6
Kcnk5	79	74	76	57	25	18
Kcnk6	184	170	82	78	64	65
Kcnk7	1	4	1	1	2	2
Kcnk9	1	0	0	0	0	0
Kcnma1	81	136	32	21	11	24
Kcnmb1	17	13	1	3	0	0
Kcnmb2	0	0	0	0	0	0
Kcnmb3	0	0	0	0	1	0
Kcnmb4	5.9	1.49	3	3	1	1
Kcnmb4os1	0	1.91	0	0	0	0
Kcnmb4os2	1.1	3.6	0	0	1	0
Kcnn1	58	56	78	52	76	110
Kcnn2	0	2	0	0	0	0
Kcnn3	18	18	8	19	4	1
Kcnn4	27	25	4	1	8	13
Kcnq1	3	8	2.11	3	7	7.17
Kcnq1ot1	403	437	1069.89	907	704	976.83
Kcnq2	0	0	0	0	2	1
Kcnq3	0	0	0	0	0	0
Kcnq4	38	33	35	16	28	34
Kcnq5	9	12	9	2	1	2
Kcnrg	5	8	9	8	7	14
Kcns1	2	0	0	1	0	0
Kcns2	0	0	0	0	1	0
Kcns3	11	7	13	12	66	62
Kcnt1	0	0	0	0	0	5
Kcnt2	87	90	156	140	27	37
Kcnu1	6	5	11	12	3	3
Kcnv1	0	0	1	0	0	0
Kcnv2	1	1	9	10	7	13
Kcp	154	184	151	149	65	78
Kctd1	105	105	111	104	91	115
Kctd10	4415.33	4028.35	2313.95	2261.5	2169.65	2444.95
Kctd11	1192	1074	757	753	652	607
Kctd12	1454.51	1240	1294	1194	606	894
Kctd12b	96	78	247	275	456	573
Kctd13	187	189	220	197	196	159
Kctd14	2	3	5	5	2	8
Kctd15	792	732	494	518	262	274
Kctd16	1	0	1	1	4	3
Kctd17	1335	1345	1042	1076	733	883
Kctd18	325	288	305	338	205	196
Kctd19	0	0	3	0	0	0
Kctd2	516	544	673	707	283	355
Kctd20	1607	1492	1348	1295	1044	1159
Kctd21	71	79	126	124	195	235
Kctd3	940	969	860	794	1169	1362
Kctd4	2	3	0	2	1	2
Kctd5	1240	1193	778	692	438	584
Kctd6	196	209	165	165	328	383
Kctd7	141	137	208	254	137	145
Kctd8	5	1	19	25	12	6
Kctd9	1047	898	533	596	1036	1123
Kdelc1	1056	1069	1823	1915	431	486
Kdelc2	1673	1584	1742.75	1670.32	582.14	731
Kdelr1	2662	3032	2756	2920	2119	2557
Kdelr2	5142	4906	4728	4633.92	1347	1822
Kdelr3	1701	1829	989	1079	502	557
Kdf1	2	0	3	2	2	1
Kdm1a	1867	1709	1133	1221	854	907
Kdm1b	378.8	356.2	452.87	391.88	235.56	287.32
Kdm2a	2832	2835	2236	2150	2371	2427
Kdm2b	711	677	573	593	459	450
Kdm3a	727	658	881	813	1638	1852
Kdm3b	1490	1243	1751	1665	1140	1243
Kdm4a	3405	3142	2464	2209	1433	1539
Kdm4b	670	637	840	850	1092	1312
Kdm4c	520	462	599	555	454	569
Kdm4d	5	2	1	5	4	0
Kdm5a	2183.57	1802.2	2108.38	2030.83	2107	2243.26
Kdm5b	2416	1980	1990	1923	1380	1502
Kdm5c	3001	2551	2276	2122	2465	2604
Kdm5d	661	575	664	635	494	574
Kdm6a	421	360	615	598	370	510
Kdm6b	1335	1453	781	797	1201	1220
Kdm7a	645.86	564.84	2314.06	2206.94	2149.74	2111.55
Kdm8	95	80	59	66	61	81
Kdr	417	409	360	335	180	214
Kdsr	783	730	1384	1409	738	852
Keap1	1112	1085	1203	1107	1600	1806
Keg1	0	0	0	0	0	0
Kel	0	0	0	0	0	0
Kera	0	0	0	0	0	0
Khdc1a	0	0	0	0	0	0
Khdc1b	0	0	0	0	0	0
Khdc1c	0	0	0	0	0	0
Khdc3	0	0	0	0	1	0
Khdrbs1	3707	3809	2456	2468	1430	1645
Khdrbs2	0	1	0	0	0	0
Khdrbs3	425	476	392	423	223	238
Khk	142	161	280	268	192	184
Khnyn	766	651	652	553	786	709
Khsrp	3267	2965	3240	3089	1493	1745
Kidins220	3536	3026	3212	2869	2594	2857
Kif11	1393	1237	1138	1117	98	140
Kif12	0	0	0	0	0	0
Kif13a	1033	852	721	673	1032	1190
Kif13b	490	398	757	700	578	546
Kif14	530	433	367	340	31	46
Kif15	605	546	553	520	64	58
Kif16b	414	395	186	207	559	631
Kif16bos	0	0	0	0	0	0
Kif17	5	7	6	4	4	5
Kif18a	174	154	146	160	19	33
Kif18b	328	330	312	314	14	24
Kif19a	8	11	1	1	2	1
Kif1a	445	428	182	153	114	111
Kif1b	4033	3387	3304	3033	3981	4331
Kif1bp	739	747	807	866	670	849
Kif1c	6310	5837	3210	3185	6158	6460
Kif20a	2037.73	1849.97	1844.18	1800.14	165.56	230.24
Kif20b	933	755	724	728	62	93
Kif21a	459	468	562	518	651	660
Kif21b	1720	1514	736	602	323	310
Kif22	775	784	555	503	91	97
Kif23	787	729	513	544	58	87
Kif24	67	69	139	104	23	29
Kif26a	60	50	42	48	28	29
Kif26b	2984	2517	559	446	46	31
Kif27	14	9	13	15	6	7
Kif2a	1543	1237	1139	1133	557	709
Kif2b	0	0	0	0	0	0
Kif2c	844.81	808.77	696.86	727.68	58.98	75.94
Kif3a	932	1087	654	666	617	639
Kif3b	1114	949	935	869	947	1106
Kif3c	528.09	482.99	426.1	422.55	256.18	263.65
Kif4	1080	899	673	655	54	98
Kif4-ps	0	0	0	0	0	0
Kif5a	59	62	43	42	65	42
Kif5b	7226.22	6426.5	4673.43	4736.64	3372.22	3775.17
Kif5c	70	62	48	44	20	25
Kif6	14	8	3	4	5	5
Kif7	512	454	461	451	150	165
Kif9	22	32	28	23	33	31
Kifap3	1477	1439	1380	1338	795	958
Kifc1	1178.9	1002.81	791.51	819	94.18	108.05
Kifc2	27	27	47	62	70	71
Kifc3	736	642	251	243	403	398
Kifc5b	237.09	219.17	153.48	185.99	26.82	31.95
Kin	263	264	329	295	347	426
Kir3dl1	0	0	0	0	0	0
Kir3dl2	0	0	0	0	0	0
Kirrel	9762	7693	9128	8398	2801	3234
Kirrel2	0	0	0	0	0	0
Kirrel3	35	33	6	8	1	1
Kis2	0	0	0	0	0	0
Kiss1	0	0	1	1	0	0
Kiss1r	38	21	55	61	17	26
Kit	113	120	54	60	45	55
Kitl	776	656	740	719	639	765
Kiz	210	275	388	392	369	399
Kl	0	0	0	1	1	1
Klb	2	5	5	4	1260	1761
Klc1	2870	2408	2108	2039	1629	1631
Klc2	482	452	279	277	433	480
Klc3	29.59	26.46	3.45	7.37	2.5	2.4
Klc4	323	342	166	175	311	386
Klf1	6	7	4	7	9	4
Klf10	729	720	921	902	808	1052
Klf11	302	252	165	161	224	291
Klf12	51	38	27	14	7	10
Klf13	1518.13	1409	3396	3219.24	3008.26	2877.46
Klf14	0	0	0	0	0	0
Klf15	205	218	726	702	638	717
Klf16	485	388	252	223	104	149
Klf17	1	1	0	0	0	0
Klf2	781	879	76	57	284	274
Klf3	1380	1187	935	751	532	642
Klf4	1126	1270	808	815	2016	2383
Klf5	44	35	65	63	34	35
Klf6	4934	4652	1923	1827	3368	3649
Klf7	210	191	131	94	92	89
Klf8	9	17	3	1	3	5
Klf9	1915	2135	4544	4587	5073	5706
Klhdc1	48	72	96	84	85	93
Klhdc10	1571	1358	1450	1297	1701	1894
Klhdc2	1805	1779	1289	1323	1419	1612
Klhdc3	1510	1459	1187	1150	1020	1224
Klhdc4	602	639	458	447	285	385
Klhdc7a	6	9	4	2	1913	2145
Klhdc7b	0	0	0	0	0	0
Klhdc8a	21	24	0	1	7	5
